ep_title,ep_url,sutra,genres,genres_full,track_count,ep_total_tracks,total_plays,total_likes,duration_total,artwork_url,lyrics_id,created_at,playlist_names_clean,TRACKs,Auto ID,EP G-ID
Easy (Death Is Nothing At All) ❣ BOWsutra EPx9,https://soundcloud.com/bananasutra/sets/easy-death-is-nothing-at-all-bowsutra-epx9,BOWsutra,"BANJO,BLUES,DUB,INDIE","BANJO,BLUES,DUB,INDIE",9,9,2013,25,32:39,https://i1.sndcdn.com/artworks-bzZBqdfk2aR7Mc8I-ba7MdA-t500x500.png,L-67,2025-09-26 19:38,"BLUESsutra,BOWsutra : DEATH (is nothing),BOWsutra the last of 7 sutras · it's divine <3,DUBsutra,INDIEsutra","[01] Easy (Death Is Nothing At All) • BOWsutra Weary Banjo Mama BLUES,[07] Easy (Death Is Nothing At All) • BOWsutra La Poesita Peace DUB INDIE",44,G-44
Ego Ain't Your Amigo • Vol. 2 · EPx21 • BLOWsutra (Ego Gone Loco)  Dub LoFi Burlesque,https://soundcloud.com/bananasutra/sets/ego-aint-your-amigo-vol2-epx21-blowsutra-dub-lofi,BLOWsutra,"BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI,ROCK","BLUES,BURLESQUE,DUB,FLAMENCO,FOLK,GIPSY,HIP HOP,INDIE,JAZZ,LOFI,PSYCHEDELIC,PUNK,ROCK",21,21,27029,282,1:24:25,https://i1.sndcdn.com/artworks-qfOVhmHG1WJJqjc9-k1w2VA-t500x500.png,L-68,,"BLOWsutra,BLOWsutra : EGO (gone loco),BLUESsutra,BURLESQUEsutra,DUBsutra,LOFIsutra","[06] Ego Ain't Your Amigo • BLOWsutra (Ego Gone Loco) Psychedelic Bridge Poetry Folk DUB,[08] Ego Ain't Your Amigo • BLOWsutra (Ego Gone Loco) She Wanna Know Psychedelic Jazz Fusion DUB,[05] Ego Ain't Your Amigo • BLOWsutra (Ego Gone Loco) Psychedelic Bridge Poetry Folk DUB,[18] Ego Ain't Your Amigo • BLOWsutra (Ego Gone Loco) Post-Punk Psychedelic IBYN Rock BURLESQUE,[09] Ego Ain't Your Amigo • BLOWsutra (Ego Gone Loco) She Wanna Know Psychedelic Jazz Fusion DUB,[21] Ego Ain't Your Amigo • BLOWsutra (Ego Gone Loco) Queen of Authentic Dubby Psychedelic Folk BLUES,[07] Ego Ain't Your Amigo • BLOWsutra (Ego Gone Loco) Psychedelic Bridge Poetry Folk DUB,[02] Ego Ain't Your Amigo • BLOWsutra (Ego Gone Loco) La Poesita Psychedelic Indie Flamenco DUB,[01] Ego Ain't Your Amigo • BLOWsutra (Ego Gone Loco) La Poesita Psychedelic Indie Flamenco DUB,[03] Ego Ain't Your Amigo • BLOWsutra (Ego Gone Loco) La Poesita Psychedelic Indie Flamenco DUB,[13] Ego Ain't Your Amigo • BLOWsutra (Ego Gone Loco) Psychedelic Cello Burlesque Jazz LOFI,[04] Ego Ain't Your Amigo • BLOWsutra (Ego Gone Loco) Psychedelic Bridge Poetry Folk DUB,[15] Ego Ain't Your Amigo • BLOWsutra (Ego Gone Loco) Psychedelic Gipsy Indie Jazz Fusion LOFI",45,G-45
Ego Ain't Your Amigo ⭐︎ EPx14 VOL. 01 ⭐︎ True Tales of BLUESsutra,https://soundcloud.com/bananasutra/sets/ego-aint-your-amigo-epx14-vol-01-true-tales-of-bluessutra,BLOWsutra,"BANJO,BLUES,BURLESQUE,DUB,FOLK,JAZZ","BANJO,BLUES,BURLESQUE,DUB,FOLK,JAZZ",14,14,2693,22,44:22,https://i1.sndcdn.com/artworks-6Al7JWcSGShXvOzO-NMakyQ-t500x500.jpg,L-68,,"GROWsutra where we be brave,JAZZsutra,QUACKsutra : DUCK (shady),QUACKsutra where we sing FU",[01] Ego Ain't Your Amigo (Fasho at Marlago) - oh hi salty honey bluesy JAZZ tempo,46,G-46
EGO's Masquerade • EPx4 • BLOWsutra Tzigane Trip Hop Lo-Fi INDIE,https://soundcloud.com/bananasutra/sets/egos-masquerade-epx4-tzigane-trip-hop-lo-fi-indie,BLOWsutra,"INDIE,LOFI","INDIE,LOFI,TRIP HOP",4,4,820,14,19:03,https://i1.sndcdn.com/artworks-JnuEvmR6UOwtbaIM-AYNThw-t500x500.png,L-69,,"BLOWsutra,BLOWsutra : EGO (gone loco),MANTRAsutra",[02] EGO's masquerade • Tzigane Trip Hop Lo-Fi INDIE,47,G-47
El Papito Leo Es No MAGA Show ☰ KNOWsutra EPx6,https://soundcloud.com/bananasutra/sets/el-papito-leo-es-no-maga-show-knowsutra-epx6,KNOWsutra,"DUB,INDIE,JAZZ","DUB,INDIE,JAZZ",6,6,3623,24,15:38,https://i1.sndcdn.com/artworks-pO4mbYYB5FWshxlE-Emrw6Q-t500x500.png,L-70,2025-06-23 22:28,"DUBsutra,GROWsutra : GOD (etc),INDIEsutra,JAZZsutra","[03] El Papito Leo es No MAGA Show - Muse DUB,[01] El Papito no es loco - Latin JAZZ,[06] El Papito Leo es No MAGA Show - Cello INDIE,[02] El Papito Leo es No MAGA Show - Muse DUB",48,G-48
En Vrai · On Est Tous Frères ䷁ FRENCH BLUESsutra EPx5,https://soundcloud.com/bananasutra/sets/en-vrai-on-est-tous-freres-banjo-frenchsutra-epx5,KNOWsutra,"BANJO,BLUES,FOLK,LOFI,MANTRA","BANJO,BLUES,FOLK,LOFI,MANTRA",5,5,1334,24,16:26,https://i1.sndcdn.com/artworks-LV5LoqM7mHhduC2y-UvDK3w-t500x500.jpg,L-71,,"BANJOsutra,FOLKsutra,FRENCHsutra oui oui · sacrebleu,GLOWsutra where gratitude feeds,KNOWsutra where questions matter,LOFIsutra,MANTRAsutra,OUI OUI : Pardon (my French)","""En Vrai, On Est Tous Frères • LOFI BLUES FRENCHsutra""",49,G-49
Ethical Paradox (Bertrand Undone),https://soundcloud.com/bananasutra/sets/ethical-paradox-bertrand-undone,KNOWsutra,INDIE,INDIE,4,4,774,8,13:54,https://i1.sndcdn.com/artworks-e6OYFWuOzXif0Mz7-XAx0EQ-t500x500.jpg,L-116,2024-12-26 10:06,,,50,G-50
Everybody Knows ✔ Vol. 03 - EPx7 ✔ KNOWsutra Gipsy Trip Hop Truth Prayer Dream,https://soundcloud.com/bananasutra/sets/everybody-knows-vol-03-epx7-knowsutra-gipsy-trip-hop-truth-prayer-dream,KNOWsutra,"BLUES,BURLESQUE,DUB,INDIE,JAZZ,LOFI","BLUES,BURLESQUE,DUB,GIPSY,INDIE,JAZZ,LOFI,PSYCHEDELIC,TRIP HOP",7,7,4441,56,28:35,https://i1.sndcdn.com/artworks-WS97VCa9dwPRoGyv-ajY3dQ-t500x500.png,L-72,,"BLUESsutra,INDIEsutra,KNOWsutra : (naked) TRUTH,KNOWsutra where questions matter","[02] Everybody Knows • KNOWsutra Burlesque Trip Hop Indie Dub Piano BLUES,[05] Everybody Knows • KNOWsutra Psychedelic Trip Hop Cello Waltz INDIE,[04] Everybody Knows • KNOWsutra Burlesque Trip Hop Piano Jazz INDIE,[01] Everybody Knows • KNOWsutra Burlesque Trip Hop Indie Piano BLUES",51,G-51
Everybody Knows EP x6 : INDIEsutra,https://soundcloud.com/bananasutra/sets/everybody-knows-epx6-indie-rocksutra,KNOWsutra,INDIE,INDIE,5,6,805,3,14:37,https://i1.sndcdn.com/artworks-idU4oy8bvs1SNH2k-5V1pjg-t500x500.png,L-67,,,,52,G-52
F-BOMB ⚝ SHOWsutra DUB EPx7,https://soundcloud.com/bananasutra/sets/f-bomb-showsutra-dub-epx7,SHOWsutra,"BURLESQUE,DUB,INDIE","BURLESQUE,DUB,GIPSY,INDIE",7,7,1185,5,21:56,https://i1.sndcdn.com/artworks-MaDI6oRlKnS475ml-wUwvOA-t500x500.png,L-75,2025-07-02 21:47,,,53,G-53
Fluye (como el mar) FLOWsutra,https://soundcloud.com/bananasutra/sets/fluye-como-el-mar-flowsutra,FLOWsutra,"DUB,INDIE","DUB,FADO,INDIE,RAGGA",11,11,4207,41,30:53,https://i1.sndcdn.com/artworks-JJ4nzGR7Kbx7XkxH-xkazNQ-t500x500.png,L-77,2025-05-19 11:17,"DUBsutra,FLOWsutra : FLY (like water),INDIEsutra","[07] Fluye • Miss Cheeky DUB (1),[05] Fluye • Queen (of Authentic) DUB (1),[09] Fluye • Muse Prima DUB (1),[06] Fluye • Queen (of Authentic) DUB (2),[11] Fluye • Feel Di (Ragga) Riddim DUB,[01] Fluye • Oh My (Socrates) Cello INDIE,[08] Fluye • Miss Cheeky DUB (2)",54,G-54
Foolish EPx5,https://soundcloud.com/bananasutra/sets/foolish-epx5,FLOWsutra,"INDIE,FOLK","INDIE,FOLK",5,5,1317,26,17:26,https://i1.sndcdn.com/artworks-ce9hM1VBBXA95Gge-sqzp2g-t500x500.png,L-79,,"BURLESQUEsutra,DUBsutra,FLOWsutra : WET (my friend),FLOWsutra where time is space,INDIEsutra","Absinthe Bliss (Kiss Me Slow) • DUBsutra,Dark (Lace) Rhythms • TANGOsutra",55,G-55
Foolish Goldfish (Forever) ❃ Vol. 02 EPx15 ❃ KNOWsutra Peace (Not War),https://soundcloud.com/bananasutra/sets/foolish-goldfish-forever-vol-02-epx15-knowsutra-peace-not-war,KNOWsutra,"BLUES,DUB,FOLK,INDIE,LOFI","BLUES,DUB,FOLK,INDIE,LOFI,PSYCHEDELIC,SOUL",15,15,8860,66,1:03:59,https://i1.sndcdn.com/artworks-0YzGiltzEidfTrxR-osiLXg-t500x500.png,L-80,,"BLUESsutra,DUBsutra,INDIEsutra,KNOWsutra : PEACE (not War),LOFIsutra","[02] Foolish Goldfish (Forever) • KNOWsutra Peace (Not War) La Poesita Psychedelic Cello Dub INDIE,[05] Foolish Goldfish (Forever) • KNOWsutra Peace (Not War) Psychedelic Poetry Dubs The Bridge DUB,[01] Foolish Goldfish (Forever) • KNOWsutra Peace (Not War) Mama-b-c Psychedelic Cello Dream INDIE,[14] Foolish Goldfish (Forever) • KNOWsutra Peace (Not War) Psychedelic Destiny BLUES,[08] Foolish Goldfish (Forever) • KNOWsutra Peace (Not War) Psychedelic Tzigane Soul Fusion LOFI,[07] Foolish Goldfish (Forever) • KNOWsutra Peace (Not War) Psychedelic Tzigane Soul Fusion LOFI",56,G-56
FOTUS CIRCUS ★ VOL.2 EPx10 ★ BURLESQUEsutra,https://soundcloud.com/bananasutra/sets/fotus-circus-vol2-epx10-burlesquesutra,BLOWsutra,"BANJO,BURLESQUE,FOLK,JAZZ,LOFI,ROCK","BANJO,BURLESQUE,FOLK,JAZZ,LOFI,ROCK",10,10,1697,11,32:55,https://i1.sndcdn.com/artworks-44IaWyIDQ4KPbMKz-LMbmBg-t500x500.png,L-82,,"FOTUS CIRCUS Playlist An American Freaks Show,QUACKsutra : FOTUS Circus",[06] FOTUS Circus VOL. 02 • This ain't no hollow show • QUACKsutra,57,G-57
FOTUS CIRCUS ★ VOL.3 EPx9 ★ BURLESQUEsutra,https://soundcloud.com/bananasutra/sets/fotus-circus-vol3-epx9-burlesquesutra,BLOWsutra,"BANJO,BURLESQUE,DUB,FOLK,MANTRA","BANJO,BURLESQUE,DUB,FOLK,MANTRA,RAGGA",9,9,2415,16,28:23,https://i1.sndcdn.com/artworks-TISJ7mgoFUnIyF3o-Nc2YDg-t500x500.png,L-82,,"FOTUS CIRCUS Playlist An American Freaks Show,QUACKsutra : FOTUS Circus",[06] FOTUS Circus VOL. 03 • When will you be angelic (Ginzberg’s Horror Show) • BURLESQUE QUACKsutra,58,G-58
FOTUS CIRCUS ★ VOL.4 EPx9 ★ BURLESQUEsutra,https://soundcloud.com/bananasutra/sets/fotus-circus-vol4-epx9-burlesquesutra,BLOWsutra,"BANJO,BURLESQUE,DUB,JAZZ","BANJO,BURLESQUE,DUB,JAZZ",9,9,3951,22,28:50,https://i1.sndcdn.com/artworks-hEoexhjMEJaTLs2Y-y53BjQ-t500x500.png,L-81,,"BANJOsutra,DUBsutra,FOTUS CIRCUS Playlist An American Freaks Show,QUACKsutra : FOTUS Circus","""[08] FOTUS Circus VOL. 04 • Step Right Up, Murica Freaks (paper staws) • DUB QUACKsutra"",""[09] FOTUS Circus VOL. 04 • Step Right Up, My Dearest Souls • DUB QUACKsutra"",""[06] FOTUS Circus VOL. 04 • Step Right Up, for Plastic Straws • Banjo QUACKsutra"",[01] FOTUS Circus VOL. 04 • Step Right Up my Dearest Souls • Burlesque QUACKsutra",59,G-59
Freee · La Fille • French SHOWsutra Psychedelic EPx10,https://soundcloud.com/bananasutra/sets/freee-la-fille-french-showsutra-psychedelic-epx10,SHOWsutra,"BURLESQUE,DUB,LOFI","BURLESQUE,DUB,HIP HOP,LOFI,PSYCHEDELIC,RAGGA",10,10,6698,53,30:12,https://i1.sndcdn.com/artworks-RJT0le0yFOpGmfuI-gfY2hw-t500x500.png,L-84,,"BURLESQUEsutra,DUBsutra,FRENCHsutra oui oui · sacrebleu,OUI OUI : Pardon (my French),SHOWsutra where bananas play","""[09] Freee, La Fille • French SHOWsutra Psychedelic Ragga DUB"",""[03] Freee, la fille (remastered) • French SHOWsutra Circus Accordion BURLESQUE"",""[08] Freee, La Fille • French SHOWsutra Psychedelic Ragga DUB""",60,G-60
Genius EP,https://soundcloud.com/bananasutra/sets/genius,GROWsutra,"FOLK,INDIE,JAZZ","FOLK,INDIE,JAZZ",3,3,676,9,7:35,https://i1.sndcdn.com/artworks-VkDI20lCoNvB6yuu-kEiBRg-t500x500.jpg,L-86,2024-10-28 21:12,"FOLKsutra,GROWsutra : KIND(ness),INDIEsutra,KNOWsutra where questions matter","""Genius, You See V.1 • Indie Jazz Folk Lullaby  • sutraKNOW inspired by Albert Einstein""",61,G-61
Gladys in Sonderland EPx14 • SHOWsutra Psychedelic Gipsy Dream,https://soundcloud.com/bananasutra/sets/gladys-in-sonderland-epx14-showsutra-psychedelic-gipsy-dream,SHOWsutra,"BANJO,BLUES,BURLESQUE,INDIE,LOFI","BANJO,BLUES,BURLESQUE,GIPSY,INDIE,LOFI,PSYCHEDELIC",14,14,7679,68,1:06:19,https://i1.sndcdn.com/artworks-6hfJ7MQsBYyjyhKs-VO8orw-t500x500.png,L-88,,"BURLESQUEsutra,SHOWsutra : FANANA Club,SHOWsutra where bananas play","[12] Gladys in Sonderland • SHOWsutra Psychedelic Gipsy Cello Waltz BURLESQUE,[10] Gladys in Sonderland • SHOWsutra Psychedelic Gipsy Cello Waltz INDIE BURLESQUE,[06] Gladys in Sonderland • SHOWsutra Psychedelic Gipsy Cello Waltz Breathing BURLESQUE,[11] Gladys in Sonderland • SHOWsutra Psychedelic Gipsy Accordion Circus Waltz BURLESQUE,[04] Gladys in Sonderland • SHOWsutra Psychedelic Gentle Gipsy Piano Cello Accordion Waltz Cameo BURLESQUE",62,G-62
Glitter on a Turd ❯ GROWsutra Banana Cabaret EPx5,https://soundcloud.com/bananasutra/sets/glitter-on-a-turd-epx5,GROWsutra,"BURLESQUE,INDIE","BURLESQUE,CABARET,INDIE",5,5,2491,25,14:49,https://i1.sndcdn.com/artworks-XYwpBnKZkAc8nA2R-sfypIw-t500x500.png,L-89,2025-05-23 11:53,"BURLESQUEsutra,GROWsutra : KIND(ness),GROWsutra where we be brave,JAZZsutra,LOFIsutra","[03] Glitter and Guts - Arabesk Indie JAZZsutra,[01] Glitter and Guts - Circus BURLESQUEsutra,[05] Glitter and Guts - Bass Revolution LOFIsutra,[04] Glitter and Guts - oh lordy DUBsutra",63,G-63
Grifters • BLOWsutra (Apes Gone Wrong) EPx14,https://soundcloud.com/bananasutra/sets/grifters-blowsutra-epx14,BLOWsutra,"BANJO,BLUES,BURLESQUE,DUB,FOLK,INDIE,LOFI,ROCK","BANJO,BLUES,BURLESQUE,COUNTRY,DUB,FADO,FLAMENCO,FOLK,GIPSY,HIP HOP,INDIE,LOFI,PSYCHEDELIC,PUNK,ROCK",14,14,2933,26,43:26,https://i1.sndcdn.com/artworks-iPtXxjIVQyjzpElZ-rzZZyw-t500x500.png,L-90,,"BLOWsutra,DUBsutra",[08] Grifters • BLOWsutra Psychedelic Poetry Folk the Bridge DUB,64,G-64
Hammy On Clyde ✪ SHOWsutra EPx8,https://soundcloud.com/bananasutra/sets/hammy-on-clyde-showsutra-epx8,SHOWsutra,"BLUES,DUB,FOLK,JAZZ,LOFI","BLUES,DUB,FOLK,GIPSY,JAZZ,LOFI",8,8,1571,11,35:38,https://i1.sndcdn.com/artworks-safSzuvAHiwvn0LF-0u5a3Q-t500x500.png,L-86,,,,65,G-65
Hard Core (Questions that Matter) X5,https://soundcloud.com/bananasutra/sets/hard-core-x5,KNOWsutra,BURLESQUE,BURLESQUE,5,5,4657,44,15:20,https://i1.sndcdn.com/artworks-TawBy2TG82lsrzx3-SEV7yw-t500x500.png,L-93,,"BLUESsutra,BURLESQUEsutra,JAZZsutra,KNOWsutra : (naked) TRUTH,KNOWsutra where questions matter,Questions for the (kind) POPE in the Sky","#5 Hard Core : Honey BLUESutra,#4 Hard Core : Burlesque Honeysutra,#1 Hard Core : Honey JAZZsutra",66,G-66
HashtagWHY (to be ctd...),https://soundcloud.com/bananasutra/sets/hashtagwhy-to-be-ctd,KNOWsutra,ROCK,PUNK ROCK,2,2,529,5,6:23,https://i1.sndcdn.com/artworks-0LTSLaDkEUo21nzx-OHpjRw-t500x500.jpg,L-94,,,,67,G-67
Hello · Oh No • EPx16 • GROWsutra Psychedelic Logic Harmonics,https://soundcloud.com/bananasutra/sets/hello-oh-no-growsutra-psychedelic-epx16,GROWsutra,"BANJO,BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI","BANJO,BLUES,BURLESQUE,CABARET,DUB,FLAMENCO,FOLK,GIPSY,INDIE,JAZZ,LOFI,PSYCHEDELIC,PUNK",15,16,11004,120,48:03,https://i1.sndcdn.com/artworks-X8yzz8V1uH0GpZZw-fED3yQ-t500x500.png,L-95,2026-02-26 22:16,"DUBsutra,GROWsutra where we be brave","""[01] Hello, Oh No • GROWsutra Psychedelic Folk Poetry Bridges the DUB"",""[06] Hello, Oh No • GROWsutra La Poesita Gipsy Flamenco DUB"",""[03] Hello, Oh No • GROWsutra Psychedelic Folk Poetry Bridges the DUB"",""[09] Hello, Oh No • GROWsutra Psychedelic Circus Indie Tango JAZZ"",""[11] Hello, Oh No • GROWsutra Psychedelic Queen of Authentic Dubby Folk Banjo BLUES""",68,G-68
Hereby · I Cry ☠ BLOWsutra EPx5,https://soundcloud.com/bananasutra/sets/hereby-i-cry-blowsutra-epx5,BLOWsutra,"DUB,FOLK,JAZZ,MANTRA","DUB,FOLK,GIPSY,JAZZ,MANTRA",5,5,1531,22,18:15,https://i1.sndcdn.com/artworks-AJnyssyEpQIFaGYl-f1dxCg-t500x500.png,L-96,,"BLOWsutra,DUBsutra,FOTUS CIRCUS Playlist An American Freaks Show,GROWsutra : DARE (to care),MANTRAsutra,QUACKsutra where we sing FU","""[04] Hereby, I Cry • We Sing mo' DUB"",""[05] Hereby, I Cry • Arabesk Drum MANTRA""",69,G-69
Hey · Creeps • EPx20 • BLOWsutra Ego Gone Loco,https://soundcloud.com/bananasutra/sets/hey-creeps-epx20-blowsutra-ego-gone-loco,BLOWsutra,"BURLESQUE,DUB,INDIE,JAZZ,LOFI,ROCK","BURLESQUE,DUB,GIPSY,HIP HOP,INDIE,JAZZ,LOFI,PSYCHEDELIC,PUNK,ROCK",20,20,10957,87,1:08:23,https://i1.sndcdn.com/artworks-D95jhvq945VUHBlk-M2mkVQ-t500x500.png,L-97,2025-11-23 19:48,"BLOWsutra,BLOWsutra : EGO (gone loco),DUBsutra,LOFIsutra","""[16] Hey, Creeps • BLOWsutra Ego Gone She Wanna Know Psychedelic LoFi Jazz DUB"",""[12] Hey, Creeps • BLOWsutra Ego Gone Loco Tzigane Fusion LOFI"",""[02] Hey, Creeps • BLOWsutra Ego Gone à la Psychedelic Gipsy Grouchy Cosmic Punk LOFI"",""[01] Hey, Creeps • BLOWsutra Ego Gone à la Psychedelic Gipsy Bonobo Cosmic Punk LOFI"",""[05] Hey, Creeps • BLOWsutra Ego Gone Bamboozlers Indie CelLOFI"",""[13] Hey, Creeps • BLOWsutra Ego Gone Psychedelic Hip Hop Storyteller LOFI""",70,G-70
Hey · You ✖ EPx8 ✖ BLOWsutra Indie Punk ROCK,https://soundcloud.com/bananasutra/sets/hey-you-blowsutra-jazz-punk-rock,BLOWsutra,"BURLESQUE,INDIE,ROCK","BURLESQUE,INDIE,PUNK,ROCK",7,7,1468,8,13:47,https://i1.sndcdn.com/artworks-8zXPkONAqcbxOwwP-p3Wifg-t500x500.png,L-98,,"BLOWsutra,BLOWsutra : EGO (gone loco),ROCKsutra","""[03] Hey, You - BLOWsutra psyPunk ROCK""",71,G-71
Hi · My Name Is (Not Celine Dion) - Vol02 EPx11 - SHOWsutra Dubby Grass Burlesque Edition,https://soundcloud.com/bananasutra/sets/hi-my-name-is-not-celine-dion-vol02-epx11-showsutra-dubby-grass-burlesque-edition,SHOWsutra,"BANJO,BURLESQUE,DUB,FOLK,JAZZ","BANJO,BURLESQUE,COUNTRY,DUB,FOLK,JAZZ,PSYCHEDELIC",11,11,2070,13,38:21,https://i1.sndcdn.com/artworks-8AeGeNBuRUKrnybC-5NKduw-t500x500.png,L-99,2025-10-17 10:17,"BURLESQUEsutra,SHOWsutra : FANANA Club,SHOWsutra where bananas play","""[11] Hi, My Name Is (Not Celine Dion) • SHOWsutra Cello Circus Waltz BURLESQUE""",72,G-72
Hi · My Name Is (Not Celine Dion) - Vol03 EPx11 - SHOWsutra Gipsy Trip Hop World LoFi Edition,https://soundcloud.com/bananasutra/sets/hi-my-name-is-not-celine-dion-vol03-epx11-showsutra-gipsy-trip-hop-world-lofi-edition,SHOWsutra,LOFI,"GIPSY,LOFI,TRIP HOP",11,11,2360,32,40:18,https://i1.sndcdn.com/artworks-F6v264OYqZyCDfpy-bKUKiA-t500x500.png,L-99,2025-10-17 10:24,"LOFIsutra,SHOWsutra : FANANA Club,SHOWsutra where bananas play","""[08] Hi, My Name Is (Not Céline Dion) - SHOWsutra Gipsy Fusion Trip Hop World LOFI"",""[02] Hi, My Name Is (Not Céline Dion) - SHOWsutra Gipsy Fusion Trip Hop World LOFI""",73,G-73
Hold the Mic · Babe  EP X7 | Soul Prayer Lullabies,https://soundcloud.com/bananasutra/sets/hold-the-mic-babe-soul,GROWsutra,"BLUES,FOLK,MANTRA",SOUL,7,7,5083,23,19:47,https://i1.sndcdn.com/artworks-ZzVNwSHzbhNq9mzn-vHyL4w-t500x500.png,L-102,,"BANJOsutra,DUBsutra,GROWsutra : KIND(ness),GROWsutra where we be brave","""#1 Hold the Mic, Babe ☰ BANJOsutra Vocal Hug"",""#3 Hold the Mic, Babe ☰ BANJOsutra Hug for Ya, Babe"",""#2 Hold the Mic, Babe ☰ DUBsutra Vocal Hug""",74,G-74
Hope is So Do-Do-Dope 🎪🦤 SHOWsutra Surreal Soul Circus EPx9,https://soundcloud.com/bananasutra/sets/hope-is-so-do-do-dope-showsutra-surreal-soul-circus-epx9,SHOWsutra,"BURLESQUE,INDIE,ROCK","BURLESQUE,GIPSY,INDIE,PSYCHEDELIC,ROCK,SOUL",9,9,1365,9,32:05,https://i1.sndcdn.com/artworks-6nsPwxZLywLDp58z-pvh8Pw-t500x500.png,L-104,2025-09-24 18:31,,,75,G-75
How to Help a Bible Bro Grow Up · In the name of Religious Freedom,https://soundcloud.com/bananasutra/sets/how-to-help-a-bible-bro-grow-up-in-the-name-of-religious-freedom,GROWsutra,"DUB,FOLK,INDIE","DUB,FOLK,INDIE",7,7,1744,16,20:34,https://i1.sndcdn.com/artworks-iut6y3WtyieWGgpN-uNGjiA-t500x500.png,L-222,2025-04-13 18:49,"DUBsutra,GROWsutra : GOD (etc),GROWsutra where we be brave,LOFIsutra,MANTRAsutra,QUACKsutra where we sing FU,Questions for the (kind) POPE in the Sky","[7] Your rules don’t apply to me • Indie MANTRAsutra,[4] Shush the Bull Bro (Please) • DUBsutra",76,G-76
I Ain't No Christian (No Holy Fool) ♥ EPx4 VOL.02,https://soundcloud.com/bananasutra/sets/i-aint-no-christian-no-holy-fool-epx4-vol02,SHOWsutra,"BLUES,BURLESQUE,FOLK,INDIE,ROCK","BLUES,BURLESQUE,FOLK,INDIE,ROCK,SOUL",4,4,733,8,11:49,https://i1.sndcdn.com/artworks-FXu0T1aNuzRuPyMB-olhCZA-t500x500.png,L-109,,,,77,G-77
I Did the Math · and Everything is Stupid • SHOWsutra Snoopy Fanana Club EPx11,https://soundcloud.com/bananasutra/sets/i-did-the-math-and-everything-is-stupid-showsutra-snoopy-fanana-club-epx11,SHOWsutra,"BURLESQUE,DUB,INDIE,JAZZ,ROCK","BURLESQUE,DUB,GIPSY,INDIE,JAZZ,PSYCHEDELIC,PUNK,ROCK",11,11,10127,100,40:34,https://i1.sndcdn.com/artworks-MzZS6UnLWFjCH0yw-Ud0ziA-t500x500.png,L-110,,"BURLESQUEsutra,INDIEsutra,ROCKsutra","""[Bonus] I did the Math, and Everything is Stupid • SHOWsutra Snoopy Poopy INDIE"",""[10] Everything is Stupid, Absurd, and Divine • SHOWsutra Psy Punk Chanson Burlesque ROCK"",[04] I Did the Math (and Everything is Stupid) • SHOWsutra Indie Chanson Gipsy BURLESQUE,[07] I Did the Math (and Everything is Stupid) • SHOWsutra Psychedelic Burlesque Indie ROCK,""[09] Everything is Stupid, Absurd, and Divine • SHOWsutra Psy Punk Chanson Burlesque ROCK""",78,G-78
I Think I Need a Good Spank!ng (in Madrid) ⚯ SHOWsutra EPx9,https://soundcloud.com/bananasutra/sets/i-think-i-need-a-good-spankng-in-madrid-showsutra-epx9,SHOWsutra,"BURLESQUE,DUB,INDIE,JAZZ","BURLESQUE,DUB,FADO,HIP HOP,INDIE,JAZZ",9,9,1593,13,26:59,https://i1.sndcdn.com/artworks-PfxPRXz3WMhUPWjS-5CSzRQ-t500x500.png,L-106,2025-07-02 23:26,,,79,G-79
Idiocracy Now ✪ QUACKsutra EPx10,https://soundcloud.com/bananasutra/sets/idiocracy-now-quacksutra-epx10,BLOWsutra,"BANJO,BURLESQUE,FOLK,INDIE,LOFI,ROCK","BANJO,BURLESQUE,COUNTRY,FOLK,INDIE,LOFI,PUNK,ROCK",10,10,1771,16,36:19,https://i1.sndcdn.com/artworks-PbQdusXHHfL2vzQG-PVycmg-t500x500.png,L-107,,,,80,G-80
