ep_title,ep_url,sutra,ep_in_app,ep_featured,ep_description,ep_songbook_title,ep_volume,ep_rating,genres,genres_full,ep_total_tracks,total_plays,total_likes,duration_total,artwork_url,artwork_lg_url,lyrics_title,lyrics_id,created_at,playlist_names_clean
Hammy On Clyde ✪ SHOWsutra EPx8,https://soundcloud.com/bananasutra/sets/hammy-on-clyde-showsutra-epx8,SHOWsutra,checked,,,,1,,"BLUES,DUB,FOLK,JAZZ,LOFI","BLUES,DUB,FOLK,GIPSY,JAZZ,LOFI",8,1576,11,0:35:38,https://i1.sndcdn.com/artworks-safSzuvAHiwvn0LF-0u5a3Q-t500x500.png,https://i1.sndcdn.com/artworks-safSzuvAHiwvn0LF-0u5a3Q-t1080x1080.png,Hammy On Clyde,L-92,2025-10-17 06:26,"BANJOsutra,BLUESsutra,BOWsutra : (Thank) Dogs,DUBsutra,JAZZsutra,LOFIsutra,SHOWsutra where bananas play"
Oh · Martine ❃ French GLOW+BOWsutra ❃ Side A+B EPx28,https://soundcloud.com/bananasutra/sets/oh-martine-french-glowbowsutra-side-ab-epx28,BOWsutra,checked,,,,1,,"BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI,ROCK","BLUES,BURLESQUE,DUB,FADO,FOLK,GIPSY,INDIE,JAZZ,LOFI,PSYCHEDELIC,PUNK,ROCK",28,11278,104,1:03:00,https://i1.sndcdn.com/artworks-PhV4HcOuFKRdx4bD-cO41eQ-t500x500.png,https://i1.sndcdn.com/artworks-PhV4HcOuFKRdx4bD-cO41eQ-t1080x1080.png,"Oh, Martine",L-173,2025-10-22 06:19,"BLUESsutra,BOWsutra : DEATH (is nothing),BOWsutra the last of 7 sutras · it's divine <3,BURLESQUEsutra,DUBsutra,INDIEsutra,INDIEsutra (Best Of),JAZZsutra,LOFIsutra,OUI OUI : Pardon (my French),ROCKsutra"
Project 2-0-2-5 (Explicit Fascism Advisory) • Pray for Murica SOULsutra EPx7,https://soundcloud.com/bananasutra/sets/project-2-0-2-5-explicit-fascism-advisory-pray-for-murica-soulsutra-epx7,QUACKsutra,checked,,,,1,,FOLK,"FOLK,SOUL",7,1385,16,0:24:25,https://i1.sndcdn.com/artworks-Gpeeqzc8b4frhVCd-pyGbug-t500x500.png,https://i1.sndcdn.com/artworks-Gpeeqzc8b4frhVCd-pyGbug-t1080x1080.png,Project 2025 (Honky tonk dreams in the land of the free),L-197,2025-01-30 00:32,"BLOWsutra,BLUESsutra,DUBsutra,FOLKsutra,INDIEsutra,QUACKsutra : DUCK (shady),QUACKsutra where we sing FU"
Make your Own Bible EP x6 VOL. 1 ℧ A Jazzy Burlesque Folk Trip Hop LOFI Venture (oui oui),https://soundcloud.com/bananasutra/sets/make-your-own-bible-ep-x6-vol-1-a-jazzy-burlesque-folk-trip-hop-lofi-venture-oui-oui,GROWsutra,checked,,,,1,,"BURLESQUE,FOLK,JAZZ,LOFI","BURLESQUE,FOLK,JAZZ,LOFI,TRIP HOP",6,1214,4,0:18:34,https://i1.sndcdn.com/artworks-7xjmVBpcmAIlWBfO-5Ebr4Q-t500x500.png,https://i1.sndcdn.com/artworks-7xjmVBpcmAIlWBfO-5Ebr4Q-t1080x1080.png,Make your Own Bible,L-152,2025-04-06 04:23,"GROWsutra : GOD (etc),LOFIsutra,Questions for the (kind) POPE in the Sky"
Some Truths (Are Harder to Swallow) EPx7,https://soundcloud.com/bananasutra/sets/some-truths-are-harder-to-swallow-epx7,KNOWsutra,checked,,,,1,,"BLUES,INDIE,LOFI","BLUES,INDIE,LOFI",7,1194,7,0:21:48,https://i1.sndcdn.com/artworks-SUUIsI7woB0IboJy-gnp3pA-t500x500.jpg,https://i1.sndcdn.com/artworks-SUUIsI7woB0IboJy-gnp3pA-t1080x1080.jpg,Some Truths Are Harder to Swallow,L-230,2024-12-24 20:25,"BLOWsutra : CENSOR(ed),BURLESQUEsutra,GROWsutra where we be brave,JAZZsutra,ROCKsutra,SHOWsutra where bananas play"
No · I'm Not Being Political 🇺🇸 KNOWsutra Indie Dub EPx15,https://soundcloud.com/bananasutra/sets/no-im-not-being-political-knowsutra-indie-dub-epx15,GROWsutra,checked,,,,1,,"DUB,FOLK,INDIE,LOFI,MANTRA","DUB,FOLK,INDIE,LOFI,MANTRA",15,2954,25,0:48:40,https://i1.sndcdn.com/artworks-zz7WsK7tAEH4cMHT-fSdPcQ-t500x500.png,https://i1.sndcdn.com/artworks-zz7WsK7tAEH4cMHT-fSdPcQ-t1080x1080.png,"No, I'm Not Being Political (CIRCA 2025)",L-168,2025-08-07 22:37,"BLOWsutra : APES (gone wrong),KNOWsutra where questions matter"
Nous Sommes Le Feu EPx4 ☲ GROWsutra French Peace Indie,https://soundcloud.com/bananasutra/sets/nous-sommes-le-feu-epx4-growsutra-french-peace-indie,GROWsutra,checked,,,,1,,"DUB,INDIE,MANTRA","DUB,INDIE,MANTRA",4,869,10,0:12:40,https://i1.sndcdn.com/artworks-LI16piMdqgOBh7oK-so3Vwg-t500x500.png,https://i1.sndcdn.com/artworks-LI16piMdqgOBh7oK-so3Vwg-t1080x1080.png,Nous Sommes Le Feu,L-170,2025-09-15 08:03,"DUBsutra,FRENCHsutra oui oui · sacrebleu,GROWsutra where we be brave,INDIEsutra,MANTRAsutra,OUI OUI : Pardon (my French)"
Because the Light ☉ EPx4 VOL.01,https://soundcloud.com/bananasutra/sets/because-the-light-epx4-vol01,GROWsutra,checked,,,,1,,MANTRA,MANTRA,4,2192,20,0:13:30,https://i1.sndcdn.com/artworks-ZPfcJ5Xdh8yItO33-t97RIA-t500x500.png,https://i1.sndcdn.com/artworks-ZPfcJ5Xdh8yItO33-t97RIA-t1080x1080.png,Because the Light,L-28,2025-04-25 04:46,"BANJOsutra,BLOWsutra,BLOWsutra : REVOLT (now),INDIEsutra,LOFIsutra,LOFIsutra (Best Of),MANTRAsutra"
Sidération - The Sky Stood Still - EPx6 VOL. 2 of 4,https://soundcloud.com/bananasutra/sets/sideration-the-sky-stood-still-epx6-vol-2-of-4,BLOWsutra,checked,,,,2,,JAZZ,JAZZ,6,2024,21,0:18:19,https://i1.sndcdn.com/artworks-gwDy1gyG7fsttlqv-odJ2KA-t500x500.png,https://i1.sndcdn.com/artworks-gwDy1gyG7fsttlqv-odJ2KA-t1080x1080.png,Sidération (The Sky Stood Still),L-224,2025-05-26 00:39,"BLOWsutra,BLOWsutra : REVOLT (now),BLUESsutra,BURLESQUEsutra,JAZZsutra,MANTRAsutra,Playlist Sidération Gone Bananas x29,QUACKsutra where we sing FU"
Fluye (como el mar) FLOWsutra,https://soundcloud.com/bananasutra/sets/fluye-como-el-mar-flowsutra,FLOWsutra,checked,,,,1,,"DUB,INDIE","DUB,FADO,INDIE,RAGGA",11,4225,40,0:30:53,https://i1.sndcdn.com/artworks-JJ4nzGR7Kbx7XkxH-xkazNQ-t500x500.png,https://i1.sndcdn.com/artworks-JJ4nzGR7Kbx7XkxH-xkazNQ-t1080x1080.png,Fluye (como el mar),L-77,2025-05-19 11:17,"DUBsutra,FLOWsutra : FLY (like water),INDIEsutra"
SS Means Sacred Sp3rm ☠ BLOWsutra EPx19,https://soundcloud.com/bananasutra/sets/ss-means-sacred-sp3rm-blowsutra-epx19,QUACKsutra,checked,,,,1,,"BURLESQUE,FOLK,INDIE,JAZZ,ROCK","BURLESQUE,FOLK,INDIE,JAZZ,ROCK",19,4001,38,1:02:31,https://i1.sndcdn.com/artworks-Ewv6TYyznUIgQm3O-4hTy5Q-t500x500.png,https://i1.sndcdn.com/artworks-Ewv6TYyznUIgQm3O-4hTy5Q-t1080x1080.png,SS Means Sacred Sp3rm,L-233,2025-06-28 21:33,"BLOWsutra,BLOWsutra : CENSOR(ed),BLUESsutra,BURLESQUEsutra,FOLKsutra,INDIEsutra,JAZZsutra,LOFIsutra,MANTRAsutra,ROCKsutra"
Why We Can't Be Brave? ☷ GROWsutra (Censored) Cello EPx8,https://soundcloud.com/bananasutra/sets/why-we-cant-be-brave-growsutra-censored-cello-epx8,GROWsutra,checked,,,,1,,"BURLESQUE,DUB,INDIE,LOFI","BURLESQUE,DUB,FLAMENCO,HIP HOP,INDIE,LOFI,PSYCHEDELIC",8,6063,59,0:28:47,https://i1.sndcdn.com/artworks-rB89JSlaccuJ12aJ-01Yopg-t500x500.png,https://i1.sndcdn.com/artworks-rB89JSlaccuJ12aJ-01Yopg-t1080x1080.png,Why We Can't Be Brave?,L-304,2025-12-02 22:33,"BLOWsutra : CENSOR(ed),BURLESQUEsutra,GROWsutra where we be brave,INDIEsutra,INDIEsutra (Best Of),LOFIsutra,LOFIsutra (Best Of)"
Nietzsche's Gift (They Muddy the Water to Make it Look Deep) - KNOWsutra EPx13 Vol. 5,https://soundcloud.com/bananasutra/sets/nietzsches-gift-they-muddy-the-water-to-make-it-look-deep-knowsutra-epx13-vol-5,BLOWsutra,checked,,,,4,,"BANJO,BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI","BANJO,BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI",13,2628,26,0:42:09,https://i1.sndcdn.com/artworks-LHMRQArJDO3UAyuX-tkyzjg-t500x500.png,https://i1.sndcdn.com/artworks-LHMRQArJDO3UAyuX-tkyzjg-t1080x1080.png,Nietzsche's Gift (Muddy Waters),L-165,2025-09-04 19:56,"BANJOsutra,BLOWsutra : EGO (gone loco),BURLESQUEsutra,DUBsutra,INDIEsutra,JAZZsutra,KNOWsutra where questions matter,LOFIsutra"
SynthemaSutra ♆ SHOWsutra Banana EPx8,https://soundcloud.com/bananasutra/sets/synthemasutra-showsutra-banana-epx8,SHOWsutra,checked,,,,1,,"BURLESQUE,DUB,INDIE,LOFI,ROCK","BURLESQUE,DUB,FLAMENCO,INDIE,LOFI,PSYCHEDELIC,PUNK,ROCK,SOUL",8,2611,27,0:34:03,https://i1.sndcdn.com/artworks-yoEMRKS82rZVyqki-15yXGg-t500x500.png,https://i1.sndcdn.com/artworks-yoEMRKS82rZVyqki-15yXGg-t1080x1080.png,SynthemaSutra,L-237,2025-11-25 08:59,"BURLESQUEsutra,DUBsutra,INDIEsutra,LOFIsutra,ROCKsutra,SHOWsutra : B.J. (is for Banana Jesters),SHOWsutra where bananas play"
some songs are more fun than others EP x8 ∞,https://soundcloud.com/bananasutra/sets/some-songs-are-more-fun-than-others-ep,SHOWsutra,checked,,,,1,,JAZZ,JAZZ,8,1849,31,0:23:33,https://i1.sndcdn.com/artworks-nykdkPQFrFTjZX28-gv5jEA-t500x500.jpg,https://i1.sndcdn.com/artworks-nykdkPQFrFTjZX28-gv5jEA-t1080x1080.jpg,Some Songs Are More Fun Than Others,L-229,2024-12-25 05:23,"BURLESQUEsutra,DUBsutra,JAZZsutra,SHOWsutra : FANANA Club,SHOWsutra where bananas play"
The Echo Song ☭ Russian EPx3 ☭ Gipsy BLOWsutra LoFi Blues (Vladimir Vysotsky Cover),https://soundcloud.com/bananasutra/sets/the-echo-song-russian-epx3-gipsy-blowsutra-lofi-blues-vladimir-vysotsky-cover,BLOWsutra,checked,,,,1,,"BANJO,BLUES,INDIE,LOFI","BANJO,BLUES,GIPSY,INDIE,LOFI,PSYCHEDELIC",3,2699,32,0:09:40,https://i1.sndcdn.com/artworks-acFrdgqIA6o30Zzp-mlZM9A-t500x500.png,https://i1.sndcdn.com/artworks-acFrdgqIA6o30Zzp-mlZM9A-t1080x1080.png,The Echo Song (Russian Edition),L-392,2025-10-25 08:16,"BLOWsutra : REVOLT (now),BLUESsutra,BLUESsutra (Best Of),LOFIsutra,WORLDsutra : Russian(ish)"
Trauma Begets Trauma - KNOWsutra Peace (not War) Piano Kitten Truth EPx5,https://soundcloud.com/bananasutra/sets/trauma-begets-trauma-knowsutra-peace-not-war-piano-kitten-truth-epx5,KNOWsutra,checked,,,,1,,INDIE,"GIPSY,INDIE",5,4289,35,0:15:46,https://i1.sndcdn.com/artworks-O1DJ2yudziIuoAWo-vRdodg-t500x500.png,https://i1.sndcdn.com/artworks-O1DJ2yudziIuoAWo-vRdodg-t1080x1080.png,Trauma Begets Trauma,L-268,2025-11-09 01:54,"INDIEsutra (Best Of),KNOWsutra : PEACE (not War),KNOWsutra where questions matter"
Woke 'em Whacks EPx4 : BLUES & DUBsutra (Music Therapy),https://soundcloud.com/bananasutra/sets/woke-em-whacks-epx4-blues-dubsutra-music-therapy,QUACKsutra,checked,,,,1,,BLUES,BLUES,4,1105,19,0:12:56,https://i1.sndcdn.com/artworks-w61imgKjvg3ASHMz-HXgbbA-t500x500.jpg,https://i1.sndcdn.com/artworks-w61imgKjvg3ASHMz-HXgbbA-t1080x1080.jpg,Woke 'em Whacks,L-309,2025-01-23 05:57,"BLOWsutra,BLUESsutra,DUBsutra,FOLKsutra,INDIEsutra,JAZZsutra,LOFIsutra,QUACKsutra : DUCK (shady),QUACKsutra where we sing FU"
Shady Fools (Oh Can’t You See?) • Vol. 2 EPx9 • BLOWsutra Ego Gone Loco LoFi Burlesque,https://soundcloud.com/bananasutra/sets/shady-fools-oh-cant-you-see-vol-2-epx9-blowsutra-ego-gone-loco-lofi-burlesque,KNOWsutra,checked,,,,2,,"BURLESQUE,DUB,FOLK,INDIE,LOFI,ROCK","BURLESQUE,DUB,FADO,FOLK,HIP HOP,INDIE,LOFI,PSYCHEDELIC,ROCK",9,1811,21,0:29:15,https://i1.sndcdn.com/artworks-3Pm91yJCMrEECvrj-EP3ozg-t500x500.png,https://i1.sndcdn.com/artworks-3Pm91yJCMrEECvrj-EP3ozg-t1080x1080.png,Shady Fools,L-218,2025-11-22 01:27,"BLOWsutra,BURLESQUEsutra,INDIEsutra,LOFIsutra,ROCKsutra"
Grifters • BLOWsutra (Apes Gone Wrong) EPx14,https://soundcloud.com/bananasutra/sets/grifters-blowsutra-epx14,BLOWsutra,checked,,,,1,,"BANJO,BLUES,BURLESQUE,DUB,FOLK,INDIE,LOFI,ROCK","BANJO,BLUES,BURLESQUE,COUNTRY,DUB,FADO,FLAMENCO,FOLK,GIPSY,HIP HOP,INDIE,LOFI,PSYCHEDELIC,PUNK,ROCK",14,5250,54,0:43:26,https://i1.sndcdn.com/artworks-iPtXxjIVQyjzpElZ-rzZZyw-t500x500.png,https://i1.sndcdn.com/artworks-iPtXxjIVQyjzpElZ-rzZZyw-t1080x1080.png,Grifters,L-90,2026-04-08 08:58,"BANJOsutra,BLOWsutra,BLUESsutra,BURLESQUEsutra,DUBsutra,DUBsutra (Best Of),INDIEsutra,LOFIsutra"
Poetry Slow Burns ☲ EPx5 Vol.01 ☲ DUBsutra,https://soundcloud.com/bananasutra/sets/poetry-slow-burns-epx5-vol01-dubsutra,GLOWsutra,checked,,,,1,,DUB,DUB,5,4051,37,0:19:17,https://i1.sndcdn.com/artworks-kFKsDMSXWH3Vpk1z-DJlmNw-t500x500.png,https://i1.sndcdn.com/artworks-kFKsDMSXWH3Vpk1z-DJlmNw-t1080x1080.png,Poetry Slow Burns,L-191,2025-05-29 03:59,"DUBsutra,GLOWsutra : POET(ry),GLOWsutra where gratitude feeds"
Hope is So Do-Do-Dope 🎪🦤 SHOWsutra Surreal Soul Circus EPx9,https://soundcloud.com/bananasutra/sets/hope-is-so-do-do-dope-showsutra-surreal-soul-circus-epx9,SHOWsutra,checked,,,,1,,"BURLESQUE,INDIE,ROCK","BURLESQUE,GIPSY,INDIE,PSYCHEDELIC,ROCK,SOUL",9,1365,9,0:32:05,https://i1.sndcdn.com/artworks-6nsPwxZLywLDp58z-pvh8Pw-t500x500.png,https://i1.sndcdn.com/artworks-6nsPwxZLywLDp58z-pvh8Pw-t1080x1080.png,Hope is Do-Do-Dope,L-104,2025-09-24 18:31,"BURLESQUEsutra,INDIEsutra,ROCKsutra,SHOWsutra where bananas play"
Sidération - Spoken Words Intro - EPx3 VOL. 1 of 4,https://soundcloud.com/bananasutra/sets/sideration-spoken-words-intro-epx3-vol-1-of-4,BLOWsutra,checked,,,,1,,LOFI,LOFI,3,515,2,0:09:55,https://i1.sndcdn.com/artworks-lf1lRd9pToH4z1il-dFOkVA-t500x500.png,https://i1.sndcdn.com/artworks-lf1lRd9pToH4z1il-dFOkVA-t1080x1080.png,Sidération,L-223,2025-05-26 00:35,"BLOWsutra : REVOLT (now),LOFIsutra,MANTRAsutra,Playlist Sidération Gone Bananas x29,QUACKsutra where we sing FU"
Relative Steve - KNOWsutra Hip de la HoP EPx2 Bass Interlude,https://soundcloud.com/bananasutra/sets/relative-steve-knowsutra-hip-de-la-hop-epx2-bass-interlude,BLOWsutra,checked,,,,1,,LOFI,"LOFI,HIP HOP",2,362,7,0:03:54,https://i1.sndcdn.com/artworks-lhsvkiQu3Jgy5T0S-iRyHyQ-t500x500.png,https://i1.sndcdn.com/artworks-lhsvkiQu3Jgy5T0S-iRyHyQ-t1080x1080.png,Relative Steve,L-206,2025-08-08 01:02,"KNOWsutra : (naked) TRUTH,KNOWsutra where questions matter,LOFIsutra"
Why You Lie (to the People's Face) EP x7 ☠ QUACKsutra,https://soundcloud.com/bananasutra/sets/why-you-lie-to-the-peoples-face-quacksutra,QUACKsutra,checked,,,,1,,"BURLESQUE,FOLK,INDIE","BURLESQUE,FOLK,HIP HOP,INDIE,RAGGA",7,1472,15,0:21:42,https://i1.sndcdn.com/artworks-OY8Egh3zRPXQxH74-PbCZmw-t500x500.png,https://i1.sndcdn.com/artworks-OY8Egh3zRPXQxH74-PbCZmw-t1080x1080.png,Why You Lie (To The People's Face)?,L-305,2025-03-02 06:57,"BLUESsutra,BURLESQUEsutra,DUBsutra,FOTUS CIRCUS Playlist An American Freaks Show,LOFIsutra,QUACKsutra : DUCK (shady),QUACKsutra where we sing FU"
Second Hand Smoke (of) Arrogant Hearts - BLOWsutra EGO Therapy EPx6,https://soundcloud.com/bananasutra/sets/second-hand-smoke-of-arrogant-hearts-blowsutra-ego-therapy-epx6,BLOWsutra,checked,,,,1,,"BANJO,BURLESQUE,DUB,INDIE,LOFI,MANTRA","BANJO,BURLESQUE,DUB,GIPSY,INDIE,LOFI,MANTRA,SOUL,TRIP HOP",6,4684,50,0:17:53,https://i1.sndcdn.com/artworks-Tee0LuKXPZj5MLJY-pyJfiA-t500x500.png,https://i1.sndcdn.com/artworks-Tee0LuKXPZj5MLJY-pyJfiA-t1080x1080.png,Arrogant Hearts (Second Hand Smoke),L-18,2025-11-06 23:12,"BANJOsutra,BLOWsutra,BLOWsutra : EGO (gone loco),BLUESsutra,LOFIsutra,LOFIsutra (Best Of),MANTRAsutra,MANTRAsutra (Best Of)"
Stymy Stymy Yuck : A Story of Old Bastards - EPx5 VOL.1 - DUBsutra,https://soundcloud.com/bananasutra/sets/stymy-stymy-yuck-a-story-of-old-bastards-epx5-vol1-dubsutra,QUACKsutra,checked,,,,1,,"DUB,LOFI","DUB,LOFI",5,1282,17,0:15:19,https://i1.sndcdn.com/artworks-Mec8nBlPvyM8XXLn-dyCagw-t500x500.jpg,https://i1.sndcdn.com/artworks-Mec8nBlPvyM8XXLn-dyCagw-t1080x1080.jpg,Stymy Stymy Yuck,L-234,2025-04-11 01:30,"BLOWsutra,DUBsutra,KNOWsutra where questions matter,LOFIsutra,QUACKsutra : DUCK (shady),QUACKsutra where we sing FU"
Linguistic Weaponry EPx4 (Vol 2) DUBsutra,https://soundcloud.com/bananasutra/sets/linguistic-weaponry-epx4-vol-2-dubsutra,SHOWsutra,checked,,,,2,,DUB,"DUB,HIP HOP",1,163,1,0:03:19,https://i1.sndcdn.com/artworks-gk645DrsmcEOxAyn-PRMvkA-t500x500.png,https://i1.sndcdn.com/artworks-gk645DrsmcEOxAyn-PRMvkA-t1080x1080.png,Linguistic Weaponry,L-147,2025-03-06 00:24,"KNOWsutra where questions matter,MANTRAsutra"
Where Hope Expires ℧ EPx8 VOL.02,https://soundcloud.com/bananasutra/sets/where-hope-expires-epx8-vol02,GROWsutra,checked,,,,1,,"DUB,FOLK,INDIE,JAZZ","DUB,FOLK,INDIE,JAZZ",8,1765,21,0:26:33,https://i1.sndcdn.com/artworks-RDHQvbzOVwhs5g5O-y1W0yw-t500x500.png,https://i1.sndcdn.com/artworks-RDHQvbzOVwhs5g5O-y1W0yw-t1080x1080.png,Where Hope Expires,L-296,2025-04-22 03:58,"BLOWsutra,BLOWsutra : EGO (gone loco),DUBsutra,FOLKsutra,INDIEsutra,JAZZsutra,MANTRAsutra"
Sutra of Immanence - FLOWsutra Dog Poetry - Jazz & Dub EPx3,https://soundcloud.com/bananasutra/sets/sutra-of-immanence-flowsutra-dog-poetry-jazz-dub-epx3,FLOWsutra,checked,,,,1,,"DUB,JAZZ","DUB,JAZZ",3,572,10,0:08:18,https://i1.sndcdn.com/artworks-NVoSzyd2p5Cnj9Qz-g4JRiQ-t500x500.png,https://i1.sndcdn.com/artworks-NVoSzyd2p5Cnj9Qz-g4JRiQ-t1080x1080.png,Sutra of Immanence,L-236,2025-06-06 12:12,"BOWsutra : (Thank) Dogs,DUBsutra,FLOWsutra where time is space,JAZZsutra"
Who's Your Vladdy? EPx10 ☿ BLOWsutra World Peace Fusion Indie,https://soundcloud.com/bananasutra/sets/whos-your-vladdy-epx10-blowsutra-world-peace-fusion-indie,QUACKsutra,checked,,,,1,,"BANJO,BLUES,BURLESQUE,DUB,FOLK,INDIE,LOFI,ROCK","BANJO,BLUES,BURLESQUE,DUB,FOLK,GIPSY,HIP HOP,INDIE,LOFI,PSYCHEDELIC,PUNK,ROCK,SOUL",10,2410,25,0:43:06,https://i1.sndcdn.com/artworks-HdcKeFj5zjo8xoo9-37TalQ-t500x500.png,https://i1.sndcdn.com/artworks-HdcKeFj5zjo8xoo9-37TalQ-t1080x1080.png,Who's Your Vladdy?,L-302,2025-09-18 05:53,"BANJOsutra,BLOWsutra,DUBsutra,INDIEsutra,LOFIsutra,QUACKsutra : DUCK (shady),QUACKsutra where we sing FU,ROCKsutra,WORLDsutra : Russian(ish)"
The Conquest of Happiness (according to Bertrand Russel) ☰ 2 Songs EPx10 ☰ KNOWsutra,https://soundcloud.com/bananasutra/sets/the-conquest-of-happiness-according-to-bertrand-russel-2-songs-epx10-knowsutra,KNOWsutra,checked,,,,1,,"BURLESQUE,FOLK,INDIE,JAZZ,MANTRA","BURLESQUE,FOLK,INDIE,JAZZ,MANTRA",10,4665,50,0:44:45,https://i1.sndcdn.com/artworks-mzPTVVzYjzKf5bIY-HeAycA-t500x500.png,https://i1.sndcdn.com/artworks-mzPTVVzYjzKf5bIY-HeAycA-t1080x1080.png,"The Unhappiness Tango, The Conquest of Happiness","L-393,L-244",2025-11-16 04:20,"BURLESQUEsutra,FOLKsutra,GROWsutra where we be brave,INDIEsutra,JAZZsutra,KNOWsutra : BERTRAND (mon chéri),MANTRAsutra"
All I Know • Shades of Fools (It's the Why) • KNOWsutra EPx5 Vol. 02,https://soundcloud.com/bananasutra/sets/all-i-know-shades-of-fools-its-the-why-knowsutra-epx5-vol-02,KNOWsutra,checked,,,,1,,"BLUES,BURLESQUE,FOLK,INDIE,JAZZ","BLUES,BURLESQUE,FOLK,INDIE,JAZZ",5,2033,15,0:16:03,https://i1.sndcdn.com/artworks-jqVeUE2kfD4URweU-kKwl8A-t500x500.png,https://i1.sndcdn.com/artworks-jqVeUE2kfD4URweU-kKwl8A-t1080x1080.png,Shades of Fools (All I Know),L-217,2025-11-19 19:59,"BLUESsutra,BURLESQUEsutra,INDIEsutra,JAZZsutra,KNOWsutra where questions matter"
Poetry Matters ☰ BANJOsutra EPx2,https://soundcloud.com/bananasutra/sets/poetry-matters-banjosutra-ep,GLOWsutra,checked,,,,2,,"BANJO,BLUES","BANJO,BLUES",5,769,9,0:11:40,https://i1.sndcdn.com/artworks-2YAEhVqYbh7DwilS-Nd8dqg-t500x500.jpg,https://i1.sndcdn.com/artworks-2YAEhVqYbh7DwilS-Nd8dqg-t1080x1080.jpg,Poetry Matters,L-189,2025-01-10 09:33,"BANJOsutra,DUBsutra,GLOWsutra : POET(ry),GLOWsutra where gratitude feeds,GROWsutra where we be brave,JAZZsutra,SINGLEsutra Exclusive SoundCloud (woo)"
One Percent Rising • GROWsutra (Dare to Care) Psychedelic Indie EPx6,https://soundcloud.com/bananasutra/sets/one-percent-rising-growsutra-dare-to-care-epx6,GROWsutra,checked,,,,1,,"INDIE,LOFI,ROCK","GIPSY,HIP HOP,INDIE,LOFI,PSYCHEDELIC,PUNK,ROCK",6,1331,15,0:17:03,https://i1.sndcdn.com/artworks-kgjEyPp1tNR5wzhb-SWAbWQ-t500x500.png,https://i1.sndcdn.com/artworks-kgjEyPp1tNR5wzhb-SWAbWQ-t1080x1080.png,One Percent Rising,L-175,2026-02-24 20:27,"GROWsutra where we be brave,LOFIsutra,ROCKsutra"
Ain't Doing Bad Doing Nothing ⭐︎ Public Domain Vol. 02 EPx10 ⭐︎ FLOWsutra Wet JAZZ,https://soundcloud.com/bananasutra/sets/aint-doing-bad-doing-nothing-public-domain-vol-02-epx10-flowsutra-wet-jazz,FLOWsutra,checked,,,,1,,"BLUES,BURLESQUE,JAZZ","BLUES,BURLESQUE,JAZZ",10,3905,38,0:29:52,https://i1.sndcdn.com/artworks-ywHf0D0qFVueq62i-1G6SmQ-t500x500.png,https://i1.sndcdn.com/artworks-ywHf0D0qFVueq62i-1G6SmQ-t1080x1080.png,Ain't Doing Bad Doing Nothing,L-14,2025-11-04 05:33,"BLUESsutra,BURLESQUEsutra,FLOWsutra where time is space,JAZZsutra"
Seminal Bollocks - Merry Psychedelic GROWsutra (God Etc.) EPx10,https://soundcloud.com/bananasutra/sets/seminal-bollocks-merry-psychedelic-growsutra-god-etc-epx10,GROWsutra,checked,,,,2,,"BURLESQUE,FOLK,INDIE,LOFI,ROCK","BURLESQUE,COUNTRY,FADO,FOLK,GIPSY,INDIE,LOFI,PSYCHEDELIC,PUNK,ROCK",10,9125,76,0:36:45,https://i1.sndcdn.com/artworks-WZTqldC4Qw8BIhVK-eZYyAA-t500x500.png,https://i1.sndcdn.com/artworks-WZTqldC4Qw8BIhVK-eZYyAA-t1080x1080.png,Seminal Bollocks,L-214,2025-12-26 06:19,"BURLESQUEsutra,BURLESQUEsutra (Best Of),FOLKsutra,GROWsutra : GOD (etc),GROWsutra where we be brave,INDIEsutra,LOFIsutra,LOFIsutra (Best Of),ROCKsutra"
An American in Paris (Public Domain Lyrics) 🎙️ SHOWsutra Classic Retro Musical REMAKE,https://soundcloud.com/bananasutra/sets/an-american-in-paris-public-domain-lyrics-showsutra-classic-retro-musical-remake,SHOWsutra,checked,,,,1,,"DUB,INDIE,JAZZ","DUB,INDIE,JAZZ",6,3594,35,0:20:07,https://i1.sndcdn.com/artworks-dOp2MsRUp5Ta2lVZ-MjIpgA-t500x500.png,https://i1.sndcdn.com/artworks-dOp2MsRUp5Ta2lVZ-MjIpgA-t1080x1080.png,An American in Paris (Public Domain),L-17,2026-01-16 09:39,"DUBsutra,INDIEsutra,JAZZsutra,JAZZsutra (Best Of),SHOWsutra where bananas play"
