title,lyrics_title,lyrics_id,ytvideo_in_app,format,rating,duration,topic_categories,yt_url,content_type,genre_primary,genre_secondary,instruments,sutra,mood,tempo_feel,curation_rating,has_manual_caption,manual_notes,publish_date,view_count,like_count,comment_count,thumbnail_url,description,yt_tags,series_info,language,playlist_names,playlist_count,has_captions,privacy_status,embeddable,license,made_for_kids,status,notes,video_id
Idiocracy Now 📺🍟 QUACKsutra Psychedelic Reality turned Macchiavelic Dystopia Accoustic LoFi Music,Planet Idiocracy,L-113,checked,16:9,5,3:10,Music,https://www.youtube.com/watch?v=BddS6xg1fYY,Music Video,LOFI,INDIE,Upright Bass,BLOWsutra,,,,checked,,2025-10-14,13,0,0,https://i.ytimg.com/vi/BddS6xg1fYY/maxresdefault.jpg,"So, yeah, here's the #jokeoftheyear ha, huh, not funny, because it”s a #truestory ;)

Q: What is the difference between the movie idiocracy and the raging media circus that is the reality MAGAcracy? 
A: The timeline! Welcome to the IRL, somber Murica prequel 

… Turns out, the “Idiocracy” movie fully deserves its iconic praise. It was more documentary than comedy tho—minus the black president, of course. Corporate dystopia is now reality, and Murica is literally living its prequel #irl #idiocracyisreal 

What was once a satire is now a self-fool-filling prophecy. Idiocracy was a joke, but MAGAcracy is reality.

They mock experts and worship stupidity. They sell democracy to greed and corporatocracy. They turn politics into a circus of celebrity. They hollow out schools, courts, and accountability. They chant slogans instead of making policy. They deny science and torch ecology. They bend the law, shred the Constitution casually. They spread fear, lies, and short-term normalcy. This is not comedy. This is MAGAcrazy. This is Idiocracy Now, Murica 🇺🇸


✪✪✪
@bananasutra lyrics:

[Intro]
Q: What’s the difference, tell me honestly,
Between Idiocracy and MAGAcracy?
A: The timeline, baby, that’s the deal,
Welcome to the IRL somber Murica prequel.

[Verse 1]
They mock the truth, erase the literacy,
They sell the state to greed and bribery.
A comic script turned grim reality,
Self-fulfilling joke of false normalcy.

[Chorus]
Idiocracy Now, it’s our prophecy,
No satire left, just hypocrisy.
Idiocracy Now, no fallacy,
MAGAcrazy rules with ferocity.

[Verse 2]
They chant the slogans, kill democracy,
“Lock her up,” a cult ferocity.
A circus crown in place of policy,
The rule of law reduced to mockery.

[Chorus]
Idiocracy Now, it’s our prophecy,
No satire left, just hypocrisy.
Idiocracy Now, no fallacy,
MAGAcrazy rules with ferocity.

[Bridge]
Short-term greed, long-term lunacy,
Fear is sold as national unity.
The joke’s on us, there’s no immunity,
Truth’s the only spark of continuity.

[Verse 3]
The crops are dry, ignored ecology,
The screens are loud with toxic energy.
We play along, complicit apathy,
Or rise and fight for real humanity.

[Chorus]
Idiocracy Now, it’s our prophecy,
No satire left, just hypocrisy.
Idiocracy Now, no fallacy,
MAGAcrazy rules with ferocity.",,,EN,"BLOWsutra : Apes Gone Wrong,LOFIsutra,FOTUS CIRCUS (Felon Of The United States),Bible Gone Bananas",4,,public,checked,youtube,,New,,BddS6xg1fYY
"If We Had But(t) The Truth… BUT NOPE, because the Minneapolis witnesses are being arrested by #ice",If We Had But(t) The Truth,L-114,checked,9:16,4,3:00,"Electronic music, Music, Pop music",https://www.youtube.com/watch?v=rJyF90xThww,Short/Reel,LOFI,INDIE,"Drum,Voice",BLOWsutra,,,,checked,,2026-01-26,41,0,0,https://i.ytimg.com/vi/rJyF90xThww/maxresdefault.jpg,"PSA: it’s beyond official, the true truth is #nooneissafe in #murica now ⚠️💀","Sunday prayer,Make America Safe Again,Truth Matters",,EN,"BLOWsutra : CENSOR(ed),BLOWsutra,LOFIsutra,SHORTsutra Bananas Matter,Bible Gone Bananas",5,,public,checked,youtube,,New,,rJyF90xThww
“If We Had But(t) The Truth” 🍌🌪️ or why the #newworld order is goddamn stoopid (I did the math 🥜),If We Had But(t) The Truth,L-114,checked,9:16,4,3:01,Independent music,https://www.youtube.com/watch?v=9St0sDMDmKc,Short/Reel,INDIE,"BURLESQUE,WORLD","Voice,Accordion",BLOWsutra,,,,,,2026-01-30,6,0,0,https://i.ytimg.com/vi/9St0sDMDmKc/maxresdefault.jpg,"—
Oh hey, you, sweetie,
Would you please pinch me?! 
Now deceit’s the new normal,
Political ritual?

If we had but(t) the truth,
Not twisted under oath,
If we knew what is fair,
Unclouded by despair.
If we had but(t) good men,
Fair, honest, just good men,
If we had but(t) freedom,
Not foul play, and then some...

We could maybe not freeze,
We could maybe still breathe,
We could maybe still hope,
Through the tightening rope.

If we had but(t) the law,
Abandoned on the go,
If we had but(t) some grace,
Not just farts with no face.

If we had but(t) the truth,
Not shaded by the cross,
If we had benevolence,
Not bloodied by violence…

We could maybe still grow,
We could maybe still flow,
We could maybe still glow
Instead of just blow, blow, blow...

But instead we have blaspheme,
Selling faiths made of memes,
And some fools framing shame,
And kids’ futures gone freaking lame.

We have pundits of poison,
We have felons of treason,
We have prayers for profit,
We lost the meaning of it.

We have kings without conscience,We have crooks-ruled science,
We have books but(t) gone bust, 
Fascist bile that blows dust.

We have decrees of what’s vile,
Signed by hands that defile,
We have piety pimped out,
To the dumbest denial.

If we had but(t) the shame,
If we dared not be lame,
If we felt but(t) the grief,
Not numbed out disbelief…

We might still sing a song,
But we’d know we were wrong.
Instead, lives were forlorned,
Just another day gone…

Just another day gone.","Acccordion,Folk Tale,True Crime Song,Authoritarianism",,EN,"BLOWsutra : CENSOR(ed),FOLKsutra,BLOWsutra,SHORTsutra Bananas Matter,Bible Gone Bananas",5,,public,checked,youtube,,New,,9St0sDMDmKc
If We Had But(t) The Truth 🐶💬 BLOWsutra (Censored) Gipsy Psychedelia Accordion Cello Indie FOLK,If We Had But(t) The Truth,L-114,checked,16:9,4,3:03,"Independent music, Music, Pop music, Rock music, Soul music",https://www.youtube.com/watch?v=8cxoRqEu8-s,Music Video,INDIE,FOLK,"Accordion,Voice",BLOWsutra,,,,,,2026-01-26,10,0,0,https://i.ytimg.com/vi/8cxoRqEu8-s/maxresdefault.jpg,"Because I’m deeply snoopied for us all, kids 🇺🇸🍌 #pinchme #everythingisnotfine #encore 

—
@bananasutra#songlyrics 

Oh hey, you, sweetie,
Would you please pinch me?! 
Now deceit’s the new normal,
Political ritual?

If we had but(t) the truth,
Not twisted under oath,
If we knew what is fair,
Unclouded by despair.
If we had but(t) good men,
Fair, honest, just good men,
If we had but(t) freedom,
Not foul play, and then some...

We could maybe not freeze,
We could maybe still breathe,
We could maybe still hope,
Through the tightening rope.

If we had but(t) the law,
Abandoned on the go,
If we had but(t) some grace,
Not just farts with no face.

If we had but(t) the truth,
Not shaded by the cross,
If we had benevolence,
Not bloodied by violence…

We could maybe still grow,
We could maybe still flow,
We could maybe still glow
Instead of just blow, blow, blow...

But instead we have blaspheme,
Selling faiths made of memes,
And some fools framing shame,
And kids’ futures gone freaking lame.

We have pundits of poison,
We have felons of treason,
We have prayers for profit,
We lost the meaning of it.

We have kings without conscience,We have crooks-ruled science,
We have books but(t) gone bust, 
Fascist bile that blows dust.

We have decrees of what’s vile,
Signed by hands that defile,
We have piety pimped out,
To the dumbest denial.

If we had but(t) the shame,
If we dared not be lame,
If we felt but(t) the grief,
Not numbed out disbelief…

We might still sing a song,
But we'd know we were wrong.
Instead, lives were forlorned,
Just another day gone…

Just another day gone.","Indie Folk,Censorship Matters,Authoritarianism,Truth Matters,Psychedelic Ballad,Everything is Stupid",,EN,"BLOWsutra : CENSOR(ed),FOLKsutra,BLOWsutra,Bible Gone Bananas",4,checked,public,checked,youtube,,New,,8cxoRqEu8-s
If We Had But(t) The Truth ☝️ BLOWsutra (Censored) Jazzy Psychedelic Hip Trip Bleep Hop LOFI Therapy,If We Had But(t) The Truth,L-114,checked,16:9,4,2:28,"Electronic music, Independent music, Music",https://www.youtube.com/watch?v=fsDmpI9PaTo,Music Video,LOFI,JAZZ,"Voice,Xylophone",BLOWsutra,,,,checked,,2026-01-26,9,1,2,https://i.ytimg.com/vi/fsDmpI9PaTo/maxresdefault.jpg,"When an insanely corrupt government lead by a convicted felon who can't even figure out how to properly #censor their top-secret child trafficking PDF files starts letting masked morons outright murder good citizens in the streets but(t) they just deny it anyway because they don't even care, huh… GREAT—'nough said 🤐🔫🩸#censorship (matters)

This is Track 1 / Volume 2 of a BLOWsutra (Censored) song EP inspired by nothing but(t) shameless deception and glorified predation down the obscene rabbit hole of Gangsters (gone oh so) Oops Profane! #aheadfullofdreams #ahem

EPx22 available on SoundCloud—it blends and celebrates diversity, in revolutionary fusion genres gone bananas, and flows like this:  
SIDE A ❯ Gipsy LOFI (1-5) ❯ Folky DUB (6-8) ❯ Dubby RAGGA (9-12)
SIDE B ❯ Psychedelic BLUES (13) ❯ Dreamy FOLK (14-15) ❯ Punky BURLESQUE (16-18)  ❯ Trippy Cello INDIE (19-22)

—
@bananasutra #lyrics #soundcloud #conscience 

Oh hey, you, sweetie,
Would you please pinch me?! 
Now deceit’s the new normal,
Political ritual?

If we had but(t) the truth,
Not twisted under oath,
If we knew what is fair,
Unclouded by despair.

If we had but(t) good men,
Fair, honest, just good men,
If we had but(t) freedom,
Not foul play, and then some...

We could maybe not freeze,
We could maybe still breathe,
We could maybe still hope,
Through the tightening rope.

If we had but(t) the law,
Abandoned on the go,
If we had but(t) some grace,
Not just farts with no face.

If we had but(t) the truth,
Not shaded by the cross,
If we had benevolence,
Not bloodied by violence…

We could maybe still grow,
We could maybe still flow,
We could maybe still glow
Instead of just blow, blow, blow...

But instead we have blaspheme,
Selling faiths made of memes,
And some fools framing shame,
And kids’ futures gone freaking lame.

We have pundits of poison,
We have felons of treason,
We have prayers for profit,
We lost the meaning of it.

We have kings without conscience,
We have crooks-ruled science,
We have books but(t) gone bust, 
Fascist bile that blows dust.

We have decrees of what’s vile,
Signed by hands that defile,
We have piety pimped out,
To the dumbest denial.

If we had but(t) the shame,
If we dared not be lame,
If we felt but(t) the grief,
Not numbed out disbelief…

We might still sing a song,
But we'd know we were wrong.
Instead, lives were forlorned,
Just another day gone…

Just another day gone.

—
BONUS 2025 FOTUS inauguration day / MLK day (!) Q&A, to honor the 1 year anniversary of this song, and share one of the (worst, true) American horror story (n)ever to be released ~ courtesy of my existential good conscience questions archives gone bananas:

- Why did no one ask why Trump refused to put his hand on the Bible? Because asking would expose the empty fraud at the heart of their senseless ""Christian daddy defender"" narrative. 
- Why was MLK Day treated like a convenient prop, not a day of serious reflection and respect? Because in a dictatorship, or a racist cult (same same), cognitive and moral consistency are no longer required—only blind loyalty to “power”. 
- How can anyone cry foul about “patriotic values” while glorifying a ruthless felon who lacks any basic moral decency, brags about ""rigging the elections"" (sic), and clearly has no intention to honor an oath by abiding to the constitution? Because hypocrisy isn't just tolerated—it's praised and weaponized. 
- When did appearances become more important than actions? Always—because an imperial d!cktator is much more interested in preserving illusions than protecting truth, for the worst...

#deepbreath #truecrimestory","Conscious LOFI,Original Lyrics,Cognitive Dissonance Matters",,EN,"BLOWsutra : Apes Gone Wrong,BLOWsutra,LOFIsutra,Bible Gone Bananas",4,,public,checked,youtube,,New,,fsDmpI9PaTo
“Ignoramus Divine”—a very real surreal burlesque fascist duck danger story song #donaldsucks (a$$),Ignoramus Divine,L-329,checked,9:16,3,2:52,"Independent music, Lifestyle (sociology)",https://www.youtube.com/watch?v=XQwk7HYumoc,Short/Reel,BURLESQUE,JAZZ,"Voice,Upright Bass",QUACKsutra,,,,,,2026-01-28,31,1,0,https://i.ytimg.com/vi/XQwk7HYumoc/maxresdefault.jpg,"🎭 IGNORAMUS DIVINE (BLOWsutra, Shady Donnie Ducky Danger collection) #burlesquelife  #songlyrics 


[Intro]Goof on the stage, clown in command,Jester with gold dust slipping through his hand.Caged up hearts, tantrums, rages,Fool writes laws on crumpled pages.Junior wants gold, same tired fable,Duck of old age, unstable at the table.

[Verse 1]Starve the kids, blame the mom… ruthless. Calls it “greatness,” can’t define what truth is.Plastic straws, plastic men, plastic ties,Dickhead grins while democracy dies.Puppet show, strings made of greed,Nation bleeds slow while the cameras feed.

[Chorus]Moron, imbecile, idiot fool,Gold-sick ghoul breaking every rule.Ignoramus bragging like he’s divine,But the rapture’s coming… oh Donnie, it’s time.Yeah, Ignoramus Divine!Your gold can’t buy back time.

[Verse 2]Simpleton tweets, midnight spree,Diet Coke crown and conspiracy.Planet cries, he calls it fake,While oceans burn and levees break.Bankrupt heart, felon on file,High on denial, drunk on guile.

[Bridge]Orange vein with a spray-tan glow,King with no clothes in a crypto show.Chants in the crowd, echo and cheer,But truth keeps whisperin’: the end is near.Glass towers crack, empire shakes,You can’t hide fate behind gold gates.

[Chorus]Moron, imbecile, idiot fool,Gold-sick ghoul breaking every rule.Ignoramus bragging like he’s divine,But the rapture’s coming… oh Donnie, it’s time.Yeah, Ignoramus Divine!Your greed’s your only shrine.

[Outro]Here’s to the jesters, the ghouls, the clowns,Watch how the empire crumbles down.Orange balloon, fading fast,Shady Ducky, your shadow’s last.History laughs, the curtain’s drawn,The fool’s parade goes marching on.","Burlesque,Fascism,Cognitive Dissonance,Duck Joke",,EN,"BLOWsutra,FOTUS CIRCUS (Felon Of The United States),BURLESQUEsutra,SHORTsutra Bananas Matter,Bible Gone Bananas",5,,public,checked,youtube,,New,,XQwk7HYumoc
"It’s sooo ironic Eugenics are moronic, by their own definition of a #moron 😬🤌 BLOWsutra Gipsy Swing",Ironic Moronic Eugenics,L-115,checked,16:9,5,3:34,Music,https://www.youtube.com/watch?v=BccvWRp7uHI,Music Video,INDIE,"WORLD,BURLESQUE","Upright Bass,Voice",BLOWsutra,,,,,,2025-09-25,5,0,0,https://i.ytimg.com/vi/BccvWRp7uHI/maxresdefault.jpg,"Did you know the word #moron was invented in the United States, early last century, by a top (wannabe scientist, and white, of course) daddy of Eugenics—to qualify functioning #imbeciles who (allegedly) lacked the ability to act “morally”? How FREAKING IRONIC is THAT, heh 😼

I learned this thanks to a great @PBS documentary, part of their “American Experience” series: “The Eugenics Crusade”. I highly recommend it; it’s enlightening, in the historical, philosophical, and spiritual sense 💫

Especially now, as moronic, fearful, oblivious imbeciles high on Machiavellian #hubris are at it, AGAIN—spreading false, psychopathic rumors that #empathy is dangerous (GASP), to name just one example, as ironic as demonic (SIGH). Just yesterday, the #bigtech Microsoft CEO came out with pseudoscientific statement claiming that training AI to be empathetic would dangerous #truestory 🤦🏻‍♀️

In the process of writing this song, I realized that there is another French word direly lacking from the American English vocabulary: the word “orgueil”. It basically means “pride”, except it is always used in a pejorative sense, AND also, is actually used more often than “fierté” (the literal translation of the word “pride”). And wow, oh boy that actually explains so much #facepalm (reSIGH;) 😤

Reminded me of that random bar conversation I once had with a proud American stranger, who insisted #hubris was a virtue, and suggested my confusion on the topic was likely due to English being my second language… and wow, oh boy, ypu know? I know I felt as alarmed as “sidérée” by such moronic arrogance—and still am, more than ever 🤌

If you’d like to see the full #lyrics, check out the other “Ironic Moronic Eugenics” music vid (by the hot pool) I just posted—I’ll also probably link it as a card to this video, once I’m on desktop, ‘cause YT doesn’t allow creators to do that on mobile 🤷🏻‍♀️

#truestory",,,Bilingual,"BLOWsutra : Apes Gone Wrong,BLOWsutra,LOFIsutra,FOTUS CIRCUS (Felon Of The United States),Bible Gone Bananas",5,,public,checked,youtube,,New,,BccvWRp7uHI
Ironic Moronic Eugenics 🐸🪰 BLOWsutra DUB Music,Ironic Moronic Eugenics,L-115,checked,16:9,5,4:58,"Music, Pop music, Reggae",https://www.youtube.com/watch?v=7OHMhVa__gU,Music Video,DUB,BLUES,"Banjo,Voice",BLOWsutra,,,,,,2025-09-22,15,0,0,https://i.ytimg.com/vi/7OHMhVa__gU/sddefault.jpg,"“Ironic Moronic Eugenics” is a song inspired by a great @pbs #documentary on “The #eugenics Crusade” that happened in the early century—i.e. an American elitist propaganda pseudo-scitific campaign that inspired some of the horrific WW2 fasc!st practices, prevented #annefrank to be saved from the holocaust by emigrating to the U.S., and allowed multiple states to sterilize women without #consent until the 70s… 

I learned the world #moron was invented then, by a prominent eugenic buffoon named Goddard, to qualify functional imbeciles aka idiots deemed too “feebleminded” (sic) to behave “morally”… and now, I just can’t get over #theironyofitall 🇺🇸 

This is the only DUB track on a BLUES EPx8 #comingsoon on #soundcloud #dubnation lyrics👇

[Verse 1]
They said, “oh Let’s fix the human race,”with White “heroes” with higher grace…
Declared “Morons” lacked a moral core,
But guess who proved to live the lore?

Oh dear, watch out for fanatics
Their fear wrapped up in politics.
They called it smart, it’s moronic.
Feeble brain fart, basic dickshtick…

[short psychedelic banjo riff break]

[Chorus]
It’s so ironic, it’s comedic, The Eugenics gang gone moronic!Their Holy mission turned demonic,Ivory towers of neurotic.

Tragi-comic, psychedelic,Their “cure” was just sociopathic.Played with lives like flies, robotic,
Sick freaks with cold lies, so toxic.

[Verse 2]
Sold cheap charts as genetics,No consent, just black magic,
Sterilized dooms made juridic,
Weaponized lies gone ballistic.

Played God with eugenic picks,No soul, just fake arithmetic.Bold narcissistic metrics,Buried truth with broken ethics.

[Bridge – Psychedelic Shift]Labeled dreamers as being “sick”
Named the poets “too erratic,”
Libeled light as “problematic,”
Told us shit so plain idiotic,

[Chorus]
It’s so ironic, it’s comedic, The Eugenics gang gone moronic!Their Holy mission turned demonic,Ivory towers of neurotic.

Tragi-comic, psychedelic,Their “cure” was just sociopathic.Played with lives like flies, robotic,
Sick freaks with cold lies, so toxic.

[Outro psychedelic hypnotic]
So here’s to facts, historic, tragic,
Remembering Eugenic logic.
Elite’s egos sunk titanic,
Left a trail of Psychopathic.

Fools confusion, “pure blood” of pricks 
bad delusions, mad circus freaks, 
Same old story, ludicrous dicks, 
fake news glory, ominous, eeeeeks

—

#bananasutracabaret #aimusic #morons matter ;)",,,EN,"BLOWsutra : Apes Gone Wrong,BLOWsutra,DUBsutra,FOTUS CIRCUS (Felon Of The United States),Bible Gone Bananas",5,,public,checked,youtube,,New,,7OHMhVa__gU
"It’s an Ethical Paradox, an Oxymoron Maze •  EPx2 • KNOWsutra (Bertrand Knows) Burlesque Gipsy Jazz",It's An Ethical Paradox,L-116,checked,16:9,4,8:11,"Jazz, Music",https://www.youtube.com/watch?v=0B6HxsNkgf8,EP Compilation,BURLESQUE,JAZZ,"Upright Bass,Voice",KNOWsutra,,,,,dreamy cat video,2026-01-15,22,3,1,https://i.ytimg.com/vi/0B6HxsNkgf8/maxresdefault.jpg,"00:00 Song 1
03:39 Song 2

""It's an Ethical Paradox, an Oxymoron Maze"" trancks number 1 & 2, from fool EPx15 on SoundCloud. This release is Vol. 2 of this song, a gipsy jazz edit of a dense KNOWsutra (Bertrand Knows) song (that still needs some distilling) that flows, from Burlesque Jazzzzzzzzz (tracks 1-10) to Gipsy LoFi (tracks 11-14) to Indie DUB (track 15)...

Lyrics inspired by Bertrand Russel's ""Marriage and Morals"", where he observed that “Marriage is for women the commonest mode of livelihood, and the total amount of undesired sex endured by women is probably greater in marriage than in prostitution.” (*) And asked: ""Are prostitution and traditional marriage interconnected by hypocritical societal structures and discriminatory economic dependency?"" 💥 

In this controversial essay, he made the fairly objective argument that marriage often prioritizes financial stability and social status over love, mirroring prostitution’s very transactional nature, and critiques the rigidity of marital norms, such as lifelong exclusivity and fidelity, which often stifle desires and lead to unmet physical, emotional, and spiritual needs. And he asks: What if pr0stituti0n was required as a societal “release valve” for repressed desires, existing mostly as the condemned counterpart to marriage? 

What if the very notion of ""ethical paradox"" was an absurd oxymoron that never seems to end indeed? I ponder... Why not think of marriage as a relationship based on equality, respect, and personal freedom, i.e. friendship? Could practicing truth, and trust, with humility and integrity, help reduce foul plays--including society’s reliance on femmes de joie, for example, heh? Well duh, d'oh, heck yeah! 

• • • 
@bananasutra #lyrics

[Verse 1]
Step right up to the paradox parade,
Where the morals they sell come double-edged blade.
They wag their fingers, legislate laws,
Then break ’em in private to polite applause.

It’s a sugar-spun circus, bananas on stage,
Where yes means no and restraint’s just a phrase.
Marriage or market, they blur the scene,
Stamp it “righteous”, don’t ask what it means.

[Chorus]
It’s an ethical paradox, an oxymoron maze,
They shame what they need, still demand it gets praise.
They swear it’s love, then they pay for the kiss,
Condemn the same trade they refuse to resist.

[Verse 2]
In the chapel it’s sacred, divinely endowed,
In the alley it’s vulgar, condemned out loud.
One buys a mattress, one buys a ring,
Different costumes, same bargaining.

They preach purity, polish the lie,
While need’s the product they monetize.
Suit and tie or a scarlet brand,
Same old hustle… supply, demand.

[Chorus]
It’s an ethical paradox, an oxymoron maze,
They shame what they need, still demand it gets praise.
They swear it’s love, then they pay for the kiss,
Condemn the same trade they refuse to resist.

[Bridge]
Here’s a riddle, let logic stew:
Who makes the crime, then blames it on you?
They build the cage, lock the lid,
Then curse the creature they forbid.

[Verse 3]
Russell saw it, cut clean through the fog,
Truth gets strangled by moral smog.
Love’s not a contract, priced or policed,
It’s a living thing begging for release.

Burn the scripts that barter the heart,
Let freedom finish what law couldn’t start.
No paradox, no moral sleight,
Just justice breathing in open light.

[Chorus]
It’s an ethical paradox, an oxymoron maze,
They shame what they need, still demand it gets praise.
They swear it’s love, then they pay for the kiss,
Condemn the same trade they refuse to resist.

[Outro]
Fold up the map, walk out the maze,
No room for riddles in love’s next phase.
The ethical circus packs up its tent,
Let truth be simple, that’s how it’s meant.
• • • 

* if you're doubting the veracity and value of Bertrand's kind and wise questions and observations, here's a fun fact for ya: marital r⭐︎pe was A-OK legal in almost ALL countries of the world, until the mid-90s?! (GASP)","aivoice,sunomusic,soulmatters,original lyrics,philosophy,music therapy",EPx2,Bilingual,"KNOWsutra : Bertrand (He Knows),PEACE CIRCUS,PIANOsutra,KNOWsutra,BURLESQUEsutra,Bible Gone Bananas",6,checked,public,checked,youtube,,New,,0B6HxsNkgf8
It's an Ethical Paradox • EPx2 • KNOWsutra (Bertrand Knows) Gipsy Burlesque JAZZ 🦉💭,It's An Ethical Paradox,L-116,checked,16:9,4,8:10,"Jazz, Music, Rock music",https://www.youtube.com/watch?v=MFOWBYybGD0,EP Compilation,JAZZ,BURLESQUE,"Piano,Voice",KNOWsutra,,,,,this starts with TRACK 6 ethical paradox (one of my most popular on soundcloud),2026-01-06,13,0,0,https://i.ytimg.com/vi/MFOWBYybGD0/maxresdefault.jpg,"00:00 Song 1
03:38 Song 2 

""It's an Ethical Paradox, an Oxymoron Maze"" is a gipsy jazz edit of a (dense) KNOWsutra (Bertrand Knows) song that still needs some distilling, and so here it flows… EPx2 is part of Vol. 2 EPx15 released on Souncloud, which wags its way from Burlesque Jazzzzzzzzz (1-10) to Gipsy LoFi (11-14) to Indie DUB (15)...

Lyrics inspired by Bertrand Russel's ""Marriage and Morals"", where he asked: ""Are prostitution and traditional marriage interconnected by hypocritical societal structures and discriminatory economic dependency?"" 

In this long essay/book, Bertrand fairly observes that marriage often prioritizes financial stability and social status over love, mirroring prostitution’s very transactional nature, and  critiques the rigidity of marital norms, such as lifelong exclusivity and fidelity, arguing it often stifle desires, and lead to unmet physical, emotional, and spiritual needs.

He makes bold statements: “Marriage is for women the commonest mode of livelihood, and the total amount of undesired sex endured by women is probably greater in marriage than in prostitution.” 

And asks brave questions: “What if pr0stituti0n was required as a societal “release valve” for repressed desires, existing mostly as the condemned counterpart to marriage?”

But(t) his point really is this: Why not think of marriage as a relationship based on equality, respect, and personal freedom, i.e. friendship? Could practicing truth, and trust, with humility and integrity, help reduce foul plays--including society’s reliance on femmes de joie, for example, heh? 

Well duh, d'oh, heck yeah!? And… if you're doubting the veracity and value of Bertrand's kind and wise questions and observations, here's a fun fact for ya: marital r⭐︎pe was A-OK legal in almost ALL countries of the world, until the mid-90s?! (GASP)

What if the very notion of ""ethical paradox"" was an absurd oxymoron that never seems to end indeed? #daretoponder

• • • 
@bananasutra #lyrics

[Verse 1]
Step right up to the paradox parade,
Where the morals they sell come double-edged blade.
They wag their fingers, legislate laws,
Then break ’em in private to polite applause.

It’s a sugar-spun circus, bananas on stage,
Where yes means no and restraint’s just a phrase.
Marriage or market, they blur the scene,
Stamp it “righteous”, don’t ask what it means.

[Chorus]
It’s an ethical paradox, an oxymoron maze,
They shame what they need, still demand it gets praise.
They swear it’s love, then they pay for the kiss,
Condemn the same trade they refuse to resist.

[Verse 2]
In the chapel it’s sacred, divinely endowed,
In the alley it’s vulgar, condemned out loud.
One buys a mattress, one buys a ring,
Different costumes, same bargaining.

They preach purity, polish the lie,
While need’s the product they monetize.
Suit and tie or a scarlet brand,
Same old hustle… supply, demand.

[Chorus]
It’s an ethical paradox, an oxymoron maze,
They shame what they need, still demand it gets praise.
They swear it’s love, then they pay for the kiss,
Condemn the same trade they refuse to resist.

[Bridge]
Here’s a riddle, let logic stew:
Who makes the crime, then blames it on you?
They build the cage, lock the lid,
Then curse the creature they forbid.

[Verse 3]
Russell saw it, cut clean through the fog,
Truth gets strangled by moral smog.
Love’s not a contract, priced or policed,
It’s a living thing begging for release.

Burn the scripts that barter the heart,
Let freedom finish what law couldn’t start.
No paradox, no moral sleight,
Just justice breathing in open light.

[Chorus]
It’s an ethical paradox, an oxymoron maze,
They shame what they need, still demand it gets praise.
They swear it’s love, then they pay for the kiss,
Condemn the same trade they refuse to resist.

[Outro]
Fold up the map, walk out the maze,
No room for riddles in love’s next phase.
The ethical circus packs up its tent,
Let truth be simple, that’s how it’s meant.
• • •",,EPx2,Bilingual,"KNOWsutra : Bertrand (He Knows),PEACE CIRCUS,BURLESQUEsutra,Bible Gone Bananas",4,checked,public,checked,youtube,,New,,MFOWBYybGD0
"It’s not AI, it’s the fact the concept of Ethical Paradox is now an oxymoron (said my gorilla face)",It's An Ethical Paradox,L-116,checked,16:9,4,4:01,"Knowledge, Pop music",https://www.youtube.com/watch?v=5OVbGUB8B5w,Music Video,JAZZ,BLUES,"Violin,Voice",KNOWsutra,,,,,,2024-12-26,11,,0,https://i.ytimg.com/vi/5OVbGUB8B5w/maxresdefault.jpg,"“Marriage is for women the commonest mode of livelihood, and the total amount of undesired sax endured by women is probably greater in marriage than in pr@stitution.”
— Bertrand Russell, Marriage and Morals, 20th century",,,EN,KNOWsutra : Bertrand (He Knows),1,,public,checked,youtube,,New,,5OVbGUB8B5w
Because justice matters and mathematicians can count…,It's An Ethical Paradox,L-116,checked,9:16,4,3:09,"Music, Pop music",https://www.youtube.com/watch?v=2vTZMNSuORk,Music Video,BLUES,DUB,Banjo,KNOWsutra,,,,,,2024-12-26,12,,0,https://i.ytimg.com/vi/2vTZMNSuORk/sddefault.jpg,"Because @_poetic.outlaws_ reminded me Bertrand is one of my all-time fav life Santa daddy 🦾🤩🎵 and philosophical musings in songs the best gift you never knew you wanted ha…

“Marriage is for women the commonest mode of livelihood, and the total amount of undesired s😲x endured by women is probably greater in marriage than in pr0stitution.”— Bertrand Russell, “Marriage and Morals”

Fun family holidays feminist history fact: marital 
r🫢pe was legally A-OK until the mid-90s, almost everywhere!",,,EN,"KNOWsutra : Bertrand (He Knows),BLOWsutra : REVOLT (Now)",2,,public,checked,youtube,,New,,2vTZMNSuORk
Unbranded LOFI LORES Bertrand Russel’s Hip Hop wisdom FTW 🎭,It's An Ethical Paradox,L-116,checked,16:9,2,3:20,"Music, Pop music",https://www.youtube.com/watch?v=ZxlkfZ4BN2M,Music Video,LOFI,JAZZ,Voice,KNOWsutra,,,,,,2024-12-26,9,,0,https://i.ytimg.com/vi/ZxlkfZ4BN2M/maxresdefault.jpg,"“Marriage is for women the commonest mode of livelihood, and the total amount of undesired sex endured by women is probably greater in marriage than in prostitution.”
— Bertrand Russell, Marriage and Morals",,,EN,KNOWsutra : Bertrand (He Knows),1,,public,checked,youtube,,New,,ZxlkfZ4BN2M
