playlist_name,playlist_url,sutra,genres,track_count,total_plays,total_likes,duration_total,artwork_url,EPs,TRACKs
MANTRAsutra,https://soundcloud.com/bananasutra/sets/mantrasutra,BLOWsutra,"BANJO,BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI,MANTRA",77,19978,191,4:20:23,https://i1.sndcdn.com/artworks-OV8ZRGizQyraCB7N-C8HWOQ-t500x500.png,"Joseph Campbell's Truth Metaphors ☷ KNOWsutra EPx12,Second Hand Smoke (of) Arrogant Hearts - BLOWsutra EGO Therapy EPx6,Cassandra’s Lullaby • KNOWsutra EPx11 World,EGO's Masquerade • EPx4 • BLOWsutra Tzigane Trip Hop Lo-Fi INDIE,Hereby · I Cry ☠ BLOWsutra EPx5,Just Be EP X7 | Vocal Honey Audio Ideals,Pedo Nation ★ Felon Nation Redux ★ BLOWsutra EPx14,Poetry Matters EP vol.3,A Man's a Man and A' That (à la bananasutra) EPx3 - VOL. 02 - Revolution Forever,En Vrai · On Est Tous Frères ䷁ FRENCH BLUESsutra EPx5,Awe Is Mighty (Maybe Even Holy) - GLOWsutra Conscious Indie LoFi Lullaby EPx2,How to Help a Bible Bro Grow Up · In the name of Religious Freedom,Queer Almighty (Holy Questions Matter) - EPx16 VOL. 02","[02] EGO's masquerade • Tzigane Trip Hop Lo-Fi INDIE,[11] Cassandra's Lullaby • Jewish Drum Indie Jazz MANTRA,""[05] Hereby, I Cry • Arabesk Drum MANTRA"",[13] PEDO Nation • High Drum Prayer MANTRA,Poetry Matters • LOFI DUBsutra,Just Grind(ha) • Harmonica Blues Lo-fi • sutraFLOW,[02] A Man's a Man and A' That - VOL. 02 - A Spin on Robert Burns' Revolutionary Song - Capela MANTRA LOFI,""En Vrai, On Est Tous Frères • LOFI BLUES FRENCHsutra"",Side B [03] Arrogant Hearts - BLOWsutra Indie Cello MANTRA,[02] Joseph Campbell - Hold the Sacred - KNOWsutra Chillhop Piano Psy-LOFI,[02] Awe Is Mighty (Maybe Even Holy) - GLOWsutra Psychedelic Folk Circus Dreamy Drum Indie MANTRA,[15] Queer Almighty - Drum Mantra DUBsutra,[7] Your rules don’t apply to me • Indie MANTRAsutra,i did the math and everything is stupid • DRUMsutra.wav,(what u) think about? • (introvert) FOLKsutra"
KNOWsutra : BERTRAND (mon chéri),https://soundcloud.com/bananasutra/sets/knowsutra-bertrand-mon-cheri,KNOWsutra,"BANJO,BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI",15,20144,268,51:39,https://i1.sndcdn.com/artworks-dpot7zmJbp98Q8za-Swn1Rg-t500x500.png,"Question di Kingdom ✰ Ragga DUBsutra EPx10,Reason over Reverence (No need for God) ☷ KNOWsutra EPx6,It's an Ethical Paradox • Vol. 2 EPx15 • KNOWsutra (Bertrand Knows) Gipsy Burlesque Jazz,Question Di Kingdom EPx4 VOL.02,Two Things · Darling • EPx11 • KNOWsutra (Bertrand) Conscious Gipsy LoFi Blues INDIE,The Conquest of Happiness (according to Bertrand Russel) ☰ 2 Songs EPx10 ☰ KNOWsutra","""[02] It's an Ethical Paradox, an Oxymoron Maze • KNOWsutra (Bertrand Knows) Gipsy Burlesque Upright Bass JAZZ"",""[01] It's an Ethical Paradox, an Oxymoron Maze • KNOWsutra (Bertrand Knows) Gipsy Burlesque Piano Bass JAZZ"",""[06] It's an Ethical Paradox, an Oxymoron Maze • KNOWsutra (Bertrand Knows) Gipsy Burlesque Piano Upright Bass JAZZ"",""[07] Two Things, Darling • KNOWsutra Bertrand (Knows) La Poesita Gipsy Flamenco Dub INDIE"",[04] Reason over Reverence - They said bow down but we rise 2 - DUBsutra,[01] Question Di Kingdom - Dub's the Path (Truth is the riddim) - Ragga DUBsutra,[01] Reason over Reverence (No Need for Gods) • Banjo Blues FOLKsutra,[3] Question Di Kingdom (2) • RAGGAsutra,Side A [03] EP Bertrand - The Unhappiness Dance - GROWsutra Jazzy Indie FOLK,Side B [05] EP Bertrand - The Conquest of Happiness - GROWsutra Sweet Waltz BURLESQUE,Side A [01] EP Bertrand - The Unhappiness Dance - GROWsutra Jazzy BURLESQUE"
SINGLEsutra Exclusive SoundCloud (woo),https://soundcloud.com/bananasutra/sets/singlesutra,BLOWsutra,"BANJO,BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI,MANTRA,ROCK",45,21644,274,2:17:26,https://i1.sndcdn.com/artworks-if82lONCI5YhLq5y-CMulEA-t500x500.png,Seminal Bollocks EP,"Seminal Bollocks  • DUBsutra,Everybody Knows • FLOWsutra Freedom Magic Cello Prayer INDIE.wav,Planet Idiocracy (Single) • BLOWsutra Peace Odyssey DUB,Poetry (Nah Lie) • GROWsutra Ragga Mantra DUB,Kindness (single) VOL. 04,MAKA MAKA Murica (Kindness Gone Folk),Where Hope Expires • Folk BANJOsutra,aintdoingbaddoingnothing 💨,Shady Fools • FOLKsutra,Liberty • Tribute to Victor Hugo’s Revolutionary Poetry • DUBsutra,making songs like…,She Wears the Words • JAZZsutra Mighty Poetry Minute,The Tyranny of Ignorance : BANJOsutra (Single Duck Release),Kamala has a dream (and that duck just blows) • bananasutraBLUES,""Flow like Water, My Friend"",Some Truths are Harder to Swallow • LOFI Jazzz • sutraGROW,""Hi, my name is (not Celine Dion) • Hip Pop Jazz, Quirky Stuff, a true story • Bananasutra(SHOW)"",""Hey, You (Creepers) • Fake Folk(s) True Tale • Bananasutra(BLOW) Authentic Imagination Music"",Rainbows in my Cloud (Merci) • Banjo Folk Gratitude Song • Bananasutra(GLOW),Kindness • Universal Jazz Cabaret of Blues Chanson • Bananasutra(GROW)"
BLOWsutra : REVOLT (now),https://soundcloud.com/bananasutra/sets/blowsutra-revolt-now,BLOWsutra,"BANJO,BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI,MANTRA,ROCK",36,22563,255,1:59:19,https://i1.sndcdn.com/artworks-FCpNyoKfIRn6bNzD-59cLWg-t500x500.png,"The Echo Song ☭ Russian EPx3 ☭ Gipsy BLOWsutra LoFi Blues (Vladimir Vysotsky Cover),Because the Light ☉ EPx4 VOL.01,Oh · Freedom EP x10 ♛ BLUESsutra (Public Domain Lyrics),Poem (I wanted to be · basically) ℘ EPx14 VOL.01,RUN (now · if you can),Sidération - The Sky Stood Still - EPx6 VOL. 2 of 4,Time for Rebel Romance ☆ EPx6 ☆ BLOWsutra (Revolt Now) Cabaret,We Live Not By Lies ⚬ EPx12 ⚬ GROWsutra Revolution Ring,A Man's a Man and A' That (à la bananasutra) EPx3 - VOL. 02 - Revolution Forever,They Call It Freedom (Oh Hi · Sweet Honey Bun) ✯ BLOWsutra (Revolt Now) EPx11,Bloom Past Doom (Apes Gone Wrong Series) EPx5 - BLOWsutra (Revolt Now)  Grassroots Hope Song,Do Panic Now ✝ GROWsutra EPx13,No Fear · My Dear ❢ BLOWsutra Revolution Ring Jazz EPx19,Sidération's Calling - White House's Burning - EPx13 Vol 4 of 4,Thank you · Mister Paine - American Accountability Revolution Blues EPx3,The Echo Song Song ☭ Vladimir Vysotsky - EPx6  English Cover ☭ BLOWsutra Gipsy Trip Hop Trip,DEFY ✰ 3 Songs EPx7 ✰ BLOWsutra Jazzy Folk Lo-Fi BLUES","[01] Time for Rebel Romance ☆ BLOWsutra (Revolt Now) Oh Boy Psychedelic Accordion Circus BURLESQUE,[10] We Live Not By Lies - GROWsutra Post-Punk Rock Bar Girl BURLESQUE,[03] We Live Not By Lies - GROWsutra Psychedelic Piano Cello INDIE,[03] Sidération - The Sky Stood Still 4 - Revolution BLUESsutra,RUN v5 (2) [ordo duende amoris],RUN v2 - Duende Amoris FOLK,RUN v2 - Muse DUB,[02] Because the Fight ⭐︎ MellO BANJOsutra,[06] I Wanted to Be the Poem - Bluesy Burlesque JAZZ,""Ooh, Freedom ♛ BLUESsutra Soul (Public Domain Heavens)"",""[02] They Call It Freedom (Oh Hi, Sweet Honey Bun) • BLOWsutra (Revolt Now) Psychedelic Gipsy Dadadam Indie LOFI"",""[07] They Call It Freedom (Oh Hi, Sweet Honey Bun) • BLOWsutra  (Revolt Now) Psychedelic Dubby Americana Indie LoFi FOLK"",[02] A Man's a Man and A' That - VOL. 02 - A Spin on Robert Burns' Revolutionary Song - Capela MANTRA LOFI,[03] The Echo Song - Vladimir Vysotsky Cover - Russian BLOWsutra Classic Psychedelic Banjo BLUES,[02] The Echo Song - Vladimir Vysotsky Cover - Russian BLOWsutra Gipsy Arabesk World Peace Indie Trip Pop LOFI,[03] Bloom Past Doom - BLOWsutra (Revolt Now) Cello Circus Chanson Cabaret BURLESQUE,""Side A [01] No Fear, My Dear • BLOWsutra Revolt Now Bluesy Psychedelic Chanson Piano JAZZ"",[05] The (Bloody Mountain) Echo - Vladimir Vysotsky English Cover - BLOWsutra Gipsy Piano Cello Duende INDIE,[01] DEFY (Song 1) • Shameless • KNOWsutra BLUES,[03] DEFY (Song 2) • Optics of Cruelty • BLOWsutra JAZZ LOFI,[01] DO PANIC NOW - Murica Galaxy Rule Number 1 - Sweet FOLK,""[02] Thank you, Mister Paine - American Accountability Revolution BLUESsutra"",[01] Sideration's Calling • White House's Burning • Banger BURLESQUEsutra,Liberty • Tribute to Victor Hugo’s Revolutionary Poetry • DUBsutra"
GROWsutra : GOD (etc),https://soundcloud.com/bananasutra/sets/growsutra-god-etc,GROWsutra,"BANJO,BLUES,BURLESQUE,DUB,FOLK,JAZZ,LOFI,MANTRA,ROCK",27,23651,278,1:24:51,https://i1.sndcdn.com/artworks-eYKRlb3V6IdPR1u7-GGSyjw-t500x500.png,"Reason over Reverence (No need for God) ☷ KNOWsutra EPx6,Make your Own Bible EP x6 VOL. 1 ℧ A Jazzy Burlesque Folk Trip Hop LOFI Venture (oui oui),Pro-life means what · honey?,Sing Your Own Gospel • Vol. 2 EPx7 • GROWsutra (God · Etc) Revolutionary Gipsy JAZZ,The Atheist Tango • Vol. 2 EPx12  •  GROWsutra (God · Etc) Conscious Gipsy LoFi Burlesque Jazz,El Papito Leo Es No MAGA Show ☰ KNOWsutra EPx6,Seminal Bollocks EP,How to Help a Bible Bro Grow Up · In the name of Religious Freedom,Queer Almighty (Holy Questions Matter) - EPx16 VOL. 02,Seminal Bollocks - Merry Psychedelic GROWsutra (God Etc.) EPx10","""[02] The Atheist Tango • GROWsutra (God, Etc) Conscious Gipsy Burlesque Fusion LOFI"",""[04] Sing Your Own Gospel • GROWsutra (God, Etc.) Gipsy Piano JAZZ"",""[01] Sing Your Own Gospel • GROWsutra (God, Etc.) Gipsy Gospel BLUES"",[2] Make your Own Bible - pbgal Burlesque LOFI,""Pro-Life Means What, Honey • Jazzy Mantra DUBsutra (2)"",[03] El Papito Leo es No MAGA Show - Muse DUB,[01] El Papito no es loco - Latin JAZZ,Seminal Bollocks  • DUBsutra,[01] Reason over Reverence (No Need for Gods) • Banjo Blues FOLKsutra,""[07] Seminal Bollocks - GROWsutra (God, Etc) Gipsy Trip BRUH Hop LOFI"",""[06] Seminal Bollocks - GROWsutra (God, Etc) Psychedelic Tzigane Fusion Folk LOFI"",[15] Queer Almighty - Drum Mantra DUBsutra,[06] Queer Almighty - Queer Enough to Cabaret - BANJOsutra,[08] Queer Almighty - Tell me why - FOLK BANJOsutra,[01] Queer Almighty - Folk BANJOsutra,[4] Shush the Bull Bro (Please) • DUBsutra"
ROCKsutra,https://soundcloud.com/bananasutra/sets/rocksutra,BLOWsutra,"BURLESQUE,FOLK,INDIE,JAZZ,LOFI,MANTRA,ROCK",91,26631,220,4:48:01,https://i1.sndcdn.com/artworks-RvPg90tJzDpSlPKh-ns1cUw-t500x500.png,"Tell The Truth (encore) KNOWsutra EPx9 Vol. 04,Blessed Be the Dogs ☰ SHOWsutra EPx9 ☰ Post-Punk Burlesque ROCK,It's War · My Friend ☳ QUACKsutra EPx15,New Normalcy (Planet Earth to Higher Grounds) EP x7,SS Means Sacred Sp3rm ☠ BLOWsutra EPx19,Trust No One EP x3 VOL.1 ☆ BLOWsutra Alternative Indie ROCK,We Live Not By Lies ⚬ EPx12 ⚬ GROWsutra Revolution Ring,Who's Your Vladdy? EPx2 VOL.02 ☿ BLOWsutra World Peace LOFI + ROCK,Hey · You ✖ EPx8 ✖ BLOWsutra Indie Punk ROCK,I Did the Math · and Everything is Stupid • SHOWsutra Snoopy Fanana Club EPx11,Men-Oh-Pause 🩸 KNOWsutra EPx14,Oy · We Care 🦆 QUACKsutra Psychedelic Punk Rock Mantra EPx4,SynthemaSutra ♆ SHOWsutra Banana EPx8","[11] We Live Not By Lies - GROWsutra IBYN Post-Punk BURLESQUE ROCK,Who's Your Vladdy BLOWsutra Psychedelic Burlesque Punk ROCK,""[15] It's War, My Friend • QUACKsutra Psychedelic Punk ROCK"",[05] Blessed Be The Dogs • SHOWsutra Post-Punk Burlesque ROCK,[14] SS Means Sacred Sp3rm • Jazz INDIE,[2] Trust no one - BLOWsutra Udio ROCK,""New Normalcy, Space Oddity ☰ BANJOsutra"",[02] Tell The Truth • KNOWsutra Bluesy ROCK Cover,""[10] Everything is Stupid, Absurd, and Divine • SHOWsutra Psy Punk Chanson Burlesque ROCK"",[07] I Did the Math (and Everything is Stupid) • SHOWsutra Psychedelic Burlesque Indie ROCK,""[09] Everything is Stupid, Absurd, and Divine • SHOWsutra Psy Punk Chanson Burlesque ROCK"",[08] Synthema Sutras - SHOWsutra Banana Psychedelic Burlesque Indie Punk ROCK,""Oy, We Care! BLOWsutra I Burlesque You Not 1"",[14] Men-Oh-Pause • GROWsutra I Burlesque You Not Psychedelic Punk ROCK,""[03] Hey, You - BLOWsutra psyPunk ROCK"""
FLOWsutra where time is space,https://soundcloud.com/bananasutra/sets/sutraflow,FLOWsutra,"BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI",55,26754,341,2:54:38,https://i1.sndcdn.com/artworks-zbyI4lbDpbvjrsBi-cszDDA-t500x500.png,"Ain't Doing Bad Doing Nothing ⭐︎ Public Domain Vol. 02 EPx10 ⭐︎ FLOWsutra Wet JAZZ,Prickly Peaches DUBsutra EPx3,Foolish EPx5,Jealousy (not for me) ♡ GROWsutra EPx22,Just Be EP X7 | Vocal Honey Audio Ideals,Where We Begin (Preakly Peaches) EPx4,Curious Like A Kiss • FLOWsutra Cheeky Duende EPx11,Let’s Do It (Let's Fall in Love) EP • Public Domain Lyrics • JAZZsutra","[15] Jealousy (not for me) - WSWHFN DUB,Where We Begin (one) : BURLESQUEsutra,Absinthe Bliss (Kiss Me Slow) • DUBsutra,Dark (Lace) Rhythms • TANGOsutra,Just Waltz(be) • Jazzy Grinding Waltz • sutraFLOW (v5),Just Grind(ha) • Harmonica Blues Lo-fi • sutraFLOW,Just Gasp(be) • Jazzy DUB Poetry • sutraFLOW (v1),[01] Ain't Doing Bad Doing Nothing ⭐︎ Public Domain Lyrics Fun ⭐︎ FLOWsutra Wet JAZZ,[08] Ain't Doing Bad Doing Nothing ⭐︎ Public Domain Lyrics Fun ⭐︎ FLOWsutra Wet BURLESQUE,[07] Ain't Doing Bad Doing Nothing ⭐︎ Public Domain Lyrics Fun ⭐︎ FLOWsutra Wet JAZZ,Prickly Peaches (one) • DUB Sutra,[09] Curious Like A Kiss • FLOWsutra Cheeky Duende Arabesk Dub LOFI,[05] Curious Like A Kiss • FLOWsutra La Poesita Flamenco Duende Dub INDIE,[07] Curious Like A Kiss • FLOWsutra Cheeky Duende Gipsy Fusion LOFI,[10] Curious Like A Kiss • FLOWsutra Cheeky Duende Arabesk Dub LOFI,[02] Curious Like A Kiss • FLOWsutra Oh Boy Piano Waltz BURLESQUE,Everybody Knows • FLOWsutra Freedom Magic Cello Prayer INDIE.wav,MAKA MAKA Murica (Kindness Gone Folk),aintdoingbaddoingnothing 💨,Let’s Do It • Public Domain Lyrics • JAZZsutra 1,Let’s Do It • Public Domain Lyrics • JAZZsutra 2,Let’s Do It • Public Domain Lyrics • JAZZsutra 3,making songs like…,""Flow like Water, My Friend"""
BLOWsutra : EGO (gone loco),https://soundcloud.com/bananasutra/sets/knowsutra-ego-gone-loco,BLOWsutra,"BANJO,BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI,MANTRA,ROCK",36,30149,335,2:01:22,https://i1.sndcdn.com/artworks-qfOVhmHG1WJJqjc9-k1w2VA-t500x500.png,"Second Hand Smoke (of) Arrogant Hearts - BLOWsutra EGO Therapy EPx6,EGO's Masquerade • EPx4 • BLOWsutra Tzigane Trip Hop Lo-Fi INDIE,Ego Ain't Your Amigo • Vol. 2 · EPx21 • BLOWsutra (Ego Gone Loco)  Dub LoFi Burlesque,Hey · Creeps • EPx20 • BLOWsutra Ego Gone Loco,Jolly Poo - EPx15 VOL. 01 - Banjo Blues BLOWsutra,Male Fantasies - bananasutra EPx2 Vol. 03,Trust No One EP x3 VOL.1 ☆ BLOWsutra Alternative Indie ROCK,Where Hope Expires ℧ EPx8 VOL.02,All the -Isms | BLOWsutra EPx7,Hey · You ✖ EPx8 ✖ BLOWsutra Indie Punk ROCK,Muddy Waters EP","[06] Ego Ain't Your Amigo • BLOWsutra (Ego Gone Loco) Psychedelic Bridge Poetry Folk DUB,[05] Ego Ain't Your Amigo • BLOWsutra (Ego Gone Loco) Psychedelic Bridge Poetry Folk DUB,[02] Ego Ain't Your Amigo • BLOWsutra (Ego Gone Loco) La Poesita Psychedelic Indie Flamenco DUB,""[12] Hey, Creeps • BLOWsutra Ego Gone Loco Tzigane Fusion LOFI"",""[01] Hey, Creeps • BLOWsutra Ego Gone à la Psychedelic Gipsy Bonobo Cosmic Punk LOFI"",""[13] Hey, Creeps • BLOWsutra Ego Gone Psychedelic Hip Hop Storyteller LOFI"",[02] EGO's masquerade • Tzigane Trip Hop Lo-Fi INDIE,[11] Jolly Poo - Coward Dawgs Gossip but(t) only in your back  - DUBsutra,[01] Male Fantasies • Minimal Vocal JAZZsutra,Where Hope Expires - Queen of Authentic FOLK,Where Hope Expires - dem sed Dub INDIE FOLK,[2] Trust no one - BLOWsutra Udio ROCK,[1] Trust no one - BLOWsutra Suno JAZZ,Side A [03] Secondhand Smoke • BLOWsutra Ego Gone Loco Gipsy Indie Trip Hop LOFI,Side A [01] Secondhand Smoke • BLOWsutra Ego Gone Loco Gipsy Indie Trip Hop LOFI,Side B [03] Arrogant Hearts - BLOWsutra Indie Cello MANTRA,[06] All Lame-Isms (Queen of Authentic) - BLOWsutra FOLK,""[03] Hey, You - BLOWsutra psyPunk ROCK"",Nietzsche’s Gift V.3 • LOFI Jazzz • sutraKNOW,""Hey, You (Creepers) • Fake Folk(s) True Tale • Bananasutra(BLOW) Authentic Imagination Music"""
OUI OUI : Pardon (my French),https://soundcloud.com/bananasutra/sets/oui-oui-pardon-my-french,GROWsutra,"BLUES,BURLESQUE,DUB,INDIE,JAZZ,LOFI,MANTRA",29,31488,316,1:40:08,https://i1.sndcdn.com/artworks-e0sOW6yRL70L2ZRD-C8tirQ-t500x500.png,"Secret de Polichinelle 🎪 French EPx10 🎪 KNOWsutra Psychedelic Gipsy Circus,La Force Douce EPx7 ✪ French GROWsutra World Peace Duende LoFi Indie Fusion,Le Système EP MIX X16 | Bluesy French Jazz,WIN-WIN DUB EPx3 ⚭ French-English GROWsutra Fusion Soul,En Vrai · On Est Tous Frères ䷁ FRENCH BLUESsutra EPx5,Freee · La Fille • French SHOWsutra Psychedelic EPx10,L'Embobinage (d'après Carl Sagan) • French GROWsutra EPx17,Le Bal Des Salauds - French BLOWsutra Indie Gipsy Burlesque EPx9,Oh · Martine ❃ French GLOW+BOWsutra ❃ Side A+B EPx28","[02] La Force Douce - French GROWsutra Gipsy Flamenco Duende Chanson INDIE,[03] La Force Douce - French GROWsutra Gipsy Flamenco Duende Chanson INDIE,[06] La Force Douce - French GROWsutra Tzigane Peace Soul Fusion LoFi INDIE,[01] Win Win Dub ⚭ French GROWsutra Soulful Hip Hop Ragga DUB,Le P'tit Jupiter • sutraFRENCH • indieJAZZZ Piano LOFI Soul :),""En Vrai, On Est Tous Frères • LOFI BLUES FRENCHsutra"",[01] Secret de Polichinelle - French KNOWsutra Keep It Real Psychedelic Gipsy Circus Accordion BURLESQUE,[05] Secret de Polichinelle - French KNOWsutra Keep It Real Psychedelic Gipsy Circus Indie Chanson BURLESQUE,[03] Le Bal Des Salauds • French BLOWsutra PBGal Chanson BURLESQUE,[04] Le Bal Des Salauds • French BLOWsutra Oh Boy Accordion Circus BURLESQUE,[01] Le Bal Des Salauds • French BLOWsutra Oh My Oh Why Cello Circus INDIE,Side A [15] Oh Martine • BOWsutra La Poesita Fado World Duende INDIE,Side A [12] Oh Martine • BOWsutra La Poesita Fado World Duende INDIE,""[03] Freee, la fille (remastered) • French SHOWsutra Circus Accordion BURLESQUE"",""[08] Freee, La Fille • French SHOWsutra Psychedelic Ragga DUB"",[14] L'Embobinage (d'après Carl Sagan) • French GROWsutra World Peace PsyAccordion POP BURLESQUE 3 INDIE,[09] L'Embobinage (d'après Carl Sagan) • French GROWsutra World Peace Hypnotic Tango Jazz INDIE,[13] L'Embobinage (d'après Carl Sagan) • French GROWsutra World Peace Miss Cheeky DUB,[02] L'Embobinage (d'après Carl Sagan) • French GROWsutra World Peace CelLOFI,[05] L'Embobinage (d'après Carl Sagan) • French GROWsutra World Peace Tzigane Fusion INDIE,[11] L'Embobinage (d'après Carl Sagan) • French GROWsutra World Peace La Poesita Flamenco INDIE DUB,[15] L'Embobinage (d'après Carl Sagan) • French GROWsutra World Peace PsyAccordion POP BURLESQUE INDIE"
Questions for the (kind) POPE in the Sky,https://soundcloud.com/bananasutra/sets/questions-for-the-pope-in-the-sky,KNOWsutra,"BANJO,BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI,MANTRA,ROCK",98,34099,302,5:01:39,https://i1.sndcdn.com/artworks-AW1E67BzmypJfRI1-6hZzEg-t500x500.png,"Question di Kingdom ✰ Ragga DUBsutra EPx10,Waldo's Fascist Tango EPx3 VOL. 1 • Burlesque JAZZ,Make your Own Bible EP x6 VOL. 1 ℧ A Jazzy Burlesque Folk Trip Hop LOFI Venture (oui oui),Pro-life means what · honey?,Question Di Kingdom EPx4 VOL.02,Why Trust an Old · Mean Religion? EPx9 VOL. 01,Hard Core (Questions that Matter) X5,How to Help a Bible Bro Grow Up · In the name of Religious Freedom,Queer Almighty (Holy Questions Matter) - EPx16 VOL. 02","[04] Reason over Reverence - They said bow down but we rise 2 - DUBsutra,[01] Question Di Kingdom - Dub's the Path (Truth is the riddim) - Ragga DUBsutra,[02] Question Di Kingdom - Dub's the Path (Truth is the riddim) - DUBsutra,""[08] Why Trust an Old, Mean Religion AD2 Soul INDIE"",[2] Make your Own Bible - pbgal Burlesque LOFI,""Pro-Life Means What, Honey • Jazzy Mantra DUBsutra (2)"",[2] Waldo's Fascist Tango - HATjazz BURLESQUE,[3] Question Di Kingdom (2) • RAGGAsutra,[4] Question Di Kingdom (1) • RAGGAsutrawav,[8] Reason fi di win • RAGGAsutra,[5] Dubbin' for Freedom • DUBsutra,[15] Queer Almighty - Drum Mantra DUBsutra,[06] Queer Almighty - Queer Enough to Cabaret - BANJOsutra,[08] Queer Almighty - Tell me why - FOLK BANJOsutra,[01] Queer Almighty - Folk BANJOsutra,[05] Queer Almighty - Jazzy Queer Almighty - BLUESy BANJOsutra,[7] Your rules don’t apply to me • Indie MANTRAsutra,[4] Shush the Bull Bro (Please) • DUBsutra,#5 Hard Core : Honey BLUESutra,#4 Hard Core : Burlesque Honeysutra,#1 Hard Core : Honey JAZZsutra"
