ep_title,ep_url,ep_volume,ep_rating,sutra,genres,genres_full,ep_total_tracks,track_titles,track_ids,total_plays,total_likes,ep_engagement_rate,duration_total,artwork_url,artwork_lg_url,lyrics_title,lyrics_id,ep_in_app,ep_featured,ep_description,ep_songbook_title,vid_exist,vid_ytplaylist,vid_yturl,created_at,playlist_names_clean
No · I'm Not Being Political (circa 2026) ⚉ Vol. 2 EPx10 ⚉ BLOWsutra Quacks Gone Wrong,https://soundcloud.com/bananasutra/sets/no-im-not-being-political-circa-2026-blowsutra-epx10,2,,GROWsutra,"LOFI,DUB,INDIE","LOFI,DUB,INDIE",10,"[01] No, I'm Not Being Political • BLOWsutra Psychedelic Folk Poetry Bridges the DUB, [02] No, I'm Not Being Political • BLOWsutra Psychedelic Folk Poetry Bridges the DUB, [03] No, I'm Not Being Political • BLOWsutra Psychedelic Folk Poetry Bridges the DUB, [04] No, I'm Not Being Political • BLOWsutra Psychedelic Gipsy Circus Ragga DUB, [05] No, I'm Not Being Political • BLOWsutra Psychedelic Gipsy Circus Ragga DUB, [06] No, I'm Not Being Political • BLOWsutra Psychedelic Gipsy Circus Ragga DUB, [07] No, I'm Not Being Political • BLOWsutra Psychedelic Gipsy Circus Ragga DUB, [08] No, I'm Not Being Political • BLOWsutra Hypnotick Psychedelick Motorick LOFI, [09] No, I'm Not Being Political • BLOWsutra Hypnotick Psychedelick Motorick LOFI, [10] No, I'm Not Being Political • BLOWsutra Psychedelic Post-Punk PB Gal BURLESQUE","2317900739, 2317900748, 2317900745, 2317900727, 2317900736, 2317900724, 2317900730, 2317900721, 2317900733, 2317900742",14109,129,0.914310,0:40:12,https://i1.sndcdn.com/artworks-IZ8a3FakdTggbyZU-ULxipg-t500x500.png,https://i1.sndcdn.com/artworks-IZ8a3FakdTggbyZU-ULxipg-t1080x1080.png,"No, I'm Not Being Political (CIRCA 2026)",L-169,checked,,"A 10 track sequel of the 2025 story... updated with the Big Beautifool Bill, miscarriages counting as murder, illegal wars, dystopian galore etc... because guess what, fascism never gets better.","Speak: APES (gone wrong),EP: Criminals · EP: Criminals,Ask: BERTRAND (knows) · Speak: APES (gone wrong),EP: Criminals,World: FRENCHsutra",,,,2026-05-10T05:53:54Z,"BLOWsutra, BURLESQUEsutra, DUBsutra, DUBsutra (Best Of), GROWsutra : DARE (to care), LOFIsutra, LOFIsutra (Best Of), ROCKsutra (Best Of)"
No · I'm Not Being Political 🇺🇸 KNOWsutra Indie Dub EPx15,https://soundcloud.com/bananasutra/sets/no-im-not-being-political-knowsutra-indie-dub-epx15,1,,GROWsutra,"DUB,FOLK,INDIE,LOFI,MANTRA","DUB,FOLK,INDIE,LOFI,MANTRA",15,"[01] No, I'm Not Being Political • KNOWsutra La poesita Folk INDIE, [02] No, I'm Not Being Political • KNOWsutra Folk INDIE, [03] No, I'm Not Being Political • KNOWsutra Dubby Tzigane FOLK, [04] No, I'm Not Being Political • KNOWsutra Dubby Tzigane FOLK, [05] No, I'm Not Being Political • KNOWsutra Dubby Tzigane FOLK, [06] No, I'm Not Being Political • KNOWsutra Dubby Tzigane FOLK, [07] No, I'm Not Being Political • KNOWsutra Dubby Tzigane LOFI, [08] No, I'm Not Being Political • KNOWsutra Dubby Tzigane LOFI, [09] No, I'm Not Being Political • KNOWsutra Dubby Tzigane LOFI, [10] No, I'm Not Being Political • KNOWsutra Indie DUB, [11] No, I'm Not Being Political • KNOWsutra Indie DUB, [12] No, I'm Not Being Political • KNOWsutra DUB, [13] No, I'm Not Being Political • KNOWsutra DUB, [14] No, I'm Not Being Political • KNOWsutra DUB, [15] No, I'm Not Being Political • KNOWsutra Drum MANTRA","2149725444, 2149725432, 2149725429, 2149725447, 2149725438, 2149725423, 2149725435, 2149725450, 2149725426, 2149725441, 2149725465, 2149725453, 2149725462, 2149725456, 2149725468",2970,25,0.841751,0:48:40,https://i1.sndcdn.com/artworks-zz7WsK7tAEH4cMHT-fSdPcQ-t500x500.png,https://i1.sndcdn.com/artworks-zz7WsK7tAEH4cMHT-fSdPcQ-t1080x1080.png,"No, I'm Not Being Political (CIRCA 2025)",L-168,checked,,"15 dub, folk, and indie tracks that won't let you look away. No, I'm not being political. I'm just awake. (Circa 2025.) Dare to care. That's the whole thing.",Dare: DARE (to care),,,,2025-08-07T22:37:43Z,"BLOWsutra : APES (gone wrong), BLOWsutra : REVOLT (now), FOLKsutra (Best Of), GROWsutra : DARE (to care), KNOWsutra where questions matter"
Nous Sommes Le Feu EPx4 ☲ GROWsutra French Peace Indie,https://soundcloud.com/bananasutra/sets/nous-sommes-le-feu-epx4-growsutra-french-peace-indie,1,,GROWsutra,"DUB,INDIE,MANTRA","DUB,INDIE,MANTRA",4,"[01] Nous Sommes Le Feu - Chanson à la BLUESsutra - INDIE, [02] Nous Sommes Le Feu - Chanson à la JAZZsutra - INDIE, [03] Nous Sommes Le Feu - Jazzy Muse DUB, [04] Nous Sommes Le Feu - Queen FOLKsutra - MANTRA","2170697034, 2170697040, 2170697031, 2170697037",879,10,1.137656,0:12:40,https://i1.sndcdn.com/artworks-LI16piMdqgOBh7oK-so3Vwg-t500x500.png,https://i1.sndcdn.com/artworks-LI16piMdqgOBh7oK-so3Vwg-t1080x1080.png,Nous Sommes Le Feu,L-170,checked,,"A 4-track luminous ride that practices kindness like a contact sport. Nous sommes le monde — en français, du fond de l'âme humaniste. On est le feu, les cendres, la lumière. Served in dub, indie, and mantra. En français, évidemment. Kindness as rebellion.","Dare: KIND(ness),World: FRENCHsutra",,,,2025-09-15T08:03:07Z,"DUBsutra, FRENCHsutra oui oui · sacrebleu, GROWsutra : KIND(ness), GROWsutra where we be brave, INDIEsutra, MANTRAsutra, MANTRAsutra (Best Of), OUI OUI : Pardon (my French)"
Oh My · Oh Why (Socrates Song) - GROWsutra EPx7,https://soundcloud.com/bananasutra/sets/oh-my-oh-why-socrates-song-growsutra-epx7,1,,GROWsutra,"DUB,FOLK,INDIE","DUB,FOLK,INDIE",7,"[02] Oh My, Oh Why (Socrates Song) - GROWsutra INDIE, [03] Oh My, Oh Why (Socrates Song) - GROWsutra Bass INDIE, [04] Oh My, Oh Why (Socrates Song) - GROWsutra INDIE FOLK, [05] Oh My, Oh Why (Socrates Song) - GROWsutra FOLK, [06] Oh My, Oh Why (Socrates Song) - GROWsutra mo FOLK, [07] Oh My, Oh Why (Socrates Song) - GROWsutra Muse DUB, [01] Oh My, Oh Why (Socrates Song) - GROWsutra Vocal INDIE","2149787106, 2149787094, 2149787100, 2149787088, 2149787097, 2149787103, 2149787091",1264,12,0.949367,0:26:35,https://i1.sndcdn.com/artworks-u4xWThnzlboyzPPM-yy5lxA-t500x500.png,https://i1.sndcdn.com/artworks-u4xWThnzlboyzPPM-yy5lxA-t1080x1080.png,"Oh My, Oh Why (Socrates Song)",L-171,checked,,"A 7-track smoldering reckoning that refuses to stop asking why. He said 'I know I know nothing.' They sentenced him to death. Oh my, oh why — is truth still the crime they crucify? A nod to Socrates. Because why not ask why.",Ask: But(t) WHY,,,,2025-08-08T01:24:27Z,"BURLESQUEsutra, DUBsutra, FOLKsutra, GROWsutra where we be brave, INDIEsutra, KNOWsutra : but(t) WHY, MANTRAsutra"
Oh · Freedom EP x10 ♛ BLUESsutra (Public Domain Lyrics),https://soundcloud.com/bananasutra/sets/oh-freedom-bluessutra-public-domain-lyrics,1,,BLOWsutra,BLUES,SOUL,10,"Oh, Freedom ♛ BLUESsutra (Public Domain Heavens), Oh, Freedom ♛ GOSPELsutra (Public Domain Heavens), Oh, Freedom ♛ Reverb BLUESsutra (Public Domain Heavens), Oh, Freedom ♛ Circus BLUESsutra (Public Domain Heavens), Oh, Freedom ♛ Dubby BLUESsutra (Public Domain Heavens), Ooh, Freedom ♛ BLUESsutra (Public Domain Heavens on Fire), Ooh, Freedom ♛ BLUESsutra Soul (Public Domain Heavens), oh freedom (no more segregation) • indieBLUESsutra, oh (ohoh) freedom • BLUESsutra, oh (oh) freedom • BLUESsutra","2008831151, 2008831155, 2008831143, 2008831147, 2008831167, 2008831163, 2008831139, 2008878207, 2008879623, 2008880803",1885,25,1.326260,0:28:24,https://i1.sndcdn.com/artworks-P78u62myC8kQzJcZ-qk1VzQ-t500x500.png,https://i1.sndcdn.com/artworks-P78u62myC8kQzJcZ-qk1VzQ-t1080x1080.png,"Oh, Freedom",L-172,checked,,"10 tracks of structural outrage. Before I be a slave, I'll be buried in my grave. The oldest, truest freedom song. The sound: blues. Revolution as a daily practice.",Speak: REVOLT (now),,,,2025-01-14T09:27:32Z,"BANJOsutra, BLOWsutra, BLOWsutra : REVOLT (now), BLUESsutra, BLUESsutra (Best Of), BOWsutra the last of 7 sutras · it's divine <3, BURLESQUEsutra, DUBsutra, FOLKsutra, GROWsutra where we be brave, HIDDEN PEELS, JAZZsutra, ROCKsutra"
Oh · Martine ❃ French GLOW+BOWsutra ❃ Side A+B EPx28,https://soundcloud.com/bananasutra/sets/oh-martine-french-glowbowsutra-side-ab-epx28,1,,BOWsutra,"BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI,ROCK","BLUES,BURLESQUE,DUB,FADO,FOLK,GIPSY,INDIE,JAZZ,LOFI,PSYCHEDELIC,PUNK,ROCK",28,"Side A [01] Oh Martine • BOWsutra French Accordion Tango Circus Jazz INDIE, Side A [02] Oh Martine • BOWsutra Oh Boy French Accordion Circus Jazz BURLESQUE, Side A [03] Oh Martine • BOWsutra Cheeky Piano Bar Kittens BURLESQUE, Side A [04] Oh Martine • BOWsutra Cheeky Piano Bar Kittens BURLESQUE, Side A [05] Oh Martine • BOWsutra French Psychedelic Cello Indie JAZZ, Side A [06] Oh Martine • BOWsutra French Psychedelic Cello Indie JAZZ, Side A [07] Oh Martine • BOWsutra French Psychedelic Cello Indie JAZZ, Side A [08] Oh Martine • BOWsutra French Psychedelic Cello Indie JAZZ, Side A [09] Oh Martine • BOWsutra French Accordion Psychedelia INDIE, Side A [10] Oh Martine • BOWsutra French Accordion Psychedelia INDIE, Side A [11] Oh Martine • BOWsutra French Accordion Psychedelia INDIE, Side A [12] Oh Martine • BOWsutra La Poesita Fado World Duende INDIE, Side A [13] Oh Martine • BOWsutra La Poesita Fado World Duende INDIE, Side A [14] Oh Martine • BOWsutra La Poesita Fado World Duende INDIE, Side A [15] Oh Martine • BOWsutra La Poesita Fado World Duende INDIE, Side B [01] Oh Martine • BOWsutra Ethereal French BLUES, Side B [02] Oh Martine • BOWsutra Ethereal French BLUES, Side B [03] Oh Martine • BOWsutra Alternative Post-Punk French Burlesque ROCK, Side B [04] Oh Martine • BOWsutra Alternative Post-Punk French Burlesque ROCK, Side B [05] Oh Martine • BOWsutra Alternative Post-Punk French Burlesque ROCK, Side B [06] Oh Martine • BOWsutra Alternative Post-Punk French Burlesque ROCK, Side B [07] Oh Martine • BOWsutra Gipsy World LoFi Fusion INDIE, Side B [08] Oh Martine • BOWsutra Gipsy World LoFi Fusion INDIE, Side B [09] Oh Martine • BOWsutra Gipsy World LoFi Fusion INDIE, Side B [10] Oh Martine • BOWsutra French Cello Psychedelia Indie LOFI, Side B [11] Oh Martine • BOWsutra French Storyteller Mama Indie LOFI, Side B [12] Oh Martine • BOWsutra French Storyteller Mama Indie LOFI, Side B [13] Oh Martine • BOWsutra French Folk Poetry DUB","2196026371, 2196026379, 2196026359, 2196026355, 2196026351, 2196026363, 2196026347, 2196026367, 2196026395, 2196026399, 2196026387, 2196026415, 2196026411, 2196026375, 2196026431, 2196026383, 2196026455, 2196026439, 2196026443, 2196026391, 2196026419, 2196026403, 2196026451, 2196026435, 2196026427, 2196026447, 2196026407, 2196026423",11482,104,0.905766,1:03:00,https://i1.sndcdn.com/artworks-PhV4HcOuFKRdx4bD-cO41eQ-t500x500.png,https://i1.sndcdn.com/artworks-PhV4HcOuFKRdx4bD-cO41eQ-t1080x1080.png,"Oh, Martine",L-173,checked,,"A 28-track glow-up that says thank you with its whole chest. Pour ma tante Martine, qui me manque. Des tartines, des clins d'œil, et un amour pour toujours. Blues, burlesque, and dub grooves from end to end. Resonated: 11k plays and 104 likes so far. En français, évidemment.","Bow: Death (is nothing),World: FRENCHsutra",,,,2025-10-22T06:19:19Z,"BLUESsutra, BOWsutra : DEATH (is nothing), BOWsutra the last of 7 sutras · it's divine <3, BURLESQUEsutra, BURLESQUEsutra (Best Of), DUBsutra, HIDDEN PEELS, INDIEsutra, INDIEsutra (Best Of), JAZZsutra, JAZZsutra (Best Of), LOFIsutra, LOFIsutra (Best Of), OUI OUI : Pardon (my French), ROCKsutra"
Okey Dokey · No It's Not Ξ EPx5 Ξ LOFIsutra,https://soundcloud.com/bananasutra/sets/okey-dokey-no-its-not-epx5-lofisutra,1,,BLOWsutra,INDIE,INDIE,5,"[01] Okey Dokey, No It's Not • Banger BANJOsutra, [02] Okey Dokey, No It's Not • Indie LOFIsutra, [03] Okey Dokey, No It's Not • Indie LOFIsutra, [04] Okey Dokey, No It's Not • Jazzy LOFIsutra, [05] Okey Dokey, No It's Not • Jazzy LOFIsutra","2084862297, 2084862300, 2084862303, 2084862306, 2084862294",6801,49,0.720482,0:15:26,https://i1.sndcdn.com/artworks-lY0oFqEouYMs8MxL-RFc5iA-t500x500.png,https://i1.sndcdn.com/artworks-lY0oFqEouYMs8MxL-RFc5iA-t1080x1080.png,Okie Dokie (No It's Not),L-174,checked,,A 5-track shadow-walk that stays wide awake through the circus. Okie dokie. (No. It's not.) Served in indie. The apes are at it again.,Speak: APES (gone wrong),,,,2025-04-25T06:33:17Z,"BANJOsutra, BLOWsutra, BLOWsutra : APES (gone wrong), FOLKsutra (Best Of), LOFIsutra, LOFIsutra (Best Of), MANTRAsutra (Best Of)"
One Percent Rising • GROWsutra (Dare to Care) Psychedelic Indie EPx6,https://soundcloud.com/bananasutra/sets/one-percent-rising-growsutra-dare-to-care-epx6,1,,GROWsutra,"INDIE,LOFI,ROCK","GIPSY,HIP HOP,INDIE,LOFI,PSYCHEDELIC,PUNK,ROCK",6,"[01] One Percent Rising • GROWsutra (Dare to Care) IBYN Post-Punk PsyBurlesque ROCK, [02] One Percent Rising • GROWsutra (Dare to Care) IBYN Post-Punk PsyBurlesque ROCK, [03] One Percent Rising • GROWsutra (Dare to Care) IBYN Post-Punk PsyBurlesque ROCK, [04] One Percent Rising • GROWsutra (Dare to Care) Psychedelic Indie Gipsy Hip Hop Fusion LOFI, [05] One Percent Rising • GROWsutra (Dare to Care) Psychedelic Indie Gipsy Hip Hop Fusion LOFI, [06] One Percent Rising • GROWsutra (Dare to Care) Psychedelic Indie Gipsy Hip Hop Fusion LOFI","2272770212, 2272770227, 2272770221, 2272770218, 2272770224, 2272770215",1370,15,1.094891,0:17:03,https://i1.sndcdn.com/artworks-kgjEyPp1tNR5wzhb-SWAbWQ-t500x500.png,https://i1.sndcdn.com/artworks-kgjEyPp1tNR5wzhb-SWAbWQ-t1080x1080.png,One Percent Rising,L-175,checked,,"A 17-minute ride of curious reckoning, across 6 tracks. More curious than 99% of the population. That's the one percent that matters. The sound: indie, lo-fi, and rock. Dare to care. That's the whole thing.",Dare: DARE (to care),,,,2026-02-24T20:27:47Z,"GROWsutra : DARE (to care), GROWsutra where we be brave, LOFIsutra, LOFIsutra (Best Of), ROCKsutra"
Ordo Amoris in Decay ♡ GROWsutra EPx6,https://soundcloud.com/bananasutra/sets/ordo-amoris-in-decay-growsutra-epx6,1,,GROWsutra,"INDIE,JAZZ","FADO,INDIE,JAZZ",6,"[00] All I Want Is To Believe - CAT JAZZ BURLESQUEsutra, [01] Ordo Amoris In Decay - Gypsy Fado BURLESQUEsutra, [02] Ordo Amoris In Decay - Oh Boy Accordion Cello BURLESQUEsutra, [03] Ordo Amoris In Decay - Gypsy Fado INDIEsutra, [04] Ordo Amoris In Decay - Indie LOFIsutra, [05] Ordo Amoris In Decay - muse DUBsutra","2115976194, 2115976200, 2115976188, 2115976185, 2115976191, 2115976197",4864,43,0.884046,0:19:10,https://i1.sndcdn.com/artworks-opR2DJpgXbteguGo-J7W1sA-t500x500.png,https://i1.sndcdn.com/artworks-opR2DJpgXbteguGo-J7W1sA-t1080x1080.png,Ordo Amoris in Decay (All I Want Is To Believe),L-178,checked,,"6 indie and jazz tracks asking questions that sting. It's Pride month. Authenticity isn't loud and proud — it's humble, vulnerable, and brave. Ordo amoris, in a world of ego. Holy questions, no holy answers.",Dare: GOD (etc.),,,,2025-06-19T10:35:09Z,"BLOWsutra : APES (gone wrong), BURLESQUEsutra, BURLESQUEsutra (Best Of), DUBsutra, DUBsutra (Best Of), GROWsutra : GOD (etc), INDIEsutra, LOFIsutra, MANTRAsutra, MANTRAsutra (Best Of)"
Oy · We Care 🦆 QUACKsutra Psychedelic Punk Rock Mantra EPx4,https://soundcloud.com/bananasutra/sets/oy-we-care-quacksutra-psychedelic-punk-rock-mantra-epx4,1,,BLOWsutra,"BURLESQUE,FOLK,MANTRA,ROCK","BURLESQUE,FOLK,MANTRA,PSYCHEDELIC,PUNK,ROCK",4,"Oy, We Care! BLOWsutra I Burlesque You Not 1, Oy, We Care! BLOWsutra I Burlesque You Not 2, Oy, We Care! BLOWsutra I Burlesque You Not 3, Oy, We Care! BLOWsutra I Piano Bar Burlesque FOLK","2182690583, 2182690587, 2182690591, 2182690579",1620,9,0.555556,0:08:44,https://i1.sndcdn.com/artworks-Jej1tzscsQG6oWg9-XF2L3Q-t500x500.png,https://i1.sndcdn.com/artworks-Jej1tzscsQG6oWg9-XF2L3Q-t1080x1080.png,"Oy, We Care",L-180,checked,,"4 burlesque, folk, and mantra tracks for the ones who still give a damn. Oy! We care! Oy! We dare! Born to love, not kneel to greed. Time to boom through the gloom. Revolution as a daily practice.",Speak: REVOLT (now),,,,2025-10-05T06:46:42Z,"BLOWsutra : REVOLT (now), BURLESQUEsutra, QUACKsutra where we sing FU, ROCKsutra, ROCKsutra (Best Of)"
Peace Matters More (The Only Wish Worth Making) 🪽 GROWsutra Birthday Wish Song,https://soundcloud.com/bananasutra/sets/peace-matters-more-the-only-wish-worth-making-growsutra-birthday-wish-song,1,,KNOWsutra,"BURLESQUE,DUB,INDIE,JAZZ","BURLESQUE,DUB,GIPSY,INDIE,JAZZ",7,"[01] Peace Matters More - GROWsutra Gipsy psyCello INDIE, [02] Peace Matters More - GROWsutra Gipsy Burlesque INDIE, [03] Peace Matters More - GROWsutra Gipsy Circus BURLESQUE, [04] Peace Matters More - GROWsutra Gipsy Circus BURLESQUE, [05] Peace Matters More - GROWsutra Gipsy DUB JAZZ, [06] Peace Matters More - GROWsutra Gipsy Hop DUB, [07] Peace Matters More - GROWsutra Gipsy Hop DUB","2208891416, 2208891413, 2208891431, 2208891422, 2208891425, 2208891428, 2208891419",8642,78,0.902569,0:31:58,https://i1.sndcdn.com/artworks-E8wykXuhdIZsTYC5-7gZGHQ-t500x500.png,https://i1.sndcdn.com/artworks-E8wykXuhdIZsTYC5-7gZGHQ-t1080x1080.png,Peace Matters More,L-182,checked,,"7 tracks of stubborn hope. The only wish worth making: peace. Just peace. Please? Burlesque, dub, and indie grooves from end to end. Resonated: 8k plays and 78 likes so far. The peace prayer that won't shut up.",Ask: PEACE (not war),,,,2025-11-08T04:29:57Z,"BURLESQUEsutra, BURLESQUEsutra (Best Of), DUBsutra, DUBsutra (Best Of), GROWsutra where we be brave, INDIEsutra, INDIEsutra (Best Of), JAZZsutra, JAZZsutra (Best Of), KNOWsutra : PEACE (not War)"
Pedo Nation ★ Felon Nation Redux ★ BLOWsutra EPx14,https://soundcloud.com/bananasutra/sets/pedo-nation-felon-nation-redux-blowsutra-epx14,1,,QUACKsutra,"BANJO,BLUES,DUB,LOFI,MANTRA","BANJO,BLUES,COUNTRY,DUB,LOFI,MANTRA,TRIP HOP",14,"[01] PEDO Nation • bluesy yum BLUES, [02] PEDO Nation • Psy Banger BANJO, [03] PEDO Nation • Hide Your Pets Country BANJO, [04] PEDO Nation • Hide Your Pets Country BANJO, [05] PEDO Nation • Hide Your Pets Country BANJO, [06] PEDO Nation • Hide Your Pets Country BANJO, [07] PEDO Nation • Hide Your Pets Country BANJO, [08] PEDO Nation • Hide Your Pets Country BANJO, [09] PEDO Nation • Donny Daddy likes 'em young DUB, [10] PEDO Nation • Cello Trip Hop LOFI, [11] PEDO Nation • Cello Trip Hop LOFI, [12] PEDO Nation • Cello Trip Hop LOFI, [13] PEDO Nation • High Drum Prayer MANTRA, [14] PEDO Nation • High Drum Prayer MANTRA","2117874132, 2117874117, 2117874126, 2117874150, 2117874147, 2117874123, 2117874144, 2117874114, 2117874138, 2117874141, 2117874129, 2117874135, 2117874153, 2117874120",3241,27,0.833076,0:50:51,https://i1.sndcdn.com/artworks-LhTksDdMzsR3b0mE-zpGPhA-t500x500.png,https://i1.sndcdn.com/artworks-LhTksDdMzsR3b0mE-zpGPhA-t1080x1080.png,Pedo Nation,L-184,checked,,"14 banjo, blues, and dub tracks steeped in equal parts fury and love. For the silenced girls. Private jets, blackmail nights, masked faces. The shame isn't tiny. The story must be told. Quack quack. You know who you are.",Quack: DUCK (shady),,,,2025-06-23T03:11:57Z,"BANJOsutra, BLUESsutra, DUBsutra, LOFIsutra, LOFIsutra (Best Of), MANTRAsutra, MANTRAsutra (Best Of), QUACKsutra : DUCK (shady), QUACKsutra where we sing FU"
Peel Me Kindly 🍌 SHOWsutra Gone Banana à la Gipsy JAZZ EPx7,https://soundcloud.com/bananasutra/sets/peel-me-kindly-showsutra-gone-banana-a-la-gipsy-jazz,1,,GROWsutra,JAZZ,"GIPSY,JAZZ",7,"[01] Peel Me Kindly • FLOWsutra Gone Banana Joke Gipsy JAZZ, [02] Peel Me Kindly • FLOWsutra Gone Banana Joke Gipsy JAZZ, [03] Peel Me Kindly • FLOWsutra Gone Banana Joke Gipsy JAZZ, [04] Peel Me Kindly • FLOWsutra Gone Banana Joke Gipsy JAZZ, [05] Peel Me Kindly • FLOWsutra Gone Banana Joke Gipsy JAZZ, [06] Peel Me Kindly • FLOWsutra Gone Banana Joke Gipsy JAZZ, [07] Peel Me Kindly • FLOWsutra Gone Banana Joke Gipsy JAZZ","2225001395, 2225001401, 2225001398, 2225001413, 2225001407, 2225001404, 2225001410",5233,60,1.146570,0:30:57,https://i1.sndcdn.com/artworks-lciyCEyApUx6fnqe-mWMztg-t500x500.png,https://i1.sndcdn.com/artworks-lciyCEyApUx6fnqe-mWMztg-t1080x1080.png,Peel Me Kindly,L-185,checked,,"A 7-track luminous ride that insists you be exactly yourself. Seven secrets, one sutra. Peel when ready. The sound: jazz. Kindness as rebellion.",Dare: KIND(ness),,,,2025-12-06T09:47:10Z,"FLOWsutra : WET (my friend), GROWsutra : KIND(ness), INDIEsutra (Best Of), JAZZsutra, JAZZsutra (Best Of), SHOWsutra where bananas play"
Please Pardon My French • SHOWsutra (Be The Fool) Vaudeville EPx12,https://soundcloud.com/bananasutra/sets/please-pardon-my-french-showsutra-ep12,1,,SHOWsutra,"BURLESQUE,JAZZ","BURLESQUE,JAZZ",12,"[01] Please Pardon My French • SHOWsutra (Be The Fool) Psychedelick Motorik Accordion Rock BURLESQUE, [02] Please Pardon My French • SHOWsutra (Be The Fool) Psychedelick Accordion Cello BURLESQUE, [03] Please Pardon My French • SHOWsutra (Be The Fool) Oh Boy Circus Waltz BURLESQUE, [04] Please Pardon My French • SHOWsutra (Be The Fool) Avant-Garde Accordion Jazz Cabaret BURLESQUE, [05] Please Pardon My French • SHOWsutra (Be The Fool) Avant-Garde Accordion Chanson Cabaret BURLESQUE, [06] Please Pardon My French • SHOWsutra (Be The Fool) Avant-Garde Accordion Cello Chanson BURLESQUE, [07] Please Pardon My French • SHOWsutra (Be The Fool) Accordion Tango Circus BURLESQUE, [08] Please Pardon My French • SHOWsutra (Be The Fool) Ethically Gipsy Piano Burlesque JAZZ, [09] Please Pardon My French • SHOWsutra (Be The Fool) Ethically Gipsy Accordion Piano Burlesque JAZZ, [10] Please Pardon My French • SHOWsutra (Be The Fool) Psychedelick Cello Bass LoFi JAZZ, [11] Please Pardon My French • SHOWsutra (Be The Fool) Avant-Garde Accordion Burlesque Bass Jazz LOFI, [12] Please Pardon My French • SHOWsutra (Be The Fool) Cello Hip Indie Jazz LOFI","2340846626, 2340846602, 2340846617, 2340846635, 2340846611, 2340846605, 2340846632, 2340846620, 2340846608, 2340846623, 2340846614, 2340846629",13094,101,0.771346,0:35:44,https://i1.sndcdn.com/artworks-n9O8dHayUi2hOvCf-l6iE6Q-t500x500.png,https://i1.sndcdn.com/artworks-n9O8dHayUi2hOvCf-l6iE6Q-t1080x1080.png,Please Pardon My French,L-187,checked,,"Now dis oui oui 12 times, and have a laugh on me.",Play: (Be) The Fool,,,,2026-06-17T02:00:35Z,"BURLESQUEsutra, BURLESQUEsutra (Best Of), JAZZsutra, JAZZsutra (Best Of), LOFIsutra, SHOWsutra where bananas play, SHOWsutra: (shades of) FOOLS"
Poem (I wanted to be · basically) ℘ EPx14 VOL.01,https://soundcloud.com/bananasutra/sets/poem-i-wanted-to-be-basically-epx14-vol01,1,,GLOWsutra,"BANJO,BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI","BANJO,BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI,PSYCHEDELIC",14,"[01] I thought I wanted to be a poet but(t) - Piano Folk INDIE, [02] I Wanted to Be the Poem - Jazzy Piano INDIE, [03] I Wanted to Be the Poem - Piano Folks INDIE, [04] I Wanted to Be the Poem - Jazzy Sax INDIE, [05] I Wanted to Be the Poem - Dreamy Piano JAZZ, [06] I Wanted to Be the Poem - Bluesy Burlesque JAZZ, [07] I Wanted to Be the Poem - Indie Pop LOFI, [08] I Wanted to Be the Poem - Psychedelic DRUM DUB LOFI, [09] I Wanted to Be the Poem - Bluesy Banjo BLUES, [10] I Wanted to Be the Poem - Dreamy Strings FOLK, [11] I Wanted to Be the Poem - Jazzy Singalong FOLK, [12] I Wanted to Be the Poem - Bluesy Indie FOLK, [13] I Wanted to Be the Poem - Strumming along FOLK, [14] I Wanted to Be the Poem - Booya Banger BANJO","2082611487, 2082611466, 2082611469, 2082611475, 2082611478, 2082611484, 2082611496, 2082611490, 2082611493, 2082611502, 2082611499, 2082611472, 2082611481, 2082611508",2422,20,0.825764,0:46:15,https://i1.sndcdn.com/artworks-z3oqCWriMGQ0OJPD-bZzyHg-t500x500.png,https://i1.sndcdn.com/artworks-z3oqCWriMGQ0OJPD-bZzyHg-t1080x1080.png,The Poem,L-254,checked,,"14 tracks of questions that won't quit. I thought I wanted to be a poet. But really, I wanted to be a poem. Federico Garcia Lorca walked in and stayed. Poetry as essential infrastructure.",Bless: POET(ry),,,,2025-04-21T18:32:18Z,"BANJOsutra, BLUESsutra, FOLKsutra, GLOWsutra : POET(ry), GLOWsutra where gratitude feeds, HIDDEN PEELS, INDIEsutra, JAZZsutra, JAZZsutra (Best Of), LOFIsutra"
