ep_title,ep_url,ep_volume,ep_rating,sutra,genres,genres_full,ep_total_tracks,track_titles,track_ids,total_plays,total_likes,duration_total,artwork_url,artwork_lg_url,lyrics_title,lyrics_id,ep_in_app,ep_featured,ep_description,ep_songbook_title,created_at,playlist_names_clean
BANANA ALLELUIA ♾ EPx5 ♾ KNOWsutra BURLESQUE,https://soundcloud.com/bananasutra/sets/banana-alleluia-epx5-knowsutra-burlesque,1,,KNOWsutra,"BANJO,BURLESQUE,FOLK","BANJO,BURLESQUE,CABARET,FOLK",6,"[01] BANANA ALLELUIA — KNOWsutra Folk Waltz Ballad BURLESQUE, [02] BANANA ALLELUIA — KNOWsutra Whisper Velvet Waltz BURLESQUE, [03] BANANA ALLELUIA — KNOWsutra Banjo Waltz Bounce BURLESQUE, [04] BANANA ALLELUIA — KNOWsutra Cello Banjo Waltz Twang BURLESQUE, [05] BANANA ALLELUIA — KNOWsutra Dystopian Cabaret BURLESQUE, [01] BANANA ALLELUIA — KNOWsutra Folk Waltz Ballad BURLESQUE",,1363,24,0:20:03,https://i1.sndcdn.com/artworks-ygtp0Bp5Ccu1zSfd-ysCUOA-t500x500.png,https://i1.sndcdn.com/artworks-ygtp0Bp5Ccu1zSfd-ysCUOA-t1080x1080.png,Banana Alleluia,L-22,checked,,"A 20-minute ride of raw sense-making, across 6 tracks. In a world gone bananas, wondering might be the most revolutionary thing you do. The sound: banjo, burlesque, and folk. The naked truth, served warm.",Ask: (Naked) TRUTH,2025-08-01 09:27,"BURLESQUEsutra, BURLESQUEsutra (Best Of), FOLKsutra, FOLKsutra (Best Of), HIDDEN PEELS, KNOWsutra : (naked) TRUTH, KNOWsutra where questions matter, SHOWsutra : B.J. (is for Banana Jesters)"
There's No Prayer Like Desire • KNOWsutra But(t) Why EPx4,https://soundcloud.com/bananasutra/sets/theres-no-prayer-like-desire-knowsutra-butt-why-epx4,1,,KNOWsutra,"BANJO,BLUES,BURLESQUE","BANJO,BLUES,BURLESQUE",3,"[01] Not Who Powers • There's No Prayer Like Desire • KNOWsutra But(t) Why Banjo Destiny BLUES, [02] There's No Prayer Like Desire • KNOWsutra But(t) Why Banjo Destiny BLUES, [04] The Fire We Share • There's No Prayer Like Desire • KNOWsutra But(t) Why Accordion Chanson BURLESQUE",,2036,20,0:08:29,https://i1.sndcdn.com/artworks-BZeLqNQ4AlXL9NGG-8Sntuw-t500x500.png,https://i1.sndcdn.com/artworks-BZeLqNQ4AlXL9NGG-8Sntuw-t1080x1080.png,There's No Prayer Like Desire,L-259,checked,,A 3-track shadow-walk that refuses to stop asking why. The most honest prayer you'll ever say isn't in a church. With a wink to Tom Waits. Because why not ask why.,Ask: But(t) WHY,2025-12-14 04:18,"BLUESsutra, BURLESQUEsutra, BURLESQUEsutra (Best Of), FOLKsutra (Best Of), KNOWsutra where questions matter"
Poetry Nah Lie ☲ EPx6 Vol.01 ☲ DUBsutra,https://soundcloud.com/bananasutra/sets/poetry-nah-lie-epx6-vol01-dubsutra,1,,GLOWsutra,DUB,RAGGA,6,"[01] Poetry Nah Lie - Ragga DUBsutra, [02] Poetry Nah Lie - Ragga DUBsutra, [03] Poetry Nah Lie - Ragga DUBsutra, [04] Poetry Nah Lie - Ragga DUBsutra, [05] Poetry Nah Lie - Ragga DUBsutra, [06] Poetry Nah Lie - Ragga DUBsutra",,3444,39,0:21:43,https://i1.sndcdn.com/artworks-XirUpSPl2GiR23bD-IUcZyA-t500x500.png,https://i1.sndcdn.com/artworks-XirUpSPl2GiR23bD-IUcZyA-t1080x1080.png,Poetry Nah Lie,L-190,checked,,"6 dub tracks disguised as music. Poetry nah lie. It's vital like a plant. Medicine for truth, in a world where viral means value. Poetry as essential infrastructure.",Bless: POET(ry),2025-05-29 04:13,"DUBsutra, GLOWsutra where gratitude feeds"
Curious Like A Kiss • FLOWsutra Cheeky Duende EPx11,https://soundcloud.com/bananasutra/sets/curious-like-a-kiss-flowsutra-epx11,1,,FLOWsutra,"BURLESQUE,DUB,INDIE,LOFI","BURLESQUE,DUB,FLAMENCO,GIPSY,INDIE,LOFI",11,"[01] Curious Like A Kiss • FLOWsutra Fun French Fanana BURLESQUE, [02] Curious Like A Kiss • FLOWsutra Oh Boy Piano Waltz BURLESQUE, [03] Curious Like A Kiss • FLOWsutra La Poesita Flamenco Duende Dub INDIE, [04] Curious Like A Kiss • FLOWsutra La Poesita Flamenco Duende Dub INDIE, [05] Curious Like A Kiss • FLOWsutra La Poesita Flamenco Duende Dub INDIE, [06] Curious Like A Kiss • FLOWsutra La Poesita Flamenco Duende Dub INDIE, [07] Curious Like A Kiss • FLOWsutra Cheeky Duende Gipsy Fusion LOFI, [08] Curious Like A Kiss • FLOWsutra Cheeky Duende Gipsy Fusion LOFI, [09] Curious Like A Kiss • FLOWsutra Cheeky Duende Arabesk Dub LOFI, [10] Curious Like A Kiss • FLOWsutra Cheeky Duende Arabesk Dub LOFI, [11] Curious Like A Kiss • FLOWsutra Miss Cheeky Classic DUB",,8860,69,0:34:05,https://i1.sndcdn.com/artworks-zbyI4lbDpbvjrsBi-cszDDA-t500x500.png,https://i1.sndcdn.com/artworks-zbyI4lbDpbvjrsBi-cszDDA-t1080x1080.png,Curious Like A Kiss,L-54,checked,,"11 tracks of tender awe. Consensual curiosity as connection. Sensual wit as rhythm. Radical honesty as the ultimate kink. The sound: burlesque, dub, and indie. Resonated: 8k plays and 63 likes so far. Where trust gets tender.",Trust: WET (my friend),2026-03-11 18:25,"BURLESQUEsutra, FLOWsutra : WET (my friend), FLOWsutra where time is space, HIDDEN PEELS, INDIEsutra, INDIEsutra (Best Of), JAZZsutra, JAZZsutra (Best Of), LOFIsutra, LOFIsutra (Best Of)"
We're Tiny Specks · Right • BOWsutra,https://soundcloud.com/bananasutra/sets/were-tiny-specks-right-bowsutra-epx11,1,,BOWsutra,"LOFI,DUB,INDIE","LOFI,DUB,INDIE,PSYCHEDELIC,GIPSY",11,"[01] We're Tiny Specks, Right • BOWsutra (Cosmic Banana) Psychedelick Indie Hop Hop LOFI, [02] We're Tiny Specks, Right • BOWsutra (Cosmic Banana) Psychedelick Indie Hop Hop LOFI, [03] We're Tiny Specks, Right • BOWsutra (Cosmic Banana) Psychedelick Indie Hop Hop LOFI, [04] We're Tiny Specks, Right • BOWsutra (Cosmic Banana) Psychedelick Arabesk Hop Indie LOFI, [05] We're Tiny Specks, Right • BOWsutra (Cosmic Banana) Psychedelick Arabesk Hop Indie LOFI 2, [06] We're Tiny Specks, Right • BOWsutra (Cosmic Banana) Psychedelick Indie Cello LOFI, [07] We're Tiny Specks, Right • BOWsutra (Cosmic Banana) Psychedelick Acoustic DUB, [08] We're Tiny Specks, Right • BOWsutra (Cosmic Banana) Psychedelick Acoustic DUB, [09] We're Tiny Specks, Right • BOWsutra (Cosmic Banana) Psychedelick Motorik INDIE, [10] We're Tiny Specks, Right • BOWsutra (Cosmic Banana) Psychedelick Motorik INDIE, [11] We're Tiny Specks, Right • BOWsutra (Cosmic Banana) Psychedelick Motorik INDIE",,8751,107,0:25:36,https://i1.sndcdn.com/artworks-iSBnDzZ6pNZ2thIT-zteX6Q-t500x500.png,https://i1.sndcdn.com/artworks-iSBnDzZ6pNZ2thIT-zteX6Q-t1080x1080.png,"We’re Tiny Specks, Right?",L-359,checked,checked,"Eleven tracks of cosmic shrug and chosen care. Carl Sagan said we're tiny specks in a sea of stars; Banana asks the follow-up: if nothing out there is keeping score, what do we choose to care about? Psychedelic hop, dreamy dub, trippy motorik, drifting in space. The whole EP loops toward one word: care.",Bow: Cosmic Bananas,2026-04-13 02:45,"BOWsutra the last of 7 sutras · it's divine <3, DUBsutra, DUBsutra (Best Of), HIDDEN PEELS, INDIEsutra, INDIEsutra (Best Of), LOFIsutra, LOFIsutra (Best Of)"
Serial BLOWerrr ✰ RAGGA DUBsutra,https://soundcloud.com/bananasutra/sets/serial-blowerrr,1,,BLOWsutra,DUB,"DUB,FLAMENCO,RAGGA",7,"[1] Serial BLOWERS (now twat?) • DUBsutra, [2] Serial BLOWERS (now twat?) • DUBsutra, [3] Serial BLOWerrrs (now Twat?) • psyDUBsutra, [4] Serial BLOWERS (what the twat?) • psyRAGGA DUBsutra, [5] Serial Twatters (what the twat?) • RAGGA DUB, [6] Serial TWATors (BLOWerrrs) • RAGGA DUBsutra, [7] Serial Bullies • DUBmuse à la Flamenco Techno (Drums Gone Wild > 120bpm)",,1533,15,0:23:25,https://i1.sndcdn.com/artworks-L6YErpavAldzq4cD-HRzVlg-t500x500.png,https://i1.sndcdn.com/artworks-L6YErpavAldzq4cD-HRzVlg-t1080x1080.png,Serial Blowers,L-216,checked,,7 tracks of circus critique. Power. Gender. Color. Favors. Why are we still asking the same questions? The sound: dub. The apes are at it again.,Speak: APES (gone wrong),2025-01-31 13:03,"BLOWsutra, BLOWsutra : APES (gone wrong), BLUESsutra (Best Of), DUBsutra, HIDDEN PEELS, QUACKsutra where we sing FU"
Pedo Nation ★ Felon Nation Redux ★ BLOWsutra EPx14,https://soundcloud.com/bananasutra/sets/pedo-nation-felon-nation-redux-blowsutra-epx14,1,,QUACKsutra,"BANJO,BLUES,DUB,LOFI,MANTRA","BANJO,BLUES,COUNTRY,DUB,LOFI,MANTRA,TRIP HOP",14,"[01] PEDO Nation • bluesy yum BLUES, [02] PEDO Nation • Psy Banger BANJO, [03] PEDO Nation • Hide Your Pets Country BANJO, [04] PEDO Nation • Hide Your Pets Country BANJO, [05] PEDO Nation • Hide Your Pets Country BANJO, [06] PEDO Nation • Hide Your Pets Country BANJO, [07] PEDO Nation • Hide Your Pets Country BANJO, [08] PEDO Nation • Hide Your Pets Country BANJO, [09] PEDO Nation • Donny Daddy likes 'em young DUB, [10] PEDO Nation • Cello Trip Hop LOFI, [11] PEDO Nation • Cello Trip Hop LOFI, [12] PEDO Nation • Cello Trip Hop LOFI, [13] PEDO Nation • High Drum Prayer MANTRA, [14] PEDO Nation • High Drum Prayer MANTRA",,3233,24,0:50:51,https://i1.sndcdn.com/artworks-LhTksDdMzsR3b0mE-zpGPhA-t500x500.png,https://i1.sndcdn.com/artworks-LhTksDdMzsR3b0mE-zpGPhA-t1080x1080.png,Pedo Nation,L-184,checked,,"14 banjo, blues, and dub tracks steeped in equal parts fury and love. For the silenced girls. Private jets, blackmail nights, masked faces. The shame isn't tiny. The story must be told. Quack quack. You know who you are.",Quack: DUCK (shady),2025-06-23 03:11,"BANJOsutra, BLUESsutra, DUBsutra, LOFIsutra, LOFIsutra (Best Of), MANTRAsutra, MANTRAsutra (Best Of), QUACKsutra : DUCK (shady), QUACKsutra where we sing FU"
Kids Are Asking ✪ KNOWsutra But(t) Why EPx3,https://soundcloud.com/bananasutra/sets/kids-are-asking-knowsutra-butt-why-epx3,1,,KNOWsutra,"DUB,FOLK,INDIE,JAZZ,LOFI,MANTRA","ACOUSTIC,DUB,FOLK,INDIE,JAZZ,LOFI,MANTRA,TRIP HOP",3,"[01] Kids Are Asking - KNOWsutra But(t) Why Sweet Dreams Indie FOLK, [02] Kids Are Asking - KNOWsutra But(t) Why Acoustic Trip Hop LoFi JAZZ, [03] Kids Are Asking - KNOWsutra But(t) Why Drum Dub LoFi MANTRA",,1080,2,0:09:14,https://i1.sndcdn.com/artworks-L6uXyHUyGsqH0ZAv-cvmeZg-t500x500.png,https://i1.sndcdn.com/artworks-L6uXyHUyGsqH0ZAv-cvmeZg-t1080x1080.png,Kids Are Asking,L-124,checked,,"3 tracks of raw sense-making. The kids are asking about the double standards. Nobody has a good answer. Dub, folk, and indie grooves from end to end. Because why not ask why.",Ask: But(t) WHY,2025-12-04 06:56,"FOLKsutra, JAZZsutra (Best Of), KNOWsutra : but(t) WHY, KNOWsutra where questions matter, LOFIsutra, MANTRAsutra"
Pro-life means what · honey?,https://soundcloud.com/bananasutra/sets/pro-life-means-what-honey,1,,GROWsutra,"BANJO,MANTRA","BANJO,MANTRA",6,"Pro-Life Means What, Honey • Banjo BLUESsutra (1), Pro-Life Means What, Honey • Banjo BLUESsutra (2), Pro-Life Means What, Honey • Banjo BLUESsutra (3), Pro-Life Means What, Honey • Banjo BLUESsutra (4), Pro-Life Means What, Honey • Reggae DUBsutra (1), Pro-Life Means What, Honey • Jazzy Mantra DUBsutra (2)",,1226,18,0:20:15,https://i1.sndcdn.com/artworks-6n9qPQKkYrr2fiIl-Ru83aw-t500x500.jpg,https://i1.sndcdn.com/artworks-6n9qPQKkYrr2fiIl-Ru83aw-t1080x1080.jpg,"Pro-life Means What, Honey?",L-196,checked,,"A 20-minute ride of holy doubt, across 6 tracks. Pro-life means what, exactly? (Still waiting for a straight answer.) The sound: banjo and mantra. Holy questions, no holy answers.",Dare: GOD (etc.),2025-02-11 03:29,"BANJOsutra, BLUESsutra, DUBsutra, GROWsutra : GOD (etc), HIDDEN PEELS, KNOWsutra where questions matter, MANTRAsutra (Best Of), QUACKsutra where we sing FU, Questions for the (kind) POPE in the Sky"
Secret de Polichinelle 🎪 French EPx10 🎪 KNOWsutra Psychedelic Gipsy Circus,https://soundcloud.com/bananasutra/sets/secret-de-polichinelle-french-epx10-knowsutra-psychedelic-gipsy-circus,1,,BLOWsutra,"BURLESQUE,INDIE,JAZZ","BURLESQUE,GIPSY,INDIE,JAZZ,PSYCHEDELIC",10,"[01] Secret de Polichinelle - French KNOWsutra Keep It Real Psychedelic Gipsy Circus Accordion BURLESQUE, [02] Secret de Polichinelle - French KNOWsutra Keep It Real Psychedelic Gipsy Circus Accordion BURLESQUE, [03] Secret de Polichinelle - French KNOWsutra Keep It Real Psychedelic Gipsy Circus Bass Cello BURLESQUE, [04] Secret de Polichinelle - French KNOWsutra Keep It Real Psychedelic Gipsy Circus Jazz Chanson BURLESQUE, [05] Secret de Polichinelle - French KNOWsutra Keep It Real Psychedelic Gipsy Circus Indie Chanson BURLESQUE, [06] Secret de Polichinelle - French KNOWsutra Keep It Real Psychedelic Gipsy Circus Indie Chanson BURLESQUE, [07] Secret de Polichinelle - French KNOWsutra Keep It Real Psychedelic Gipsy Circus Piano BURLESQUE, [08] Secret de Polichinelle - French KNOWsutra Keep It Real Psychedelic Gipsy Circus Indie Piano BURLESQUE, [09] Secret de Polichinelle - French KNOWsutra Keep It Real Psychedelic Gipsy Circus Piano BURLESQUE, [10] Secret de Polichinelle - French KNOWsutra Keep It Real Psychedelic Gipsy Circus Piano BURLESQUE",,5519,55,0:35:11,https://i1.sndcdn.com/artworks-xr4XjkoXh1PH9F6I-IQ3wCQ-t500x500.png,https://i1.sndcdn.com/artworks-xr4XjkoXh1PH9F6I-IQ3wCQ-t1080x1080.png,Secret De Polichinelle,L-212,checked,,"A 10-track dark bloom that stays wide awake through the circus. Chut. Fais semblant de ne pas voir. Le roi est nu. Tout le monde le sais. Personne ne le dit. (C'est un secret de Polichinelle, comme on dit chez nous.) Burlesque, indie, and jazz grooves from end to end. En français, évidemment. Uncensored. Obviously.","Speak: CENSOR(ed),World: FRENCHsutra",2025-11-11 23:41,"BURLESQUEsutra, BURLESQUEsutra (Best Of), FRENCHsutra oui oui · sacrebleu, HIDDEN PEELS, OUI OUI : Pardon (my French)"
Grifters • BLOWsutra (Apes Gone Wrong) EPx14,https://soundcloud.com/bananasutra/sets/grifters-blowsutra-epx14,1,,BLOWsutra,"BANJO,BLUES,BURLESQUE,DUB,FOLK,INDIE,LOFI,ROCK","BANJO,BLUES,BURLESQUE,COUNTRY,DUB,FADO,FLAMENCO,FOLK,GIPSY,HIP HOP,INDIE,LOFI,PSYCHEDELIC,PUNK,ROCK",14,"[01] Grifters • BLOWsutra PBGal Psychedelic Punk Rock BURLESQUE, [02] Grifters • BLOWsutra PBGal Psychedelic Punk Rock BURLESQUE, [03] Grifters • BLOWsutra IBYN Psychedelic Punk Rock BURLESQUE, [04] Grifters • BLOWsutra Psychedelic Post-Punk Country Burlesque Banjo BLUES, [05] Grifters • BLOWsutra Psychedelic Post-Punk Country Burlesque Banjo BLUES, [06] Grifters • BLOWsutra Psychedelic Post-Punk Country Blues BANJO, [07] Grifters • BLOWsutra Queen of Authentic Country Banjo Folk Dub BLUES, [08] Grifters • BLOWsutra Psychedelic Poetry Folk the Bridge DUB, [09] Grifters • BLOWsutra Psychedelic Poetry Folk the Bridge DUB, [10] Grifters • BLOWsutra Psychedelic F-Bomb Hip Hop LOFI, [11] Grifters • BLOWsutra Psychedelic F-Bomb Hip Hop LOFI, [12] Grifters • BLOWsutra Psychedelic Gipsy Flamenco Fado Techno World INDIE, [13] Grifters • BLOWsutra Psychedelic Gipsy Flamenco Fado Techno World INDIE, [14] Grifters • BLOWsutra Psychedelic Gipsy Flamenco Fado Techno World INDIE",,5862,55,0:43:26,https://i1.sndcdn.com/artworks-iPtXxjIVQyjzpElZ-rzZZyw-t500x500.png,https://i1.sndcdn.com/artworks-iPtXxjIVQyjzpElZ-rzZZyw-t1080x1080.png,Grifters,L-90,checked,,"14 tracks of circus critique. One question that won’t let go: are you a grifter or a gifter? Banjo, blues, and burlesque grooves from end to end. The apes are at it again.",Speak: APES (gone wrong),2026-04-08 08:58,"BANJOsutra, BLOWsutra, BLOWsutra : APES (gone wrong), BLUESsutra, BLUESsutra (Best Of), BURLESQUEsutra, DUBsutra, DUBsutra (Best Of), INDIEsutra, LOFIsutra"
Who's Your Vladdy? EPx10 ☿ BLOWsutra World Peace Fusion Indie,https://soundcloud.com/bananasutra/sets/whos-your-vladdy-epx10-blowsutra-world-peace-fusion-indie,1,,QUACKsutra,"BANJO,BLUES,BURLESQUE,DUB,FOLK,INDIE,LOFI,ROCK","BANJO,BLUES,BURLESQUE,DUB,FOLK,GIPSY,HIP HOP,INDIE,LOFI,PSYCHEDELIC,PUNK,ROCK,SOUL",10,"[01] Who's Your Vladdy • BLOWsutra Psychedelic Gipsy Clarinet Dream INDIE, [02] Who's Your Vladdy • BLOWsutra Psychedelic Gipsy Clarinet Dream INDIE, [03] Who's Your Vladdy • BLOWsutra Psychedelic World Soul FUSION, [04] Who's Your Vladdy • BLOWsutra Psychedelic World Soul FUSION, [05] Who's Your Vladdy • BLOWsutra (She Wanna Know) Psychedelic Hip Hop Fusion LOFI, [06] Who's Your Vladdy • BLOWsutra (She Wanna Know) Psychedelic Hip Hop Fusion LOFI, [07] Who's Your Vladdy • BLOWsutra Psychedelic Poetry Folk DUB, [08] Who's Your Vladdy • BLOWsutra Psychedelic Poetry Folk DUB, [09] Who's Your Vladdy • BLOWsutra Psychedelic Queen of Authentic Banjo Folks BLUES, [10] Who's Your Vladdy • BLOWsutra Psychedelic Burlesque Punk ROCK",,2429,25,0:43:06,https://i1.sndcdn.com/artworks-HdcKeFj5zjo8xoo9-37TalQ-t500x500.png,https://i1.sndcdn.com/artworks-HdcKeFj5zjo8xoo9-37TalQ-t1080x1080.png,Who's Your Vladdy?,L-302,checked,,"10 banjo, blues, and burlesque tracks built on nerve and a prayer. Who's your Vladdy in the dark? Whose whispers leave a bloody mark? If you can't answer, history already did. Quack quack. You know who you are.",Quack: DUCK (shady),2025-09-18 05:53,"BANJOsutra, BLOWsutra, DUBsutra, DUBsutra (Best Of), INDIEsutra, LOFIsutra, LOFIsutra (Best Of), QUACKsutra : DUCK (shady), QUACKsutra where we sing FU, ROCKsutra, WORLDsutra : Russian(ish)"
It's War · My Friend ☳ QUACKsutra EPx15,https://soundcloud.com/bananasutra/sets/its-war-my-friend-quacksutra-epx15,1,,QUACKsutra,"BLUES,DUB,FOLK,INDIE,LOFI,ROCK","BLUES,DUB,FOLK,INDIE,LOFI,PSYCHEDELIC,PUNK,ROCK",15,"[01] It's War, My Friend • QUACKsutra Oh My Oh Why LoFi INDIE, [02] It's War, My Friend • QUACKsutra Tzigane Indie Fusion LOFI, [03] It's War, My Friend • QUACKsutra Tzigane Indie Fusion LOFI, [04] It's War, My Friend • QUACKsutra Tzigane Indie Fusion LOFI, [05] It's War, My Friend • QUACKsutra Tzigane Indie Fusion LOFI, [06] It's War, My Friend • QUACKsutra Muse Chill DUB, [07] It's War, My Friend • QUACKsutra Psychedelic BLUES, [08] It's War, My Friend • QUACKsutra Psychedelic BLUES, [09] It's War, My Friend • QUACKsutra Psychedelic BLUES, [10] It's War, My Friend • QUACKsutra Psychedelic BLUES, [11] It's War, My Friend • QUACKsutra Psychedelic Folk BLUES, [12] It's War, My Friend • QUACKsutra Psychedelic ROCK, [13] It's War, My Friend • QUACKsutra Psychedelic ROCK, [14] It's War, My Friend • QUACKsutra Psychedelic Punk ROCK, [15] It's War, My Friend • QUACKsutra Psychedelic Punk ROCK",,3226,40,0:50:17,https://i1.sndcdn.com/artworks-yjDwmBzrh9rcYKwR-u7wlPw-t500x500.png,https://i1.sndcdn.com/artworks-yjDwmBzrh9rcYKwR-u7wlPw-t1080x1080.png,"It's War, My Friend",L-117,checked,,"15 blues, dub, and folk tracks for the ones who still give a damn. The Better Bananas Bureau of Peace Asks: WTH ""Maximum Lethality, Not Tepid Legality"" actually means? Quack quack. You know who you are.",Quack: DUCK (shady),2025-09-10 02:01,"BLUESsutra, BLUESsutra (Best Of), DUBsutra, HIDDEN PEELS, INDIEsutra, LOFIsutra (Best Of), QUACKsutra : DUCK (shady), QUACKsutra : FOTUS Circus, QUACKsutra where we sing FU, ROCKsutra, ROCKsutra (Best Of)"
Sing Your Own Gospel • Vol. 2 EPx7 • GROWsutra (God · Etc) Revolutionary Gipsy JAZZ,https://soundcloud.com/bananasutra/sets/sing-your-own-gospel-vol-2-epx7-growsutra-god-etc-revolutionary-gipsy-jazz,1,,GROWsutra,"BLUES,FOLK,INDIE,JAZZ","BLUES,FOLK,GIPSY,INDIE,JAZZ",7,"[01] Sing Your Own Gospel • GROWsutra (God, Etc.) Gipsy Gospel BLUES, [02] Sing Your Own Gospel • GROWsutra (God, Etc.) Gipsy Indie FOLK, [03] Sing Your Own Gospel • GROWsutra (God, Etc.) Gipsy Chanson JAZZ, [04] Sing Your Own Gospel • GROWsutra (God, Etc.) Gipsy Piano JAZZ, [05] Sing Your Own Gospel • GROWsutra (God, Etc.) Gipsy Piano JAZZ, [06] Sing Your Own Gospel • GROWsutra (God, Etc.) Gipsy Bass JAZZ, [07] Sing Your Own Gospel • GROWsutra (God, Etc.) Gipsy Bass JAZZ",,6656,96,0:21:46,https://i1.sndcdn.com/artworks-kWzeemU5Sy6IEyqW-Ipy4sA-t500x500.png,https://i1.sndcdn.com/artworks-kWzeemU5Sy6IEyqW-Ipy4sA-t1080x1080.png,Sing Your Own Gospel,L-227,checked,,"7 blues, folk, and indie tracks built on nerve and a prayer. Don't look for God in a book. It's in the music. Ralph Waldo Emerson walked in and stayed. One of the heavier hitters: 6k+ plays. Holy questions, no holy answers.",Dare: GOD (etc.),2026-01-04 05:10,"BLUESsutra, BLUESsutra (Best Of), FOLKsutra, GROWsutra : GOD (etc), GROWsutra where we be brave, HIDDEN PEELS, JAZZsutra, JAZZsutra (Best Of)"
Dump Trump EPx4 🪦 BLOWsutra Burlesque ROCK,https://soundcloud.com/bananasutra/sets/dump-trump-epx4-blowsutra-burlesque-rock,1,,BLOWsutra,"BURLESQUE,LOFI,MANTRA,ROCK","BURLESQUE,LOFI,MANTRA,PUNK,ROCK",4,"[01] Dump Trump - QUACKsutra Burlesque Punk ROCK, [02] Dump Trump - QUACKsutra Burlesque Punk ROCK, [03] Dump Trump - QUACKsutra Burlesque Punk ROCK, [04] Dump Trump - QUACKsutra Drum LoFi MANTRA",,722,5,0:12:41,https://i1.sndcdn.com/artworks-j9D9XVaWNRVgQ3WS-Ns1zng-t500x500.png,https://i1.sndcdn.com/artworks-j9D9XVaWNRVgQ3WS-Ns1zng-t1080x1080.png,Dump Trump,L-66,checked,,"4 burlesque, lo-fi, and mantra tracks for the ones who still give a damn. No metaphors were harmed in the making of this song (an adaptation of Smack Jack, by Nina Hagen) Nina Hagen walked in and stayed. Quack quack. You know who you are.",Quack: DUCK (shady),2025-09-04 20:33,"LOFIsutra, QUACKsutra : DUCK (shady), QUACKsutra where we sing FU, ROCKsutra"
But(t) How Can You? GROWsutra (Dare to Care) EPx10,https://soundcloud.com/bananasutra/sets/butt-how-can-you-growsutra-epx10,1,,GROWsutra,"DUB,INDIE,LOFI","DUB,GIPSY,HIP HOP,INDIE,LOFI,PSYCHEDELIC,RAGGA",10,"[01] But(t) How Can You GROWsutra Dem Sed Psychedelic Ragga DUB, [02] But(t) How Can You GROWsutra Dem Sed Psychedelic Ragga DUB, [03] But(t) How Can You GROWsutra Dem Sed Psychedelic Ragga DUB, [04] But(t) How Can You GROWsutra Dem Sed Psychedelic Ragga DUB, [05] But(t) How Can You GROWsutra F-Bomb Psychedelic Hip Hop LOFI, [06] But(t) How Can You GROWsutra Psychedelic Gipsy Fusion LOFI, [07] But(t) How Can You GROWsutra Psychedelic Gipsy Fusion LOFI 1, [08] But(t) How Can You GROWsutra Psychedelic Gipsy Fusion LOFI, [09] But(t) How Can You GROWsutra Mama-b-c Magick Cello Prayer Dream INDIE, [10] But(t) How Can You GROWsutra Mama-b-c Magick Cello Prayer Dream INDIE",,4504,17,0:19:15,https://i1.sndcdn.com/artworks-wzNXJ0kKC1UWtYRu-qF7vrw-t500x500.png,https://i1.sndcdn.com/artworks-wzNXJ0kKC1UWtYRu-qF7vrw-t1080x1080.png,But(t) How Can You?,L-40,checked,,"10 dub, indie, and lo-fi tracks dripping with uncomfortable truths. Have you met your conscience lately? (Asking for a friend.) A nod to ScoobyDoo. Because why not ask why.",Ask: But(t) WHY,2026-03-06 21:23,"DUBsutra, DUBsutra (Best Of), GROWsutra where we be brave, INDIEsutra, LOFIsutra, LOFIsutra (Best Of), MANTRAsutra (Best Of)"
Waldo's Fascist Tango EPx3 VOL. 1 • Burlesque JAZZ,https://soundcloud.com/bananasutra/sets/waldos-fascist-tango-epx3-vol-1-blowsutra-burlesque,1,,GROWsutra,"BURLESQUE,JAZZ","BURLESQUE,JAZZ",3,"[1] Waldo's Fascist Tango - CATjazz BURLESQUE, [2] Waldo's Fascist Tango - HATjazz BURLESQUE, [3] Waldo's Fascist Tango - Oh Boy Accordion BURLESQUE",,695,7,0:10:30,https://i1.sndcdn.com/artworks-c3L1ZrA7GdTEUNpD-srMlmg-t500x500.png,https://i1.sndcdn.com/artworks-c3L1ZrA7GdTEUNpD-srMlmg-t1080x1080.png,Waldo's Fascist Tango (Down We Go),L-281,checked,,"3 burlesque and jazz tracks disguised as music. The ballroom is lit. The leaders are waltzing. Down we go. A nod to Ralph Waldo Emerson. Holy questions, no holy answers.",Dare: GOD (etc.),2025-04-06 01:10,"BLOWsutra : APES (gone wrong), BURLESQUEsutra, BURLESQUEsutra (Best Of), GROWsutra : GOD (etc), QUACKsutra where we sing FU, Questions for the (kind) POPE in the Sky"
