ep_title,ep_url,ep_in_app,ep_featured,ep_description,duration_total,sutra,ep_volume,ep_total_tracks,total_plays,total_likes,genres,genres_full,ep_rating,artwork_url,artwork_lg_url,lyrics_title,lyrics_id,ep_songbook_title,created_at,playlist_names_clean
Gladys in Sonderland EPx14 • SHOWsutra Psychedelic Gipsy Dream,https://soundcloud.com/bananasutra/sets/gladys-in-sonderland-epx14-showsutra-psychedelic-gipsy-dream,checked,,"14 tracks of questions that won't quit. Alice went through the looking glass. Gladys tumbled through Sonderland. The Cheshire Cat now strips in a glitch-and-bitch show. No checkmates. Channeling Carroll Lewis, obviously. Welcome to the Fanana club.",1:06:19,SHOWsutra,1,14,7705,68,"BANJO,BLUES,BURLESQUE,INDIE,LOFI","BANJO,BLUES,BURLESQUE,GIPSY,INDIE,LOFI,PSYCHEDELIC",,https://i1.sndcdn.com/artworks-6hfJ7MQsBYyjyhKs-VO8orw-t500x500.png,https://i1.sndcdn.com/artworks-6hfJ7MQsBYyjyhKs-VO8orw-t1080x1080.png,Gladys in Sonderland,L-88,Play: FANANA (party),2025-10-30 08:21,"BANJOsutra, BLUESsutra, BURLESQUEsutra, BURLESQUEsutra (Best Of), INDIEsutra, INDIEsutra (Best Of), SHOWsutra : FANANA Club, SHOWsutra where bananas play"
Glitter on a Turd ❯ GROWsutra Banana Cabaret EPx5,https://soundcloud.com/bananasutra/sets/glitter-on-a-turd-epx5,checked,,5 tracks of quacking fury. Kindness without truth is just glitter on a turd. K thanks bye. Burlesque and indie grooves from end to end. Kindness as rebellion.,0:14:49,GROWsutra,1,5,2503,26,"BURLESQUE,INDIE","BURLESQUE,CABARET,INDIE",,https://i1.sndcdn.com/artworks-XYwpBnKZkAc8nA2R-sfypIw-t500x500.png,https://i1.sndcdn.com/artworks-XYwpBnKZkAc8nA2R-sfypIw-t1080x1080.png,Glitter On A Turd,L-89,Dare: KIND(ness),2025-05-23 11:53,"BURLESQUEsutra, GROWsutra : KIND(ness), GROWsutra where we be brave, JAZZsutra, LOFIsutra"
Grifters • BLOWsutra (Apes Gone Wrong) EPx14,https://soundcloud.com/bananasutra/sets/grifters-blowsutra-epx14,checked,,"14 tracks of circus critique. One question that won’t let go: are you a grifter or a gifter? Banjo, blues, and burlesque grooves from end to end. The apes are at it again.",0:43:26,BLOWsutra,1,14,5340,54,"BANJO,BLUES,BURLESQUE,DUB,FOLK,INDIE,LOFI,ROCK","BANJO,BLUES,BURLESQUE,COUNTRY,DUB,FADO,FLAMENCO,FOLK,GIPSY,HIP HOP,INDIE,LOFI,PSYCHEDELIC,PUNK,ROCK",,https://i1.sndcdn.com/artworks-iPtXxjIVQyjzpElZ-rzZZyw-t500x500.png,https://i1.sndcdn.com/artworks-iPtXxjIVQyjzpElZ-rzZZyw-t1080x1080.png,Grifters,L-90,Speak: APES (gone wrong),2026-04-08 08:58,"BANJOsutra, BLOWsutra, BLUESsutra, BURLESQUEsutra, DUBsutra, DUBsutra (Best Of), INDIEsutra, LOFIsutra"
Hammy On Clyde ✪ SHOWsutra EPx8,https://soundcloud.com/bananasutra/sets/hammy-on-clyde-showsutra-epx8,checked,,"A 8-track glow-up that takes nothing seriously except joy. His name's Hammy. He lives on Clyde Avenue. He has no agenda. Goals. The sound: blues, dub, and folk. Be the fool worth being.",0:35:38,SHOWsutra,1,8,1578,11,"BLUES,DUB,FOLK,JAZZ,LOFI","BLUES,DUB,FOLK,GIPSY,JAZZ,LOFI",,https://i1.sndcdn.com/artworks-safSzuvAHiwvn0LF-0u5a3Q-t500x500.png,https://i1.sndcdn.com/artworks-safSzuvAHiwvn0LF-0u5a3Q-t1080x1080.png,Hammy On Clyde,L-92,Play: (Be) The Fool,2025-10-17 06:26,"BANJOsutra, BLUESsutra, BOWsutra : (Thank) Dogs, DUBsutra, JAZZsutra, LOFIsutra, SHOWsutra where bananas play"
Hard Core (Questions that Matter) X5,https://soundcloud.com/bananasutra/sets/hard-core-x5,checked,,"5 tracks of raw sense-making. Who decides which lives are sacred? (That's the whole song.) Served in burlesque. The naked truth, served warm.",0:15:20,KNOWsutra,1,5,4666,44,BURLESQUE,BURLESQUE,,https://i1.sndcdn.com/artworks-TawBy2TG82lsrzx3-SEV7yw-t500x500.png,https://i1.sndcdn.com/artworks-TawBy2TG82lsrzx3-SEV7yw-t1080x1080.png,Hard Core,L-93,Ask: (Naked) TRUTH,2024-11-15 04:12,"BANJOsutra, BLUESsutra, BURLESQUEsutra, FOTUS CIRCUS Playlist An American Freaks Show, JAZZsutra, JAZZsutra (Best Of), KNOWsutra : (naked) TRUTH, KNOWsutra where questions matter, QUACKsutra where we sing FU, Questions for the (kind) POPE in the Sky"
HashtagWHY (to be ctd...),https://soundcloud.com/bananasutra/sets/hashtagwhy-to-be-ctd,checked,,"A quick 6-minute burst of stubborn hope, across 2 tracks. #why. Not the who. Not the what. The why is the only question worth asking. Sorry not sorry. The sound: rock. Because why not ask why.",0:06:23,KNOWsutra,1,2,531,5,ROCK,PUNK ROCK,,https://i1.sndcdn.com/artworks-0LTSLaDkEUo21nzx-OHpjRw-t500x500.jpg,https://i1.sndcdn.com/artworks-0LTSLaDkEUo21nzx-OHpjRw-t1080x1080.jpg,HashtagWHY (Sorry Not Sorry),L-94,Ask: But(t) WHY,2024-12-23 02:47,"BANJOsutra, KNOWsutra : but(t) WHY, KNOWsutra where questions matter, MANTRAsutra"
Hello · Oh No • EPx16 • GROWsutra Psychedelic Logic Harmonics,https://soundcloud.com/bananasutra/sets/hello-oh-no-growsutra-psychedelic-epx16,checked,,"A 16-track shadow-walk that dares you to show up. Oh hello, ego. You're here again. No no no. The sound: banjo, blues, and burlesque. One of the heavier hitters: 11k+ plays. Dare to care. That's the whole thing.",0:48:03,GROWsutra,1,16,11422,120,"BANJO,BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI","BANJO,BLUES,BURLESQUE,CABARET,DUB,FLAMENCO,FOLK,GIPSY,INDIE,JAZZ,LOFI,PSYCHEDELIC,PUNK",,https://i1.sndcdn.com/artworks-X8yzz8V1uH0GpZZw-fED3yQ-t500x500.png,https://i1.sndcdn.com/artworks-X8yzz8V1uH0GpZZw-fED3yQ-t1080x1080.png,"Hello, Oh No",L-95,Dare: DARE (to care),2026-02-26 22:16,"BLUESsutra, BLUESsutra (Best Of), BURLESQUEsutra, DUBsutra, DUBsutra (Best Of), GROWsutra where we be brave, JAZZsutra, JAZZsutra (Best Of), LOFIsutra"
Hereby · I Cry ☠ BLOWsutra EPx5,https://soundcloud.com/bananasutra/sets/hereby-i-cry-blowsutra-epx5,checked,,"5 dub, folk, and jazz tracks asking questions that sting. Not fury — memory's flame. This is the cry in the name of the sacred, the silenced, the still. Dare to care. That's the whole thing.",0:18:15,GROWsutra,1,5,1534,22,"DUB,FOLK,JAZZ,MANTRA","DUB,FOLK,GIPSY,JAZZ,MANTRA",,https://i1.sndcdn.com/artworks-AJnyssyEpQIFaGYl-f1dxCg-t500x500.png,https://i1.sndcdn.com/artworks-AJnyssyEpQIFaGYl-f1dxCg-t1080x1080.png,"Hereby, I Cry",L-96,Dare: DARE (to care),2025-07-03 08:16,"BLOWsutra, DUBsutra, FOLKsutra, FOTUS CIRCUS Playlist An American Freaks Show, GROWsutra : DARE (to care), JAZZsutra, MANTRAsutra, QUACKsutra where we sing FU"
Hey · Creeps • EPx20 • BLOWsutra Ego Gone Loco,https://soundcloud.com/bananasutra/sets/hey-creeps-epx20-blowsutra-ego-gone-loco,checked,,"20 tracks of pride's reckoning. Hey, creeps. Yes, you. No, not you. You know who you are. With a wink to John Lennon. Resonated: 11k plays and 85 likes so far. The apes are at it again.",1:08:23,BLOWsutra,1,20,11035,85,"BURLESQUE,DUB,INDIE,JAZZ,LOFI,ROCK","BURLESQUE,DUB,GIPSY,HIP HOP,INDIE,JAZZ,LOFI,PSYCHEDELIC,PUNK,ROCK",,https://i1.sndcdn.com/artworks-D95jhvq945VUHBlk-M2mkVQ-t500x500.png,https://i1.sndcdn.com/artworks-D95jhvq945VUHBlk-M2mkVQ-t1080x1080.png,"Hey, Creeps",L-97,Speak: APES (gone wrong),2025-11-23 19:48,"BLOWsutra, BLOWsutra : EGO (gone loco), DUBsutra, LOFIsutra, LOFIsutra (Best Of), ROCKsutra"
Hey · You ✖ EPx8 ✖ BLOWsutra Indie Punk ROCK,https://soundcloud.com/bananasutra/sets/hey-you-blowsutra-jazz-punk-rock,checked,,"7 burlesque, indie, and rock tracks asking questions that sting. The creeper who thinks they're invisible. They're not. Channeling John Lennon, obviously. Ego, meet your reflection.",0:13:47,BLOWsutra,1,7,1469,8,"BURLESQUE,INDIE,ROCK","BURLESQUE,INDIE,PUNK,ROCK",,https://i1.sndcdn.com/artworks-8zXPkONAqcbxOwwP-p3Wifg-t500x500.png,https://i1.sndcdn.com/artworks-8zXPkONAqcbxOwwP-p3Wifg-t1080x1080.png,"Hey, You (Creepers)",L-98,Speak: EGO (gone loco),2025-08-01 08:24,"BLOWsutra, BLOWsutra : EGO (gone loco), BURLESQUEsutra, INDIEsutra, ROCKsutra"
Hi · My Name Is (Not Celine Dion) - Vol02 EPx11 - SHOWsutra Dubby Grass Burlesque Edition,https://soundcloud.com/bananasutra/sets/hi-my-name-is-not-celine-dion-vol02-epx11-showsutra-dubby-grass-burlesque-edition,checked,,"A 11-track luminous ride that takes nothing seriously except joy. Hi, my name is... not Celine Dion. (But she inspired me.) Served in banjo, burlesque, and dub. Vol. 2, because one wasn't enough. Welcome to the Fanana club.",0:38:21,SHOWsutra,2,11,2078,13,"BANJO,BURLESQUE,DUB,FOLK,JAZZ","BANJO,BURLESQUE,COUNTRY,DUB,FOLK,JAZZ,PSYCHEDELIC",,https://i1.sndcdn.com/artworks-8AeGeNBuRUKrnybC-5NKduw-t500x500.png,https://i1.sndcdn.com/artworks-8AeGeNBuRUKrnybC-5NKduw-t1080x1080.png,"Hi, My Name Is (Not Celine Dion)",L-99,Play: FANANA (party),2025-10-17 10:17,"BANJOsutra, BURLESQUEsutra, DUBsutra, FOLKsutra, JAZZsutra, SHOWsutra : FANANA Club, SHOWsutra where bananas play"
Hi · My Name Is (Not Celine Dion) - Vol03 EPx11 - SHOWsutra Gipsy Trip Hop World LoFi Edition,https://soundcloud.com/bananasutra/sets/hi-my-name-is-not-celine-dion-vol03-epx11-showsutra-gipsy-trip-hop-world-lofi-edition,checked,,"11 lo-fi tracks steeped in equal parts fury and love. Hi, my name is... not Celine Dion. (But she inspired me.) Vol. 3, because one wasn't enough. Welcome to the Fanana club.",0:40:18,SHOWsutra,3,11,2369,30,LOFI,"GIPSY,LOFI,TRIP HOP",,https://i1.sndcdn.com/artworks-F6v264OYqZyCDfpy-bKUKiA-t500x500.png,https://i1.sndcdn.com/artworks-F6v264OYqZyCDfpy-bKUKiA-t1080x1080.png,"Hi, My Name Is (Not Celine Dion)",L-99,Play: FANANA (party),2025-10-17 10:24,"LOFIsutra, SHOWsutra : FANANA Club, SHOWsutra where bananas play"
Hold the Mic · Babe  EP X7 | Soul Prayer Lullabies,https://soundcloud.com/bananasutra/sets/hold-the-mic-babe-soul,checked,,"7 blues, folk, and mantra tracks that won't let you look away. The mic is right there. It's waiting. Dare to care. That's the whole thing.",0:19:47,GROWsutra,1,7,5094,23,"BLUES,FOLK,MANTRA",SOUL,,https://i1.sndcdn.com/artworks-ZzVNwSHzbhNq9mzn-vHyL4w-t500x500.png,https://i1.sndcdn.com/artworks-ZzVNwSHzbhNq9mzn-vHyL4w-t1080x1080.png,"Hold The Mic, Babe",L-102,Dare: DARE (to care),2024-11-12 08:39,"BANJOsutra, BOWsutra the last of 7 sutras · it's divine <3, DUBsutra, DUBsutra (Best Of), GROWsutra : KIND(ness), GROWsutra where we be brave, JAZZsutra, MANTRAsutra"
Hope is So Do-Do-Dope 🎪🦤 SHOWsutra Surreal Soul Circus EPx9,https://soundcloud.com/bananasutra/sets/hope-is-so-do-do-dope-showsutra-surreal-soul-circus-epx9,checked,,"A solid half-hour of gleeful absurdity, across 9 tracks. The Dodo is back. It feels like hope. And hope is dope. Right? (Ahem, let's dance.) Burlesque, indie, and rock grooves from end to end. Be the fool worth being.",0:32:05,SHOWsutra,1,9,1365,9,"BURLESQUE,INDIE,ROCK","BURLESQUE,GIPSY,INDIE,PSYCHEDELIC,ROCK,SOUL",,https://i1.sndcdn.com/artworks-6nsPwxZLywLDp58z-pvh8Pw-t500x500.png,https://i1.sndcdn.com/artworks-6nsPwxZLywLDp58z-pvh8Pw-t1080x1080.png,Hope is Do-Do-Dope,L-104,Play: (Be) The Fool,2025-09-24 18:31,"BURLESQUEsutra, INDIEsutra, ROCKsutra, SHOWsutra where bananas play"
How to Help a Bible Bro Grow Up · In the name of Religious Freedom,https://soundcloud.com/bananasutra/sets/how-to-help-a-bible-bro-grow-up-in-the-name-of-religious-freedom,checked,,"7 dub, folk, and indie tracks built on nerve and a prayer. In the name of Religious Freedom, please bro, STFU. Holy questions, no holy answers.",0:20:34,GROWsutra,1,7,1744,16,"DUB,FOLK,INDIE","DUB,FOLK,INDIE",,https://i1.sndcdn.com/artworks-iut6y3WtyieWGgpN-uNGjiA-t500x500.png,https://i1.sndcdn.com/artworks-iut6y3WtyieWGgpN-uNGjiA-t1080x1080.png,Shush (How To Help A Bible Bro Grow Up),L-222,Dare: GOD (etc.),2025-04-13 18:49,"BANJOsutra, BURLESQUEsutra, DUBsutra, FOLKsutra, GROWsutra : GOD (etc), GROWsutra where we be brave, JAZZsutra, LOFIsutra, MANTRAsutra, QUACKsutra where we sing FU, Questions for the (kind) POPE in the Sky"
I Ain't No Christian (No Holy Fool) ♥ EPx4 VOL.02,https://soundcloud.com/bananasutra/sets/i-aint-no-christian-no-holy-fool-epx4-vol02,checked,,A 4-track sun-drunk hymn that dances where gods fear to tread. I looked for peace and logic. I found Bertrand Russell. Close enough. Inspired by Bertrand Russell. Bertrand would approve. Probably.,0:11:49,KNOWsutra,1,4,733,8,"BLUES,BURLESQUE,FOLK,INDIE,ROCK","BLUES,BURLESQUE,FOLK,INDIE,ROCK,SOUL",,https://i1.sndcdn.com/artworks-FXu0T1aNuzRuPyMB-olhCZA-t500x500.png,https://i1.sndcdn.com/artworks-FXu0T1aNuzRuPyMB-olhCZA-t1080x1080.png,I Ain't No Christian (Like Bertrand),L-109,Ask: BERTRAND (knows),2025-04-19 02:10,"BLUESsutra, BURLESQUEsutra, FOLKsutra, INDIEsutra, KNOWsutra where questions matter, QUACKsutra where we sing FU, Questions for the (kind) POPE in the Sky, ROCKsutra"
I Did the Math · and Everything is Stupid • SHOWsutra Snoopy Fanana Club EPx11,https://soundcloud.com/bananasutra/sets/i-did-the-math-and-everything-is-stupid-showsutra-snoopy-fanana-club-epx11,checked,,"A solid half-hour of hard-earned wisdom, across 11 tracks. The math checks out: everything is stupid, absurd, and strangely divine. With a wink to Snoopy. Resonated: 10k plays and 105 likes so far. Welcome to the Fanana club.",0:40:34,SHOWsutra,1,11,10350,105,"BURLESQUE,DUB,INDIE,JAZZ,ROCK","BURLESQUE,DUB,GIPSY,INDIE,JAZZ,PSYCHEDELIC,PUNK,ROCK",,https://i1.sndcdn.com/artworks-MzZS6UnLWFjCH0yw-Ud0ziA-t500x500.png,https://i1.sndcdn.com/artworks-MzZS6UnLWFjCH0yw-Ud0ziA-t1080x1080.png,I Did The Math (Everything is Stupid),L-110,Play: FANANA (party),2025-12-24 09:11,"BURLESQUEsutra, BURLESQUEsutra (Best Of), DUBsutra, INDIEsutra, INDIEsutra (Best Of), ROCKsutra, ROCKsutra (Best Of)"
I Think I Need a Good Spank!ng (in Madrid) ⚯ SHOWsutra EPx9,https://soundcloud.com/bananasutra/sets/i-think-i-need-a-good-spankng-in-madrid-showsutra-epx9,checked,,"9 tracks of sacred fooling. #censored. Because SHOWsutra is where we play. And imagination is everything. The sound: burlesque, dub, and indie. Where trust gets tender.",0:26:59,SHOWsutra,1,9,1595,13,"BURLESQUE,DUB,INDIE,JAZZ","BURLESQUE,DUB,FADO,HIP HOP,INDIE,JAZZ",,https://i1.sndcdn.com/artworks-PfxPRXz3WMhUPWjS-5CSzRQ-t500x500.png,https://i1.sndcdn.com/artworks-PfxPRXz3WMhUPWjS-5CSzRQ-t1080x1080.png,I Think I Need a Good Spank!ng (in Madrid),L-112,Trust: WET (my friend),2025-07-02 23:26,"BURLESQUEsutra, DUBsutra, FLOWsutra : WET (my friend), INDIEsutra, JAZZsutra, LOFIsutra"
Idiocracy Now ✪ QUACKsutra EPx10,https://soundcloud.com/bananasutra/sets/idiocracy-now-quacksutra-epx10,checked,,"A 10-track shadow-walk that stays wide awake through the circus. The difference between Idiocracy and MAGAcracy? The timeline. Banjo, burlesque, and folk grooves from end to end. The apes are at it again.",0:36:19,QUACKsutra,1,10,1778,16,"BANJO,BURLESQUE,FOLK,INDIE,LOFI,ROCK","BANJO,BURLESQUE,COUNTRY,FOLK,INDIE,LOFI,PUNK,ROCK",,https://i1.sndcdn.com/artworks-PbQdusXHHfL2vzQG-PVycmg-t500x500.png,https://i1.sndcdn.com/artworks-PbQdusXHHfL2vzQG-PVycmg-t1080x1080.png,Planet Idiocracy,L-113,Speak: APES (gone wrong),2025-09-10 02:31,"BANJOsutra, FOLKsutra, INDIEsutra, QUACKsutra : FOTUS Circus, QUACKsutra where we sing FU, ROCKsutra"
If We Had But(t) The Truth • Vol. 2 EPx22 • BLOWsutra (Censored) Epstein Etcetera Soundtrack,https://soundcloud.com/bananasutra/sets/if-we-had-butt-the-truth-vol-2-epx22-blowsutra-censored-epstein-etcetera-soundtrack,checked,,"22 tracks of fair-play defiance. If we had but(t) the truth, what would we even do with it? Blues, burlesque, and dub grooves from end to end. Volume 2 hits different. One of the heavier hitters: 13k+ plays.",1:18:17,BLOWsutra,2,22,13703,100,"BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI,ROCK","BLUES,BURLESQUE,CABARET,DUB,FOLK,GIPSY,INDIE,JAZZ,LOFI,PSYCHEDELIC,RAGGA,ROCK,TRIP HOP",,https://i1.sndcdn.com/artworks-1InxeLQ1c3LnQwmz-u75GhQ-t500x500.png,https://i1.sndcdn.com/artworks-1InxeLQ1c3LnQwmz-u75GhQ-t1080x1080.png,If We Had But(t) The Truth,L-114,Speak: CENSOR(ed),2026-01-25 23:52,"BLOWsutra, BLOWsutra : CENSOR(ed), BLUESsutra, BURLESQUEsutra, BURLESQUEsutra (Best Of), DUBsutra, DUBsutra (Best Of), FOLKsutra, INDIEsutra, LOFIsutra, QUACKsutra where we sing FU"
If We Had But(t) The Truth ☲ Easterican Profanities EPx5 ☲ QUACKsutra,https://soundcloud.com/bananasutra/sets/if-we-had-butt-the-truth-easterican-profanities-epx5-quacksutra,checked,,"5 blues tracks steeped in equal parts fury and love. If we had but(t) the truth, what would we even do with it? Uncensored. Obviously.",0:16:02,QUACKsutra,1,5,1608,18,BLUES,BLUES,,https://i1.sndcdn.com/artworks-YXoYMbXvm3ILHBz6-ixlblg-t500x500.png,https://i1.sndcdn.com/artworks-YXoYMbXvm3ILHBz6-ixlblg-t1080x1080.png,If We Had But(t) The Truth,L-114,Speak: CENSOR(ed),2025-05-27 15:41,"BLOWsutra : APES (gone wrong), BLUESsutra, FOLKsutra, INDIEsutra, MANTRAsutra, QUACKsutra where we sing FU"
Ironic Moronic Eugenics ☤ What Happens When KNOWsutra & BLOWsutra Make a Baby,https://soundcloud.com/bananasutra/sets/ironic-moronic-eugenics-what-happens-when-knowsutra-blowsutra-make-a-baby,checked,,"A solid half-hour of structural outrage, across 8 tracks. The history of eugenics: what happens when certainty meets cruelty. The sound: banjo, blues, and dub. The apes are at it again.",0:27:43,BLOWsutra,1,8,1667,15,"BANJO,BLUES,DUB,FOLK,ROCK","BANJO,BLUES,DUB,FOLK,PSYCHEDELIC,PUNK,ROCK",,https://i1.sndcdn.com/artworks-N9z3Fy63NDAYopf0-Ffs1iA-t500x500.png,https://i1.sndcdn.com/artworks-N9z3Fy63NDAYopf0-Ffs1iA-t1080x1080.png,Ironic Moronic Eugenics,L-115,Speak: APES (gone wrong),2025-09-23 01:12,"BANJOsutra, BLOWsutra, BLOWsutra : EGO (gone loco), BLUESsutra, BURLESQUEsutra, DUBsutra, FOLKsutra, JAZZsutra, ROCKsutra"
It's an Ethical Paradox • Vol. 2 EPx15 • KNOWsutra (Bertrand Knows) Gipsy Burlesque Jazz,https://soundcloud.com/bananasutra/sets/its-an-ethical-paradox-an-oxymoron-maze-vol-2-epx15-knowsutra-bertrand-knows-gipsy-burlesque-jazz,checked,,"15 tracks of curious reckoning. Step right up to the paradox parade. Morals, double-edged, coming on up. Inspired by Bertrand Russell. Volume 2 hits different. Over 21k plays and counting—clearly something landed.",0:54:51,KNOWsutra,2,15,21712,271,"BURLESQUE,DUB,JAZZ,LOFI","BURLESQUE,DUB,GIPSY,JAZZ,LOFI,TRIP HOP",,https://i1.sndcdn.com/artworks-dpot7zmJbp98Q8za-Swn1Rg-t500x500.png,https://i1.sndcdn.com/artworks-dpot7zmJbp98Q8za-Swn1Rg-t1080x1080.png,It's An Ethical Paradox,L-116,Ask: BERTRAND (knows),2026-01-04 05:49,"JAZZsutra, JAZZsutra (Best Of), KNOWsutra : BERTRAND (mon chéri), KNOWsutra where questions matter, LOFIsutra, LOFIsutra (Best Of)"
It's War · My Friend ☳ QUACKsutra EPx15,https://soundcloud.com/bananasutra/sets/its-war-my-friend-quacksutra-epx15,checked,,"15 blues, dub, and folk tracks for the ones who still give a damn. The Better Bananas Bureau of Peace Asks: WTH ""Maximum Lethality, Not Tepid Legality"" actually means? Quack quack. You know who you are.",0:50:17,QUACKsutra,1,15,3161,40,"BLUES,DUB,FOLK,INDIE,LOFI,ROCK","BLUES,DUB,FOLK,INDIE,LOFI,PSYCHEDELIC,PUNK,ROCK",,https://i1.sndcdn.com/artworks-yjDwmBzrh9rcYKwR-u7wlPw-t500x500.png,https://i1.sndcdn.com/artworks-yjDwmBzrh9rcYKwR-u7wlPw-t1080x1080.png,"It's War, My Friend",L-117,Quack: DUCK (shady),2025-09-10 02:01,"BLUESsutra, DUBsutra, INDIEsutra, QUACKsutra : DUCK (shady), QUACKsutra : FOTUS Circus, QUACKsutra where we sing FU, ROCKsutra"
Jacques Brel : French EPx9 : GLOWsutra Burlesque Indie Blues Gratitude POET(ry),https://soundcloud.com/bananasutra/sets/jacques-brel-french-epx9-glowsutra-burlesque-indie-blues-gratitude-poetry,checked,,"9 tracks of beauty that bleeds. Pour Jacques Brel, qui nous a appris que les larmes pouvaient danser. A nod to Jacques Brel. En français, évidemment. A rainbow in someone's cloud.",0:38:47,GLOWsutra,1,9,3230,29,"BANJO,BLUES,BURLESQUE,INDIE","BANJO,BLUES,BURLESQUE,INDIE,PSYCHEDELIC",,https://i1.sndcdn.com/artworks-e0sOW6yRL70L2ZRD-C8tirQ-t500x500.png,https://i1.sndcdn.com/artworks-e0sOW6yRL70L2ZRD-C8tirQ-t1080x1080.png,Jacques Brel,L-118,"Bless: RAINBOWS (in my clouds),World: FRENCHsutra",2025-11-29 22:24,"BLUESsutra, BURLESQUEsutra, FRENCHsutra oui oui · sacrebleu, GLOWsutra where gratitude feeds, INDIEsutra, OUI OUI : Pardon (my French)"
Jealousy (not for me) ♡ GROWsutra EPx22,https://soundcloud.com/bananasutra/sets/jealousy-not-for-me-growsutra-epx22,checked,,"Over an hour of narcissism on parade, across 22 tracks. Jealousy smells like fear. Your joy doesn't take away my path. EPx22 of love languages, and the math is soft. Blues, burlesque, and dub grooves from end to end. Kindness as rebellion.",1:02:36,GROWsutra,1,22,5367,44,"BLUES,BURLESQUE,DUB,INDIE,JAZZ,LOFI","BLUES,BURLESQUE,DUB,HIP HOP,INDIE,JAZZ,LOFI,RAGGA",,https://i1.sndcdn.com/artworks-NrFEJYn5QiBNXnw5-RFTkHQ-t500x500.png,https://i1.sndcdn.com/artworks-NrFEJYn5QiBNXnw5-RFTkHQ-t1080x1080.png,Jealousy (Not For Me),L-119,Dare: KIND(ness),2025-06-26 10:26,"BLUESsutra, BURLESQUEsutra, DUBsutra, FLOWsutra : FLY (like water), FLOWsutra where time is space, INDIEsutra, JAZZsutra, LOFIsutra"
Jolly Poo - EPx15 VOL. 01 - Banjo Blues BLOWsutra,https://soundcloud.com/bananasutra/sets/jolly-poo-epx15-vol-01-banjo-blues-blowsutra,checked,,"15 banjo and blues tracks disguised as music. An ode to the ego that refuses to compost. Ego, meet your reflection.",0:49:08,BLOWsutra,1,15,4259,23,"BANJO,BLUES","BANJO,BLUES,RAGGA",,https://i1.sndcdn.com/artworks-KLgAMRClt5uPFoax-dDF6zQ-t500x500.png,https://i1.sndcdn.com/artworks-KLgAMRClt5uPFoax-dDF6zQ-t1080x1080.png,Jolly Poo,L-120,Speak: EGO (gone loco),2025-05-26 09:49,"BANJOsutra, BLOWsutra, BLOWsutra : EGO (gone loco), BLUESsutra, DUBsutra, MANTRAsutra"
Joseph Campbell's Truth Metaphors ☷ KNOWsutra EPx12,https://soundcloud.com/bananasutra/sets/joseph-campbells-truth-metaphors-knowsutra-epx12,checked,,"12 blues, burlesque, and dub tracks dripping with uncomfortable truths. When does a metaphor become a cage? (Joseph Campbell has thoughts.) Joseph Campbell walked in and stayed. The naked truth, served warm.",0:41:38,KNOWsutra,1,12,2255,22,"BLUES,BURLESQUE,DUB,INDIE,LOFI,MANTRA","BLUES,BURLESQUE,DUB,INDIE,LOFI,MANTRA",,https://i1.sndcdn.com/artworks-jy4Ny3sg2PSbdteq-7zc7yg-t500x500.jpg,https://i1.sndcdn.com/artworks-jy4Ny3sg2PSbdteq-7zc7yg-t1080x1080.jpg,Metaphors' Edge (Joseph Campbell's song),L-160,Ask: (Naked) TRUTH,2025-08-24 06:22,"BLUESsutra, BURLESQUEsutra, DUBsutra, INDIEsutra, KNOWsutra : (naked) TRUTH, KNOWsutra where questions matter, LOFIsutra, MANTRAsutra"
Just Be EP X7 | Vocal Honey Audio Ideals,https://soundcloud.com/bananasutra/sets/just-be-vocal-jazz-honey-x7,checked,,"7 tracks of earned knowing. The hardest thing you'll ever do: just be. The sound: blues, dub, and jazz. Fly like water, land like truth.",0:23:21,FLOWsutra,1,7,5691,46,"BLUES,DUB,JAZZ,LOFI","BLUES,DUB,JAZZ,LOFI",,https://i1.sndcdn.com/artworks-IDfjsYaZOumrtQ1L-jseSkw-t500x500.png,https://i1.sndcdn.com/artworks-IDfjsYaZOumrtQ1L-jseSkw-t1080x1080.png,Just Be,L-121,Trust: FLY (like water),2024-11-05 03:05,"BANJOsutra, BURLESQUEsutra, DUBsutra, DUBsutra (Best Of), FLOWsutra : FLY (like water), FLOWsutra where time is space, FOLKsutra, INDIEsutra, INDIEsutra (Best Of), JAZZsutra, MANTRAsutra, ROCKsutra"
Kids Are Asking ✪ KNOWsutra But(t) Why EPx3,https://soundcloud.com/bananasutra/sets/kids-are-asking-knowsutra-butt-why-epx3,checked,,"3 tracks of raw sense-making. The kids are asking about the double standards. Nobody has a good answer. Dub, folk, and indie grooves from end to end. Because why not ask why.",0:09:14,KNOWsutra,1,3,1078,2,"DUB,FOLK,INDIE,JAZZ,LOFI,MANTRA","ACOUSTIC,DUB,FOLK,INDIE,JAZZ,LOFI,MANTRA,TRIP HOP",,https://i1.sndcdn.com/artworks-L6uXyHUyGsqH0ZAv-cvmeZg-t500x500.png,https://i1.sndcdn.com/artworks-L6uXyHUyGsqH0ZAv-cvmeZg-t1080x1080.png,Kids Are Asking,L-124,Ask: But(t) WHY,2025-12-04 06:56,"FOLKsutra, KNOWsutra : but(t) WHY, KNOWsutra where questions matter, LOFIsutra, MANTRAsutra"
