ep_title,ep_url,sutra,genres,genres_full,track_count,ep_total_tracks,total_plays,total_likes,duration_total,artwork_url,lyrics_id,created_at,SC TRACKS
"Courage, Care, and Coconuts © GROWsutra EPx4",https://soundcloud.com/bananasutra/sets/courage-care-and-coconuts-growsutra-epx4,GROWsutra,"FOLK,INDIE","FOLK,INDIE",4,4,1014,6,0:09:22,https://i1.sndcdn.com/artworks-QE4Tkx0EyHytvlYD-6WhWtA-t500x500.png,L-43,2025-05-23 12:12,
Creepy Con Meme EPX2 • Dicky Ducky DUBsutra,https://soundcloud.com/bananasutra/sets/creepy-con-meme-epx2-dicky-ducky-dubsutra,BLOWsutra,DUB,DUB,2,2,549,4,0:06:26,https://i1.sndcdn.com/artworks-DywO4KaBtyF8CyML-ToVQ2g-t500x500.png,L-45,2025-02-22 21:09,Creepy Con Meme • Dicky DUBsutra
Double Standards EPx3 VOL. 1 • BURLESQUEsutra,https://soundcloud.com/bananasutra/sets/double-standards-epx3-burlesquesutra,GROWsutra,BURLESQUE,BURLESQUE,3,3,609,10,0:09:59,https://i1.sndcdn.com/artworks-EbCkPt5OXsQDVEWJ-qwqVYw-t500x500.jpg,L-59,,Double (decking) Standards VOL. 1 • DUBsutra
Double Standards EPx4 VOL. 2 ★ BLOWsutra LOFI,https://soundcloud.com/bananasutra/sets/double-standards-ep-4-vol-2,BLOWsutra,"FOLK,LOFI","FOLK,LOFI",4,4,755,4,0:12:16,https://i1.sndcdn.com/artworks-CzCzt9mTlZWzjTqp-8FLR4g-t500x500.png,L-59,,
Dump Trump EPx4 🪦 BLOWsutra Burlesque ROCK,https://soundcloud.com/bananasutra/sets/dump-trump-epx4-blowsutra-burlesque-rock,BLOWsutra,"BURLESQUE,LOFI,MANTRA,ROCK","BURLESQUE,LOFI,MANTRA,PUNK,ROCK",4,4,719,5,0:12:41,https://i1.sndcdn.com/artworks-j9D9XVaWNRVgQ3WS-Ns1zng-t500x500.png,L-61,2025-09-04 20:33,
EGO's Masquerade • EPx4 • BLOWsutra Tzigane Trip Hop Lo-Fi INDIE,https://soundcloud.com/bananasutra/sets/egos-masquerade-epx4-tzigane-trip-hop-lo-fi-indie,BLOWsutra,"INDIE,LOFI","INDIE,LOFI,TRIP HOP",4,4,820,14,0:19:03,https://i1.sndcdn.com/artworks-JnuEvmR6UOwtbaIM-AYNThw-t500x500.png,L-64,,[02] EGO's masquerade • Tzigane Trip Hop Lo-Fi INDIE
Easy (Death Is Nothing At All) ❣ BOWsutra EPx9,https://soundcloud.com/bananasutra/sets/easy-death-is-nothing-at-all-bowsutra-epx9,BOWsutra,"BANJO,BLUES,DUB,INDIE","BANJO,BLUES,DUB,INDIE",9,9,2013,25,0:32:39,https://i1.sndcdn.com/artworks-bzZBqdfk2aR7Mc8I-ba7MdA-t500x500.png,L-62,2025-09-26 19:38,"[01] Easy (Death Is Nothing At All) • BOWsutra Weary Banjo Mama BLUES,[07] Easy (Death Is Nothing At All) • BOWsutra La Poesita Peace DUB INDIE"
"Ego Ain't Your Amigo • Vol. 2, EPx21 • BLOWsutra (Ego Gone Loco)  Dub LoFi Burlesque",https://soundcloud.com/bananasutra/sets/ego-aint-your-amigo-vol2-epx21-blowsutra-dub-lofi,BLOWsutra,"BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI,ROCK","BLUES,BURLESQUE,DUB,FLAMENCO,FOLK,GIPSY,HIP HOP,INDIE,JAZZ,LOFI,PSYCHEDELIC,PUNK,ROCK",21,21,27029,282,1:24:25,https://i1.sndcdn.com/artworks-qfOVhmHG1WJJqjc9-k1w2VA-t500x500.png,L-63,,
Ego Ain't Your Amigo ⭐︎ EPx14 VOL. 01 ⭐︎ True Tales of BLUESsutra,https://soundcloud.com/bananasutra/sets/ego-aint-your-amigo-epx14-vol-01-true-tales-of-bluessutra,BLOWsutra,"BANJO,BLUES,BURLESQUE,DUB,FOLK,JAZZ","BANJO,BLUES,BURLESQUE,DUB,FOLK,JAZZ",14,14,2693,22,0:44:22,https://i1.sndcdn.com/artworks-6Al7JWcSGShXvOzO-NMakyQ-t500x500.jpg,L-63,,[01] Ego Ain't Your Amigo (Fasho at Marlago) - oh hi salty honey bluesy JAZZ tempo
Everybody Knows EP x6 : INDIEsutra,https://soundcloud.com/bananasutra/sets/everybody-knows-epx6-indie-rocksutra,KNOWsutra,INDIE,INDIE,5,6,805,3,0:14:37,https://i1.sndcdn.com/artworks-idU4oy8bvs1SNH2k-5V1pjg-t500x500.png,L-67,,
Everybody Knows ✔ Vol. 03 - EPx7 ✔ KNOWsutra Gipsy Trip Hop Truth Prayer Dream,https://soundcloud.com/bananasutra/sets/everybody-knows-vol-03-epx7-knowsutra-gipsy-trip-hop-truth-prayer-dream,KNOWsutra,"BLUES,BURLESQUE,DUB,INDIE,JAZZ,LOFI","BLUES,BURLESQUE,DUB,GIPSY,INDIE,JAZZ,LOFI,PSYCHEDELIC,TRIP HOP",7,7,4441,56,0:28:35,https://i1.sndcdn.com/artworks-WS97VCa9dwPRoGyv-ajY3dQ-t500x500.png,L-67,,"[02] Everybody Knows • KNOWsutra Burlesque Trip Hop Indie Dub Piano BLUES,[05] Everybody Knows • KNOWsutra Psychedelic Trip Hop Cello Waltz INDIE,[04] Everybody Knows • KNOWsutra Burlesque Trip Hop Piano Jazz INDIE,[01] Everybody Knows • KNOWsutra Burlesque Trip Hop Indie Piano BLUES"
Fluye (como el mar) FLOWsutra,https://soundcloud.com/bananasutra/sets/fluye-como-el-mar-flowsutra,FLOWsutra,"DUB,INDIE","DUB,FADO,INDIE,RAGGA",11,11,4207,41,0:30:53,https://i1.sndcdn.com/artworks-JJ4nzGR7Kbx7XkxH-xkazNQ-t500x500.png,L-71,2025-05-19 11:17,"[07] Fluye • Miss Cheeky DUB (1),[05] Fluye • Queen (of Authentic) DUB (1),[09] Fluye • Muse Prima DUB (1),[06] Fluye • Queen (of Authentic) DUB (2),[11] Fluye • Feel Di (Ragga) Riddim DUB,[01] Fluye • Oh My (Socrates) Cello INDIE,[08] Fluye • Miss Cheeky DUB (2)"
Foolish EPx5,https://soundcloud.com/bananasutra/sets/foolish-epx5,FLOWsutra,"INDIE,FOLK","INDIE,FOLK",5,5,1317,26,0:17:26,https://i1.sndcdn.com/artworks-ce9hM1VBBXA95Gge-sqzp2g-t500x500.png,L-73,,"Absinthe Bliss (Kiss Me Slow) • DUBsutra,Dark (Lace) Rhythms • TANGOsutra"
Foolish Goldfish (Forever) ❃ Vol. 02 EPx15 ❃ KNOWsutra Peace (Not War),https://soundcloud.com/bananasutra/sets/foolish-goldfish-forever-vol-02-epx15-knowsutra-peace-not-war,KNOWsutra,"BLUES,DUB,FOLK,INDIE,LOFI","BLUES,DUB,FOLK,INDIE,LOFI,PSYCHEDELIC,SOUL",15,15,8860,66,1:03:59,https://i1.sndcdn.com/artworks-0YzGiltzEidfTrxR-osiLXg-t500x500.png,L-74,,"[02] Foolish Goldfish (Forever) • KNOWsutra Peace (Not War) La Poesita Psychedelic Cello Dub INDIE,[05] Foolish Goldfish (Forever) • KNOWsutra Peace (Not War) Psychedelic Poetry Dubs The Bridge DUB,[01] Foolish Goldfish (Forever) • KNOWsutra Peace (Not War) Mama-b-c Psychedelic Cello Dream INDIE,[14] Foolish Goldfish (Forever) • KNOWsutra Peace (Not War) Psychedelic Destiny BLUES,[08] Foolish Goldfish (Forever) • KNOWsutra Peace (Not War) Psychedelic Tzigane Soul Fusion LOFI,[07] Foolish Goldfish (Forever) • KNOWsutra Peace (Not War) Psychedelic Tzigane Soul Fusion LOFI"
Genius EP,https://soundcloud.com/bananasutra/sets/genius,GROWsutra,"FOLK,INDIE,JAZZ","FOLK,INDIE,JAZZ",3,3,676,9,0:07:35,https://i1.sndcdn.com/artworks-VkDI20lCoNvB6yuu-kEiBRg-t500x500.jpg,L-80,2024-10-28 21:12,"""Genius, You See V.1 • Indie Jazz Folk Lullaby  • sutraKNOW inspired by Albert Einstein"""
Gladys in Sonderland EPx14 • SHOWsutra Psychedelic Gipsy Dream,https://soundcloud.com/bananasutra/sets/gladys-in-sonderland-epx14-showsutra-psychedelic-gipsy-dream,SHOWsutra,"BANJO,BLUES,BURLESQUE,INDIE,LOFI","BANJO,BLUES,BURLESQUE,GIPSY,INDIE,LOFI,PSYCHEDELIC",14,14,7679,68,1:06:19,https://i1.sndcdn.com/artworks-6hfJ7MQsBYyjyhKs-VO8orw-t500x500.png,L-83,,"[12] Gladys in Sonderland • SHOWsutra Psychedelic Gipsy Cello Waltz BURLESQUE,[10] Gladys in Sonderland • SHOWsutra Psychedelic Gipsy Cello Waltz INDIE BURLESQUE,[06] Gladys in Sonderland • SHOWsutra Psychedelic Gipsy Cello Waltz Breathing BURLESQUE,[11] Gladys in Sonderland • SHOWsutra Psychedelic Gipsy Accordion Circus Waltz BURLESQUE,[04] Gladys in Sonderland • SHOWsutra Psychedelic Gentle Gipsy Piano Cello Accordion Waltz Cameo BURLESQUE"
Hammy On Clyde ✪ SHOWsutra EPx8,https://soundcloud.com/bananasutra/sets/hammy-on-clyde-showsutra-epx8,SHOWsutra,"BLUES,DUB,FOLK,JAZZ,LOFI","BLUES,DUB,FOLK,GIPSY,JAZZ,LOFI",8,8,1571,11,0:35:38,https://i1.sndcdn.com/artworks-safSzuvAHiwvn0LF-0u5a3Q-t500x500.png,L-86,,
"Hello, Oh No • EPx16 • GROWsutra Psychedelic Logic Harmonics",https://soundcloud.com/bananasutra/sets/hello-oh-no-growsutra-psychedelic-epx16,GROWsutra,"BANJO,BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI","BANJO,BLUES,BURLESQUE,CABARET,DUB,FLAMENCO,FOLK,GIPSY,INDIE,JAZZ,LOFI,PSYCHEDELIC,PUNK",15,16,11004,120,0:48:03,https://i1.sndcdn.com/artworks-X8yzz8V1uH0GpZZw-fED3yQ-t500x500.png,L-89,2026-02-26 22:16,
"Hereby, I Cry ☠ BLOWsutra EPx5",https://soundcloud.com/bananasutra/sets/hereby-i-cry-blowsutra-epx5,BLOWsutra,"DUB,FOLK,JAZZ,MANTRA","DUB,FOLK,GIPSY,JAZZ,MANTRA",5,5,1531,22,0:18:15,https://i1.sndcdn.com/artworks-AJnyssyEpQIFaGYl-f1dxCg-t500x500.png,L-90,,
"Hey, Creeps • EPx20 • BLOWsutra Ego Gone Loco",https://soundcloud.com/bananasutra/sets/hey-creeps-epx20-blowsutra-ego-gone-loco,BLOWsutra,"BURLESQUE,DUB,INDIE,JAZZ,LOFI,ROCK","BURLESQUE,DUB,GIPSY,HIP HOP,INDIE,JAZZ,LOFI,PSYCHEDELIC,PUNK,ROCK",20,20,10957,87,1:08:23,https://i1.sndcdn.com/artworks-D95jhvq945VUHBlk-M2mkVQ-t500x500.png,L-91,2025-11-23 19:48,
"Hi, My Name Is (Not Celine Dion) - Vol02 EPx11 - SHOWsutra Dubby Grass Burlesque Edition",https://soundcloud.com/bananasutra/sets/hi-my-name-is-not-celine-dion-vol02-epx11-showsutra-dubby-grass-burlesque-edition,SHOWsutra,"BANJO,BURLESQUE,DUB,FOLK,JAZZ","BANJO,BURLESQUE,COUNTRY,DUB,FOLK,JAZZ,PSYCHEDELIC",11,11,2070,13,0:38:21,https://i1.sndcdn.com/artworks-8AeGeNBuRUKrnybC-5NKduw-t500x500.png,L-93,2025-10-17 10:17,
"Hi, My Name Is (Not Celine Dion) - Vol03 EPx11 - SHOWsutra Gipsy Trip Hop World LoFi Edition",https://soundcloud.com/bananasutra/sets/hi-my-name-is-not-celine-dion-vol03-epx11-showsutra-gipsy-trip-hop-world-lofi-edition,SHOWsutra,LOFI,"GIPSY,LOFI,TRIP HOP",11,11,2360,32,0:40:18,https://i1.sndcdn.com/artworks-F6v264OYqZyCDfpy-bKUKiA-t500x500.png,L-93,2025-10-17 10:24,
"Hold the Mic, Babe  EP X7 | Soul Prayer Lullabies",https://soundcloud.com/bananasutra/sets/hold-the-mic-babe-soul,GROWsutra,"BLUES,FOLK,MANTRA",SOUL,7,7,5083,23,0:19:47,https://i1.sndcdn.com/artworks-ZzVNwSHzbhNq9mzn-vHyL4w-t500x500.png,L-96,,
I Think I Need a Good Spank!ng (in Madrid) ⚯ SHOWsutra EPx9,https://soundcloud.com/bananasutra/sets/i-think-i-need-a-good-spankng-in-madrid-showsutra-epx9,SHOWsutra,"BURLESQUE,DUB,INDIE,JAZZ","BURLESQUE,DUB,FADO,HIP HOP,INDIE,JAZZ",9,9,1593,13,0:26:59,https://i1.sndcdn.com/artworks-PfxPRXz3WMhUPWjS-5CSzRQ-t500x500.png,L-106,2025-07-02 23:26,
Idiocracy Now ✪ QUACKsutra EPx10,https://soundcloud.com/bananasutra/sets/idiocracy-now-quacksutra-epx10,BLOWsutra,"BANJO,BURLESQUE,FOLK,INDIE,LOFI,ROCK","BANJO,BURLESQUE,COUNTRY,FOLK,INDIE,LOFI,PUNK,ROCK",10,10,1771,16,0:36:19,https://i1.sndcdn.com/artworks-PbQdusXHHfL2vzQG-PVycmg-t500x500.png,L-107,,
If We Had But(t) The Truth • Vol. 2 EPx22 • BLOWsutra (Censored) Epstein Etcetera Soundtrack,https://soundcloud.com/bananasutra/sets/if-we-had-butt-the-truth-vol-2-epx22-blowsutra-censored-epstein-etcetera-soundtrack,BLOWsutra,"BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI,ROCK","BLUES,BURLESQUE,CABARET,DUB,FOLK,GIPSY,INDIE,JAZZ,LOFI,PSYCHEDELIC,RAGGA,ROCK,TRIP HOP",22,22,13528,100,1:18:17,https://i1.sndcdn.com/artworks-1InxeLQ1c3LnQwmz-u75GhQ-t500x500.png,L-108,2026-01-25 23:52,"Side B [15] If We Had But(t) The Truth • BLOWsutra (Censored) Gipsy Psychedelia Accordion Cello Indie FOLK,Side A [08] If We Had But(t) The Truth • BLOWsutra (Censored) Folk Poetry on the Bridge DUB,Side A [01] If We Had But(t) The Truth • BLOWsutra (Censored) Jazzy Psychedelic Hip Trip Hop LOFI,Side A [06] If We Had But(t) The Truth • BLOWsutra (Censored) Folk Poetry on the Bridge DUB,Side A [09] If We Had But(t) The Truth • BLOWsutra (Censored) Feel Di Riddim Ragga Mama DUB,Side B [16] If We Had But(t) The Truth • BLOWsutra (Censored) PsyPunk Rock Cabaret BURLESQUE"
"It's War, My Friend ☳ QUACKsutra EPx15",https://soundcloud.com/bananasutra/sets/its-war-my-friend-quacksutra-epx15,BLOWsutra,"BLUES,DUB,FOLK,INDIE,LOFI,ROCK","BLUES,DUB,FOLK,INDIE,LOFI,PSYCHEDELIC,PUNK,ROCK",15,15,3115,40,0:50:17,https://i1.sndcdn.com/artworks-yjDwmBzrh9rcYKwR-u7wlPw-t500x500.png,L-111,,
It's an Ethical Paradox • Vol. 2 EPx15 • KNOWsutra (Bertrand Knows) Gipsy Burlesque Jazz,https://soundcloud.com/bananasutra/sets/its-an-ethical-paradox-an-oxymoron-maze-vol-2-epx15-knowsutra-bertrand-knows-gipsy-burlesque-jazz,KNOWsutra,"BURLESQUE,DUB,JAZZ,LOFI","BURLESQUE,DUB,GIPSY,JAZZ,LOFI,TRIP HOP",15,15,21251,271,0:54:51,https://i1.sndcdn.com/artworks-dpot7zmJbp98Q8za-Swn1Rg-t500x500.png,L-110,,"""[05] It's an Ethical Paradox, an Oxymoron Maze • KNOWsutra (Bertrand Knows) Gipsy Burlesque Upright Bass Piano JAZZ"",""[14] It's an Ethical Paradox, an Oxymoron Maze • KNOWsutra (Bertrand Knows) Gipsy Burlesque Jazz Cello LOFI"",""[13] It's an Ethical Paradox, an Oxymoron Maze • KNOWsutra (Bertrand Knows) Gipsy Burlesque Jazz Cello Trip Hop LOFI"",""[07] It's an Ethical Paradox, an Oxymoron Maze • KNOWsutra (Bertrand Knows) Gipsy Burlesque Upright Bass JAZZ"",""[02] It's an Ethical Paradox, an Oxymoron Maze • KNOWsutra (Bertrand Knows) Gipsy Burlesque Upright Bass JAZZ"",""[01] It's an Ethical Paradox, an Oxymoron Maze • KNOWsutra (Bertrand Knows) Gipsy Burlesque Piano Bass JAZZ"",""[15] It's an Ethical Paradox, an Oxymoron Maze • KNOWsutra (Bertrand Knows) Gipsy Burlesque Jazz Cello DUB"",""[06] It's an Ethical Paradox, an Oxymoron Maze • KNOWsutra (Bertrand Knows) Gipsy Burlesque Piano Upright Bass JAZZ"",""[03] It's an Ethical Paradox, an Oxymoron Maze • KNOWsutra (Bertrand Knows) Gipsy Burlesque Upright Bass JAZZ"""
Jealousy (not for me) ♡ GROWsutra EPx22,https://soundcloud.com/bananasutra/sets/jealousy-not-for-me-growsutra-epx22,GROWsutra,"BLUES,BURLESQUE,DUB,INDIE,JAZZ,LOFI","BLUES,BURLESQUE,DUB,HIP HOP,INDIE,JAZZ,LOFI,RAGGA",22,22,5321,43,1:02:36,https://i1.sndcdn.com/artworks-NrFEJYn5QiBNXnw5-RFTkHQ-t500x500.png,L-113,2025-06-26 10:26,"[11] Jealousy (not for me) - MAMA-B-C INDIE,[18] Jealousy (not for me) - Muse 1 DUB,[15] Jealousy (not for me) - WSWHFN DUB"
Jolly Poo - EPx15 VOL. 01 - Banjo Blues BLOWsutra,https://soundcloud.com/bananasutra/sets/jolly-poo-epx15-vol-01-banjo-blues-blowsutra,BLOWsutra,"BANJO,BLUES","BANJO,BLUES,RAGGA",15,15,4255,24,0:49:08,https://i1.sndcdn.com/artworks-KLgAMRClt5uPFoax-dDF6zQ-t500x500.png,L-114,,"[05] Jolly Poo - No one knows how dark you are - FOLKsutra,[12] Jolly Poo - Beware of Dog who won’t Bark - DUBsutra,[11] Jolly Poo - Coward Dawgs Gossip but(t) only in your back  - DUBsutra"
Just Be EP X7 | Vocal Honey Audio Ideals,https://soundcloud.com/bananasutra/sets/just-be-vocal-jazz-honey-x7,FLOWsutra,"BLUES,DUB,JAZZ,LOFI","BLUES,DUB,JAZZ,LOFI",7,7,5669,46,0:23:21,https://i1.sndcdn.com/artworks-IDfjsYaZOumrtQ1L-jseSkw-t500x500.png,L-115,,"Just Waltz(be) • Jazzy Grinding Waltz • sutraFLOW (v5),Just Grind(ha) • Harmonica Blues Lo-fi • sutraFLOW,Just Gasp(be) • Jazzy DUB Poetry • sutraFLOW (v1)"
L'Accordéon de l'Ignorance EP X9,https://soundcloud.com/bananasutra/sets/laccordeon-de-lignorance-ep-x9,BLOWsutra,BURLESQUE,BURLESQUE,9,9,1734,14,0:26:40,https://i1.sndcdn.com/artworks-otyCSuVjsJ2YL8G1-qQb1mw-t500x500.png,L-124,2024-12-11 21:31,
La Force Douce EPx7 ✪ French GROWsutra World Peace Duende LoFi Indie Fusion,https://soundcloud.com/bananasutra/sets/la-force-douce-epx7-french-growsutra-world-peace-duende-lofi-indie-fusion,GROWsutra,"INDIE,LOFI","FLAMENCO,GIPSY,INDIE,LOFI,SOUL",7,7,5259,38,0:23:54,https://i1.sndcdn.com/artworks-oqgzYZ3lzrGih5hj-WJ2hFQ-t500x500.png,L-126,,"[02] La Force Douce - French GROWsutra Gipsy Flamenco Duende Chanson INDIE,[03] La Force Douce - French GROWsutra Gipsy Flamenco Duende Chanson INDIE,[01] La Force Douce ✪ French GROWsutra Gipsy Flamenco Duende Chanson INDIE,[06] La Force Douce - French GROWsutra Tzigane Peace Soul Fusion LoFi INDIE"
La Poesia Importa ♕ EPx7 VOL.01 ♕ Bananasutra En Español,https://soundcloud.com/bananasutra/sets/la-poesia-importa-epx7-vol01-bananasutra-en-espanol,GLOWsutra,LOFI,"FADO,LOFI",7,7,2501,26,0:22:29,https://i1.sndcdn.com/artworks-DQAHMhBcDTcoVFfl-BTKWAA-t500x500.png,L-127,2025-05-27 13:16,"[06] La Poesia Importa 2 (low) - Psy JAZZsutra,[03] La Poesia Importa - Oh Lordy DUBsutra"
Le Système EP MIX X16 | Bluesy French Jazz,https://soundcloud.com/bananasutra/sets/le-systeme-de-macron-le-ptit-con,BLOWsutra,"BURLESQUE,DUB,JAZZ,LOFI","BURLESQUE,CABARET,DUB,JAZZ,LOFI,PUNK,SOUL",17,17,5877,80,0:46:58,https://i1.sndcdn.com/artworks-Jz9sGDEqD1gTTB5H-sILJIA-t500x500.jpg,L-131,,"Le Poids de l'Ego v1 • sutraFRENCH • Burlesque Ego Dub Cabaret,""Le système, ça voulait dire… v2 • sutraFRENCH • Burlesque Ego Accordion Cabaret"",""Manu, Le P'tit Menteur v2 • sutraFRENCH • Burlesque Ego Accordion Cabaret"",""Manu, Le P'tit Menteur v2 • sutraFRENCH • Burlesque Ego Accordion Cabaret"",""Le système, ça voulait dire… v3 • sutraFRENCH • Burlesque Ego JAZZZ Masquerade"",Le P'tit Jupiter • sutraFRENCH • indieJAZZZ Piano LOFI Soul :)"
Linguistic Weaponry EPx4 (Vol 2) DUBsutra,https://soundcloud.com/bananasutra/sets/linguistic-weaponry-epx4-vol-2-dubsutra,KNOWsutra,DUB,"DUB,HIP HOP",1,1,163,1,0:03:19,https://i1.sndcdn.com/artworks-gk645DrsmcEOxAyn-PRMvkA-t500x500.png,L-141,,
Linguistic Weaponry EPx7 Burlesque DUBsutra,https://soundcloud.com/bananasutra/sets/linguistic-weaponry-epx7-burlesque-dubsutra,SHOWsutra,"BURLESQUE,DUB","BURLESQUE,DUB,GIPSY",3,3,611,5,0:08:25,https://i1.sndcdn.com/artworks-gk645DrsmcEOxAyn-PRMvkA-t500x500.png,L-141,,
MAHA (Make America Humane Again) ☆ VOL.2 EPx6 ☆ BLOWsutra (MAxA Series) Psychedelic Trip Hop,https://soundcloud.com/bananasutra/sets/maha-make-america-humane-again-vol2-epx6-blowsutra-psy-trip-hop,BLOWsutra,"BLUES,DUB,LOFI","BLUES,DUB,GIPSY,LOFI,PSYCHEDELIC,TRIP HOP",6,6,8593,56,0:16:57,https://i1.sndcdn.com/artworks-JGT1OnfOXKJX40oI-WLwAYA-t500x500.png,L-143,2026-02-11 23:37,"[01] MAHA (Make America Humane Again) • Vol. 2 • BLOWsutra Gipsy Trip Hop Blues LOFI,[02] MAHA (Make America Humane Again) • Vol. 2 • BLOWsutra Gipsy Trip Hop Lofi DUB,[06] MAHA (Make America Humane Again) • Vol. 2 • BLOWsutra Gipsy Bass Trip Drum Hop Blues LOFI,[04] MAHA (Make America Humane Again) • Vol. 2 • BLOWsutra Gipsy LoFi Trip Hip Blop LOFI"
Make your Own Bible EP x6 VOL. 1 ℧ A Jazzy Burlesque Folk Trip Hop LOFI Venture (oui oui),https://soundcloud.com/bananasutra/sets/make-your-own-bible-ep-x6-vol-1-a-jazzy-burlesque-folk-trip-hop-lofi-venture-oui-oui,GROWsutra,"BURLESQUE,FOLK,JAZZ,LOFI","BURLESQUE,FOLK,JAZZ,LOFI,TRIP HOP",6,6,1214,4,0:18:34,https://i1.sndcdn.com/artworks-7xjmVBpcmAIlWBfO-5Ebr4Q-t500x500.png,L-146,,[2] Make your Own Bible - pbgal Burlesque LOFI
Male Fantasies - bananasutra EPx2 Vol. 03,https://soundcloud.com/bananasutra/sets/male-fantasies-bananasutra-epx2-vol-03,KNOWsutra,INDIE,INDIE,2,2,1650,12,0:07:19,https://i1.sndcdn.com/artworks-xSBf70BkIjbkDGPA-9368AQ-t500x500.png,L-148,,[01] Male Fantasies • Minimal Vocal JAZZsutra
Male Fantasies • CheekySUTRA EPx6 VOL. 02,https://soundcloud.com/bananasutra/sets/male-fantasies-cheekysutra-epx6-vol-02,SHOWsutra,INDIE,INDIE,6,6,999,6,0:20:32,https://i1.sndcdn.com/artworks-VQwphayyp6Az5g1b-6E63wg-t500x500.png,L-148,,
Mass Media Freakshow EPx13 VOL.02 ⭐︎ Terrence MCKenna KNOWs ⭐︎ Burlesque or Snooze?,https://soundcloud.com/bananasutra/sets/mass-media-freakshow-epx13-vol02-terrence-mckenna-knows-burlesque-or-snooze,BLOWsutra,"BURLESQUE,FOLK,JAZZ","BURLESQUE,FOLK,JAZZ",13,13,3268,19,0:44:35,https://i1.sndcdn.com/artworks-Xranl6ikDYKoluYT-FdIOxQ-t500x500.png,L-151,2025-04-15 20:39,"[05] Mass Media Freakshow - chanson encore oh boy BURLESQUE,[13] Mass Media Freakshow - McKenna's Folk,[01] Mass Media Freakshow • udio PSYcircus BURLESQUE"
Mind the Felon EP X5 | JAZZ LOFI : Psychedelic Paradox Soul Chanson,https://soundcloud.com/bananasutra/sets/mind-the-felon-bananasutra-jazz-lofi,BLOWsutra,"JAZZ,LOFI","JAZZ,LOFI,PSYCHEDELIC,SOUL",5,5,3178,28,0:15:38,https://i1.sndcdn.com/artworks-JhmQUJamnQmJaWeu-4kvdTA-t500x500.png,L-154,,"Mind the Felon (two) • FOLKsutra,Mind the Felon (one) • JAZZsutra,Mind the Felon (three) • JAZZsutra"
New Normalcy (Planet Earth to Higher Grounds) EP x7,https://soundcloud.com/bananasutra/sets/new-normalcy-planet-earth-to-higher-grounds-ep-x7,KNOWsutra,FOLK,FOLK,7,7,1847,19,0:25:21,https://i1.sndcdn.com/artworks-ud5KKsf2ftHwkxwZ-emOxEw-t500x500.jpg,L-156,,"""New Normalcy, Space Oddity ☰ BANJOsutra"",""New Normalcy, Space Oddity ☰ DUBsutra"""
Nous Sommes Le Feu EPx4 ☲ GROWsutra French Peace Indie,https://soundcloud.com/bananasutra/sets/nous-sommes-le-feu-epx4-growsutra-french-peace-indie,GROWsutra,"DUB,INDIE,MANTRA","DUB,INDIE,MANTRA",4,4,858,10,0:12:40,https://i1.sndcdn.com/artworks-LI16piMdqgOBh7oK-so3Vwg-t500x500.png,L-162,,[01] Nous Sommes Le Feu - Chanson à la BLUESsutra - INDIE
"Oh My, Oh Why (Socrates Song) - GROWsutra EPx7",https://soundcloud.com/bananasutra/sets/oh-my-oh-why-socrates-song-growsutra-epx7,GROWsutra,"DUB,FOLK,INDIE","DUB,FOLK,INDIE",7,7,1243,12,0:26:35,https://i1.sndcdn.com/artworks-u4xWThnzlboyzPPM-yy5lxA-t500x500.png,L-163,,
"Oh, Freedom EP x10 ♛ BLUESsutra (Public Domain Lyrics)",https://soundcloud.com/bananasutra/sets/oh-freedom-bluessutra-public-domain-lyrics,BOWsutra,,SOUL,10,10,1852,24,0:28:24,https://i1.sndcdn.com/artworks-P78u62myC8kQzJcZ-qk1VzQ-t500x500.png,L-164,,
Ordo Amoris in Decay ♡ GROWsutra EPx6,https://soundcloud.com/bananasutra/sets/ordo-amoris-in-decay-growsutra-epx6,GROWsutra,"INDIE,JAZZ","FADO,INDIE,JAZZ",6,6,4837,42,0:19:10,https://i1.sndcdn.com/artworks-opR2DJpgXbteguGo-J7W1sA-t500x500.png,L-170,2025-06-19 10:35,"[01] Ordo Amoris In Decay - Gypsy Fado BURLESQUEsutra,[05] Ordo Amoris In Decay - muse DUBsutra,[00] All I Want Is To Believe - CAT JAZZ BURLESQUEsutra,[04] Ordo Amoris In Decay - Indie LOFIsutra,[02] Ordo Amoris In Decay - Oh Boy Accordion Cello BURLESQUEsutra"
Pedo Nation ★ Felon Nation Redux ★ BLOWsutra EPx14,https://soundcloud.com/bananasutra/sets/pedo-nation-felon-nation-redux-blowsutra-epx14,BLOWsutra,"BANJO,BLUES,DUB,LOFI,MANTRA","BANJO,BLUES,COUNTRY,DUB,LOFI,MANTRA,TRIP HOP",14,14,3222,24,0:50:51,https://i1.sndcdn.com/artworks-LhTksDdMzsR3b0mE-zpGPhA-t500x500.png,L-176,,"[13] PEDO Nation • High Drum Prayer MANTRA,[10] PEDO Nation • Cello Trip Hop LOFI"
