ep_title,ep_url,LIKE RATE,LIKES per TRACK,total_plays,total_likes,duration_total,sutra,genres,genres_full,track_count,ep_total_tracks,artwork_url,created_at,playlist_names_clean,TRACKs,Auto ID,EP G-ID,lyrics_id
Peel Me Kindly 🍌 SHOWsutra Gone Banana à la Gipsy JAZZ EPx7,https://soundcloud.com/bananasutra/sets/peel-me-kindly-showsutra-gone-banana-a-la-gipsy-jazz,1.173%,8.6%,5115,60,30:57,SHOWsutra,JAZZ,"GIPSY,JAZZ",7,7,https://i1.sndcdn.com/artworks-lciyCEyApUx6fnqe-mWMztg-t500x500.png,,"FLOWsutra : WET (my friend),JAZZsutra,SHOWsutra where bananas play","[04] Peel Me Kindly • FLOWsutra Gone Banana Joke Gipsy JAZZ,[05] Peel Me Kindly • FLOWsutra Gone Banana Joke Gipsy JAZZ,[02] Peel Me Kindly • FLOWsutra Gone Banana Joke Gipsy JAZZ,[01] Peel Me Kindly • FLOWsutra Gone Banana Joke Gipsy JAZZ",134,G-134,L-185
Second Hand Smoke (of) Arrogant Hearts - BLOWsutra EGO Therapy EPx6,https://soundcloud.com/bananasutra/sets/second-hand-smoke-of-arrogant-hearts-blowsutra-ego-therapy-epx6,1.070%,8.3%,4672,50,17:53,BLOWsutra,"BANJO,BURLESQUE,DUB,INDIE,LOFI,MANTRA","BANJO,BURLESQUE,DUB,GIPSY,INDIE,LOFI,MANTRA,SOUL,TRIP HOP",6,6,https://i1.sndcdn.com/artworks-Tee0LuKXPZj5MLJY-pyJfiA-t500x500.png,2025-11-06 23:12,"BLOWsutra,BLOWsutra : EGO (gone loco),LOFIsutra,MANTRAsutra","Side A [03] Secondhand Smoke • BLOWsutra Ego Gone Loco Gipsy Indie Trip Hop LOFI,Side A [01] Secondhand Smoke • BLOWsutra Ego Gone Loco Gipsy Indie Trip Hop LOFI,Side B [03] Arrogant Hearts - BLOWsutra Indie Cello MANTRA",156,G-156,L-18
Everybody Knows ✔ Vol. 03 - EPx7 ✔ KNOWsutra Gipsy Trip Hop Truth Prayer Dream,https://soundcloud.com/bananasutra/sets/everybody-knows-vol-03-epx7-knowsutra-gipsy-trip-hop-truth-prayer-dream,1.261%,8.0%,4441,56,28:35,KNOWsutra,"BLUES,BURLESQUE,DUB,INDIE,JAZZ,LOFI","BLUES,BURLESQUE,DUB,GIPSY,INDIE,JAZZ,LOFI,PSYCHEDELIC,TRIP HOP",7,7,https://i1.sndcdn.com/artworks-WS97VCa9dwPRoGyv-ajY3dQ-t500x500.png,,"BLUESsutra,INDIEsutra,KNOWsutra : (naked) TRUTH,KNOWsutra where questions matter","[02] Everybody Knows • KNOWsutra Burlesque Trip Hop Indie Dub Piano BLUES,[05] Everybody Knows • KNOWsutra Psychedelic Trip Hop Cello Waltz INDIE,[04] Everybody Knows • KNOWsutra Burlesque Trip Hop Piano Jazz INDIE,[01] Everybody Knows • KNOWsutra Burlesque Trip Hop Indie Piano BLUES",51,G-51,L-72
Seminal Bollocks - Merry Psychedelic GROWsutra (God Etc.) EPx10,https://soundcloud.com/bananasutra/sets/seminal-bollocks-merry-psychedelic-growsutra-god-etc-epx10,0.852%,7.7%,9040,77,36:45,GROWsutra,"BURLESQUE,FOLK,INDIE,LOFI,ROCK","BURLESQUE,COUNTRY,FADO,FOLK,GIPSY,INDIE,LOFI,PSYCHEDELIC,PUNK,ROCK",10,10,https://i1.sndcdn.com/artworks-WZTqldC4Qw8BIhVK-eZYyAA-t500x500.png,,"BURLESQUEsutra,GROWsutra : GOD (etc),GROWsutra where we be brave,LOFIsutra","""[07] Seminal Bollocks - GROWsutra (God, Etc) Gipsy Trip BRUH Hop LOFI"",""[04] Seminal Bollocks - GROWsutra (God, Etc) French Accordion Psychedelia BURLESQUE"",""[06] Seminal Bollocks - GROWsutra (God, Etc) Psychedelic Tzigane Fusion Folk LOFI""",159,G-159,L-214
No Fear · My Dear ❢ BLOWsutra Revolution Ring Jazz EPx19,https://soundcloud.com/bananasutra/sets/no-fear-my-dear-blowsutra-revolution-ring-jazz-epx19,1.007%,7.6%,14398,145,1:15:40,BLOWsutra,"BLUES,FOLK,INDIE,JAZZ,LOFI","BLUES,FOLK,GIPSY,INDIE,JAZZ,LOFI,PSYCHEDELIC",19,19,https://i1.sndcdn.com/artworks-ecBWNrgF4umdHgXR-yDUv4A-t500x500.png,,"BLOWsutra,BLOWsutra : REVOLT (now),BLUESsutra,FOLKsutra,JAZZsutra,LOFIsutra","""Side B [11] No Fear, My Dear • BLOWsutra Revolt Now Dubby Psychedelic Folky BLUES"",""Side A [07] No Fear, My Dear • BLOWsutra Revolt Now Dubby Bluesy Psychedelic Chanson Piano JAZZ"",""Side B [18] No Fear, My Dear • BLOWsutra Revolt Now Psychedelic Gipsy World Fusion Indie LOFI"",""Side B [15] No Fear, My Dear • BLOWsutra Revolt Now Psychedelic Gipsy World LoFi Folk Fusion INDIE"",""Side B [12] No Fear, My Dear • BLOWsutra Revolt Now Dubby Bluesy Jazzy Psychedelic Chanson Piano FOLK"",""Side A [10] No Fear, My Dear • BLOWsutra Revolt Now Dubby Psychedelic Chanson Bluesy JAZZ"",""Side A [05] No Fear, My Dear • BLOWsutra Revolt Now Bluesy Psychedelic Chanson Piano JAZZ"",""Side B [13] No Fear, My Dear • BLOWsutra Revolt Now Dubby Psychedelic FOLK"",""Side A [09] No Fear, My Dear • BLOWsutra Revolt Now Bluesy Psychedelic Chanson Piano JAZZ"",""Side A [02] No Fear, My Dear • BLOWsutra Revolt Now Bluesy Psychedelic Chanson Piano Bass JAZZ"",""Side A [01] No Fear, My Dear • BLOWsutra Revolt Now Bluesy Psychedelic Chanson Piano JAZZ"",""Side A [08] No Fear, My Dear • BLOWsutra Revolt Now Psychedelic Gipsy World LoFi Fusion Piano Indie JAZZ"",""Side A [03] No Fear, My Dear • BLOWsutra Revolt Now Bluesy Psychedelic Chanson Piano JAZZ""",123,G-123,L-166
To Dream EP X8 | Jacques Brel Chanson Reimagined : Psychedelic French Poetry JAZZsutra X5,https://soundcloud.com/bananasutra/sets/the-quest-brel-poetry-jazz-remakes-x8,1.078%,7.6%,5661,61,21:21,GLOWsutra,JAZZ,"JAZZ,PSYCHEDELIC",8,8,https://i1.sndcdn.com/artworks-QUpuRg3OOi3Qb9MF-h5LTAw-t500x500.png,,"BURLESQUEsutra,FOLKsutra,GLOWsutra : RAINBOWS (in my clouds),GLOWsutra where gratitude feeds","#3 The Quest of an Unyielding Star (v2) • Jacques Brel Remake • Bananasutra Jazz,#2 The Quest of an Unyielding Star (v3) • Jacques Brel Remake • Bananasutra Jazz,#1 The Quest • Jacques Brel Remake • Bananasutra French Accordion",197,G-197,L-266
Hello · Oh No • EPx16 • GROWsutra Psychedelic Logic Harmonics,https://soundcloud.com/bananasutra/sets/hello-oh-no-growsutra-psychedelic-epx16,1.091%,7.5%,11004,120,48:03,GROWsutra,"BANJO,BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI","BANJO,BLUES,BURLESQUE,CABARET,DUB,FLAMENCO,FOLK,GIPSY,INDIE,JAZZ,LOFI,PSYCHEDELIC,PUNK",15,16,https://i1.sndcdn.com/artworks-X8yzz8V1uH0GpZZw-fED3yQ-t500x500.png,2026-02-26 22:16,"DUBsutra,GROWsutra where we be brave","""[01] Hello, Oh No • GROWsutra Psychedelic Folk Poetry Bridges the DUB"",""[06] Hello, Oh No • GROWsutra La Poesita Gipsy Flamenco DUB"",""[03] Hello, Oh No • GROWsutra Psychedelic Folk Poetry Bridges the DUB"",""[09] Hello, Oh No • GROWsutra Psychedelic Circus Indie Tango JAZZ"",""[11] Hello, Oh No • GROWsutra Psychedelic Queen of Authentic Dubby Folk Banjo BLUES""",68,G-68,L-95
Bloom Past Doom (Apes Gone Wrong Series) EPx5 - BLOWsutra (Revolt Now)  Grassroots Hope Song,https://soundcloud.com/bananasutra/sets/bloom-past-doom-apes-gone-wrong-series-epx5-blowsutra-revolt-now-grassroots-hope-song,1.082%,7.4%,3419,37,15:41,BLOWsutra,"BURLESQUE,FOLK,INDIE,JAZZ","BURLESQUE,CABARET,COUNTRY,FOLK,INDIE,JAZZ,PSYCHEDELIC,SOUL",5,5,https://i1.sndcdn.com/artworks-NfNdCTLZ9C9HupPU-ETvEcw-t500x500.png,,"BLOWsutra,BLOWsutra : REVOLT (now),BURLESQUEsutra,QUACKsutra where we sing FU",[03] Bloom Past Doom - BLOWsutra (Revolt Now) Cello Circus Chanson Cabaret BURLESQUE,21,G-21,L-36
Poetry Slow Burns ☲ EPx5 Vol.01 ☲ DUBsutra,https://soundcloud.com/bananasutra/sets/poetry-slow-burns-epx5-vol01-dubsutra,0.914%,7.4%,4049,37,19:17,GLOWsutra,DUB,DUB,5,5,https://i1.sndcdn.com/artworks-kFKsDMSXWH3Vpk1z-DJlmNw-t500x500.png,,"DUBsutra,GLOWsutra : POET(ry),GLOWsutra where gratitude feeds","[05] Poetry Slow Burns - Sweet DUBsutra,[03] Poetry Slow Burns - DUBsutra,[02] Poetry Slow Burns - DUBsutra,[01] Poetry Slow Burns  - Gold DUBsutra",140,G-140,L-191
Poetry Matters ☲ EPx3 Vol.05 ☲ DUBsutra,https://soundcloud.com/bananasutra/sets/poetry-matters-epx3-vol05-dubsutra,0.980%,7.3%,2245,22,12:21,GLOWsutra,DUB,DUB,3,3,https://i1.sndcdn.com/artworks-abyBryFxsG9vVsON-VYqfCQ-t500x500.png,,"DUBsutra,GLOWsutra : POET(ry),GLOWsutra where gratitude feeds","[03] Poetry Duende - DUBsutra,[01] Poetry Duende - DUBsutra",137,G-137,L-189
Why We Can't Be Brave? ☷ GROWsutra (Censored) Cello EPx8,https://soundcloud.com/bananasutra/sets/why-we-cant-be-brave-growsutra-censored-cello-epx8,0.962%,7.2%,6031,58,28:47,GROWsutra,"BURLESQUE,DUB,INDIE,LOFI","BURLESQUE,DUB,FLAMENCO,HIP HOP,INDIE,LOFI,PSYCHEDELIC",8,8,https://i1.sndcdn.com/artworks-rB89JSlaccuJ12aJ-01Yopg-t500x500.png,2025-12-02 22:33,"BLOWsutra : CENSOR(ed),GROWsutra where we be brave,INDIEsutra,LOFIsutra","[04] Why We Can't Be Brave - GROWsutra (Censored) Psychedelic Flamenco Dub Cello Fusion INDIE,[07] Why We Can't Be Brave - GROWsutra (Censored) Psychedelic Hip Hop Cello Indie Dub Fusion LOFI,[08] Why We Can't Be Brave - GROWsutra (Censored) Psychedelic Hip Hop Cello Indie Dub Fusion LOFI,[02] Why We Can't Be Brave - GROWsutra (Censored) Psychedelic Cello Drama Duende Dream INDIE",226,G-226,L-304
They Call It Freedom (Oh Hi · Sweet Honey Bun) ✯ BLOWsutra (Revolt Now) EPx11,https://soundcloud.com/bananasutra/sets/they-call-it-freedom-oh-hi-sweet-honey-bun-blowsutra-revolt-now-epx11,1.202%,7.2%,6575,79,36:40,BLOWsutra,"BLUES,BURLESQUE,FOLK,INDIE,LOFI","BLUES,BURLESQUE,FOLK,GIPSY,HIP HOP,INDIE,LOFI,PSYCHEDELIC,TRIP HOP",11,11,https://i1.sndcdn.com/artworks-kwu5kFHr0XzItgSe-7wgK2Q-t500x500.png,,"BLOWsutra,BLOWsutra : REVOLT (now),BLUESsutra,FOLKsutra,LOFIsutra","""[02] They Call It Freedom (Oh Hi, Sweet Honey Bun) • BLOWsutra (Revolt Now) Psychedelic Gipsy Dadadam Indie LOFI"",""[10] They Call It Freedom (Oh Hi, Sweet Honey Bun) • BLOWsutra (Revolt Now) Classichedelic Americana BLUES"",""[06] They Call It Freedom (Oh Hi, Sweet Honey Bun) • BLOWsutra (Revolt Now) Psychedelic Gipsy Cello Trip Hip Hop Indie LOFI"",""[07] They Call It Freedom (Oh Hi, Sweet Honey Bun) • BLOWsutra  (Revolt Now) Psychedelic Dubby Americana Indie LoFi FOLK"",""[08] They Call It Freedom (Oh Hi, Sweet Honey Bun) • BLOWsutra (Revolt Now) Classichedelic Americana Dubby Folky BLUES""",192,G-192,L-262
DEFY (Vol 2) - 3 Songs EPx6 - BLOWsutra Revolution Ring LoFi Jazz Fusion,https://soundcloud.com/bananasutra/sets/defy-vol-2-3-songs-epx6-blowsutra-revolution-ring-lofi-jazz-fusion,0.655%,7.1%,7633,50,19:37,BLOWsutra,"BURLESQUE,JAZZ,LOFI","BURLESQUE,JAZZ,LOFI,PSYCHEDELIC,TRIP HOP",7,7,https://i1.sndcdn.com/artworks-ZOzjbG3qBNgMzOWS-9LnxjQ-t500x500.png,,"BLOWsutra,BURLESQUEsutra,JAZZsutra,LOFIsutra","[BONUS] Shameless - DEFY EP Vol 2 - BLOWsutra Revolution Ring Psychedelic Piano Jazz BURLESQUE,Side B [01] Shameless - DEFY EP Vol 2 - BLOWsutra Revolution Ring Psychedelic Trip Hop(e) LOFI,Side A [03] Universal Currency - DEFY EP Vol 2 - BLOWsutra Revolution Ring Psychedelic Piano Burlesque JAZZ,Side A [02] Optics of Cruelty - DEFY EP Vol 2 - BLOWsutra Revolution Ring Psychedelic Piano Burlesque JAZZ",36,G-36,L-219
Spit Back The Lies • BLOWsutra (Revolution Ring) EPx20,https://soundcloud.com/bananasutra/sets/spit-back-the-lies-blowsutra-epx20,0.985%,7.0%,14213,140,57:42,BLOWsutra,"BANJO,BLUES,BURLESQUE,DUB,FOLK,INDIE,LOFI,ROCK","BANJO,BLUES,BURLESQUE,DUB,FLAMENCO,FOLK,GIPSY,HIP HOP,INDIE,LOFI,PSYCHEDELIC,PUNK,ROCK",20,20,https://i1.sndcdn.com/artworks-qXPEntVNqNX60KsD-pPXHNg-t500x500.png,,"BLOWsutra,BLUESsutra,DUBsutra,INDIEsutra,LOFIsutra","[05] Spit Back The Lies • BLOWsutra (Revolution Ring) La Poesita Indie Flamenco Fusion DUB,[10] Spit Back The Lies • BLOWsutra (Revolution Ring) Psychedelick Folk Poetry Bridges the DUB,[20] Spit Back The Lies • BLOWsutra (Revolution Ring) Psychedelic Destiny Banjo BLUES,[03] Spit Back The Lies • BLOWsutra (Revolution Ring) Mama-b-c Psychedelic Cello Fusion INDIE,[11] Spit Back The Lies • BLOWsutra (Revolution Ring) Indie Gipsy Hip Hop Fusion LOFI,[02] Spit Back The Lies • BLOWsutra (Revolution Ring) Mama-b-c Psychedelic Cello Fusion INDIE,[08] Spit Back The Lies • BLOWsutra (Revolution Ring) Psychedelick Folk Poetry Bridges the DUB,[13] Spit Back The Lies • BLOWsutra (Revolution Ring) Psychedelic Bruh Hip Hop Dub LOFI",173,G-173,L-232
Ordo Amoris in Decay ♡ GROWsutra EPx6,https://soundcloud.com/bananasutra/sets/ordo-amoris-in-decay-growsutra-epx6,0.868%,7.0%,4837,42,19:10,GROWsutra,"INDIE,JAZZ","FADO,INDIE,JAZZ",6,6,https://i1.sndcdn.com/artworks-opR2DJpgXbteguGo-J7W1sA-t500x500.png,2025-06-19 10:35,"BLOWsutra : APES (gone wrong),BURLESQUEsutra,DUBsutra,INDIEsutra,LOFIsutra","[01] Ordo Amoris In Decay - Gypsy Fado BURLESQUEsutra,[05] Ordo Amoris In Decay - muse DUBsutra,[00] All I Want Is To Believe - CAT JAZZ BURLESQUEsutra,[04] Ordo Amoris In Decay - Indie LOFIsutra,[02] Ordo Amoris In Decay - Oh Boy Accordion Cello BURLESQUEsutra",130,G-130,L-178
We Remember What (We Remember What) We Feel☉EPx5 INDIE GROWsutra,https://soundcloud.com/bananasutra/sets/we-remember-what-we-remember-what-we-feelepx5-indie-growsutra,2.833%,6.8%,1200,34,15:54,GROWsutra,INDIE,INDIE,5,5,https://i1.sndcdn.com/artworks-InO7MMy9vHYpBdDo-YcZoDQ-t500x500.png,2025-06-02 23:28,"GROWsutra : DARE (to care),GROWsutra where we be brave,INDIEsutra","we remember what we remember when we feel 3,we remember what we remember when we feel 2,we remember what we remember when we feel 4,we remember what we remember when we feel 1,we remember what we remember when we feel 5",209,G-209,L-283
Trauma Begets Trauma - KNOWsutra Peace (not War) Piano Kitten Truth EPx5,https://soundcloud.com/bananasutra/sets/trauma-begets-trauma-knowsutra-peace-not-war-piano-kitten-truth-epx5,0.799%,6.8%,4254,34,15:46,KNOWsutra,INDIE,"GIPSY,INDIE",5,5,https://i1.sndcdn.com/artworks-O1DJ2yudziIuoAWo-vRdodg-t500x500.png,,KNOWsutra : PEACE (not War),"[03] Trauma Begets Trauma • KNOWsutra Whimsical Gipsy Peace Kitten Dream Piano INDIE,[04] Trauma Begets Trauma • KNOWsutra Whimsical Gipsy Peace Kitten Dream Piano INDIE,[01] Trauma Begets Trauma • KNOWsutra Whimsical Gipsy Peace Kitten Dream Piano INDIE",198,G-198,L-268
L'Embobinage (d'après Carl Sagan) • French GROWsutra EPx17,https://soundcloud.com/bananasutra/sets/lembobinage-dapres-carl-sagan-french-growsutra-epx17,0.985%,6.7%,11576,114,50:14,GROWsutra,"BURLESQUE,DUB,INDIE,JAZZ","BURLESQUE,DUB,FLAMENCO,INDIE,JAZZ",17,17,https://i1.sndcdn.com/artworks-CtDeRlGcQzG1ofC3-5Y1m0w-t500x500.png,2025-09-29 21:24,"BURLESQUEsutra,DUBsutra,FRENCHsutra oui oui · sacrebleu,GROWsutra where we be brave,INDIEsutra,LOFIsutra,OUI OUI : Pardon (my French)","[14] L'Embobinage (d'après Carl Sagan) • French GROWsutra World Peace PsyAccordion POP BURLESQUE 3 INDIE,[03] L'Embobinage (d'après Carl Sagan) • French GROWsutra World Peace PsyAccordion CelLOFI INDIE,[09] L'Embobinage (d'après Carl Sagan) • French GROWsutra World Peace Hypnotic Tango Jazz INDIE,[13] L'Embobinage (d'après Carl Sagan) • French GROWsutra World Peace Miss Cheeky DUB,[02] L'Embobinage (d'après Carl Sagan) • French GROWsutra World Peace CelLOFI,[05] L'Embobinage (d'après Carl Sagan) • French GROWsutra World Peace Tzigane Fusion INDIE,[11] L'Embobinage (d'après Carl Sagan) • French GROWsutra World Peace La Poesita Flamenco INDIE DUB,[12] L'Embobinage (d'après Carl Sagan) • French GROWsutra World Peace Miss Cheeky DUB,[01] L'Embobinage (d'après Carl Sagan) • French GROWsutra World Peace CelLOFI,[15] L'Embobinage (d'après Carl Sagan) • French GROWsutra World Peace PsyAccordion POP BURLESQUE INDIE",96,G-96,L-131
There's No Prayer Like Desire • KNOWsutra But(t) Why EPx4,https://soundcloud.com/bananasutra/sets/theres-no-prayer-like-desire-knowsutra-butt-why-epx4,1.003%,6.7%,1995,20,8:29,KNOWsutra,"BANJO,BLUES,BURLESQUE","BANJO,BLUES,BURLESQUE",3,3,https://i1.sndcdn.com/artworks-BZeLqNQ4AlXL9NGG-8Sntuw-t500x500.png,,"BLUESsutra,BURLESQUEsutra,KNOWsutra where questions matter","[04] The Fire We Share • There's No Prayer Like Desire • KNOWsutra But(t) Why Accordion Chanson BURLESQUE,[01] Not Who Powers • There's No Prayer Like Desire • KNOWsutra But(t) Why Banjo Destiny BLUES",191,G-191,L-259
Just Be EP X7 | Vocal Honey Audio Ideals,https://soundcloud.com/bananasutra/sets/just-be-vocal-jazz-honey-x7,0.811%,6.6%,5669,46,23:21,FLOWsutra,"BLUES,DUB,JAZZ,LOFI","BLUES,DUB,JAZZ,LOFI",7,7,https://i1.sndcdn.com/artworks-IDfjsYaZOumrtQ1L-jseSkw-t500x500.png,,"BANJOsutra,BURLESQUEsutra,DUBsutra,FLOWsutra : FLY (like water),FLOWsutra where time is space,FOLKsutra,INDIEsutra,MANTRAsutra","Just Waltz(be) • Jazzy Grinding Waltz • sutraFLOW (v5),Just Grind(ha) • Harmonica Blues Lo-fi • sutraFLOW,Just Gasp(be) • Jazzy DUB Poetry • sutraFLOW (v1)",90,G-90,L-121
Two Things · Darling • EPx11 • KNOWsutra (Bertrand) Conscious Gipsy LoFi Blues INDIE,https://soundcloud.com/bananasutra/sets/two-things-darling-epx11-knowsutra-bertrand-conscious-gipsy-lofi-blues-indie,0.903%,6.6%,7975,72,43:01,KNOWsutra,"BANJO,BLUES,DUB,INDIE,LOFI","BANJO,BLUES,DUB,FLAMENCO,GIPSY,INDIE,LOFI,PSYCHEDELIC,TRIP HOP",11,11,https://i1.sndcdn.com/artworks-arUtRqgFTtrbCyLv-f6mbwA-t500x500.png,2026-01-01 22:37,"BLUESsutra,DUBsutra,INDIEsutra,KNOWsutra : BERTRAND (mon chéri),KNOWsutra where questions matter","""[11] Two Things, Darling • KNOWsutra Bertrand (Knows) Psychedelic Destiny Banjo BLUES"",""[08] Two Things, Darling • KNOWsutra Bertrand (Knows) Existential Poetry Mama DUB"",""[07] Two Things, Darling • KNOWsutra Bertrand (Knows) La Poesita Gipsy Flamenco Dub INDIE"",""[05] Two Things, Darling • KNOWsutra Bertrand (Knows) La Poesita Gipsy Flamenco Dub INDIE"",""[09] Two Things, Darling • KNOWsutra Bertrand (Knows) Psychedelic Destiny Banjo BLUES""",203,G-203,L-274
Poetry Nah Lie ☲ EPx6 Vol.01 ☲ DUBsutra,https://soundcloud.com/bananasutra/sets/poetry-nah-lie-epx6-vol01-dubsutra,1.146%,6.5%,3403,39,21:43,GLOWsutra,DUB,RAGGA,6,6,https://i1.sndcdn.com/artworks-XirUpSPl2GiR23bD-IUcZyA-t500x500.png,,"DUBsutra,GLOWsutra where gratitude feeds","[03] Poetry Nah Lie - Ragga DUBsutra,[06] Poetry Nah Lie - Ragga DUBsutra,[02] Poetry Nah Lie - Ragga DUBsutra,[01] Poetry Nah Lie - Ragga DUBsutra",139,G-139,L-190
This Is My Quest • GROWsutra (Dare to Care) Dream EPx19,https://soundcloud.com/bananasutra/sets/this-is-my-quest-growsutra-epx19,0.710%,6.5%,17323,123,1:13:50,GROWsutra,"DUB,INDIE,JAZZ,LOFI","DUB,FADO,FLAMENCO,GIPSY,INDIE,JAZZ,LOFI,PSYCHEDELIC",19,19,https://i1.sndcdn.com/artworks-qhqHRqMMeCjATzsp-RQ8fQQ-t500x500.png,2026-03-16 18:54,"DUBsutra,GROWsutra : DARE (to care),GROWsutra where we be brave,INDIEsutra,JAZZsutra","[07] This Is My Quest • GROWsutra La Poesita Gipsy Fado Flamenco Duende DUB,[15] This Is My Quest • GROWsutra Psychedelic Poetry Bridges the DUB,[19] This Is My Quest • GROWsutra Ethically Psychedelic Gipsy JAZZ,[06] This Is My Quest • GROWsutra Psychedelic Gipsy Techno Fado Flamenco Duende INDIE,[01] This Is My Quest • GROWsutra Psychedelic Gipsy Techno Fado Flamenco Duende INDIE,[12] This Is My Quest • GROWsutra Psychedelic Poetry Bridges the DUB,[05] This Is My Quest • GROWsutra Psychedelic Gipsy Techno Fado Flamenco Duende INDIE,[09] This Is My Quest • GROWsutra Psychedelic Gipsy Fado Arabesk Lofi Dub INDIE",194,G-194,L-263
Awe Is Mighty (Maybe Even Holy) - GLOWsutra Conscious Indie LoFi Lullaby EPx2,https://soundcloud.com/bananasutra/sets/awe-is-mighty-maybe-even-holy-glowsutra-conscious-indie-lofi-epx2,1.783%,6.0%,673,12,6:41,GLOWsutra,"BLUES,FOLK,INDIE,LOFI,MANTRA","BLUES,FOLK,INDIE,LOFI,MANTRA,PSYCHEDELIC,TRIP HOP",2,2,https://i1.sndcdn.com/artworks-OV8ZRGizQyraCB7N-C8HWOQ-t500x500.png,,"GLOWsutra : POET(ry),GLOWsutra where gratitude feeds,LOFIsutra,MANTRAsutra","[01] Awe Is Mighty (Maybe Even Holy) - GLOWsutra Conscious Indie trip Hop(e) Blues Lullaby LOFI,[02] Awe Is Mighty (Maybe Even Holy) - GLOWsutra Psychedelic Folk Circus Dreamy Drum Indie MANTRA",12,G-12,L-21
Male Fantasies - bananasutra EPx2 Vol. 03,https://soundcloud.com/bananasutra/sets/male-fantasies-bananasutra-epx2-vol-03,0.727%,6.0%,1650,12,7:19,KNOWsutra,INDIE,INDIE,2,2,https://i1.sndcdn.com/artworks-xSBf70BkIjbkDGPA-9368AQ-t500x500.png,,"BLOWsutra,BLOWsutra : EGO (gone loco)",[01] Male Fantasies • Minimal Vocal JAZZsutra,108,G-108,L-154
An American in Paris (Public Domain Lyrics) 🎙️ SHOWsutra Classic Retro Musical REMAKE,https://soundcloud.com/bananasutra/sets/an-american-in-paris-public-domain-lyrics-showsutra-classic-retro-musical-remake,0.981%,5.8%,3569,35,20:07,SHOWsutra,"DUB,INDIE,JAZZ","DUB,INDIE,JAZZ",6,6,https://i1.sndcdn.com/artworks-dOp2MsRUp5Ta2lVZ-MjIpgA-t500x500.png,,"DUBsutra,JAZZsutra,SHOWsutra where bananas play","""[03] Nice Work If You Can Get It - An American in Paris, Public Domain Lyrics - SHOWsutra Indie JAZZ"",""[04] Embraceable You - An American in Paris, Public Domain Lyrics - SHOWsutra Indie Jazz DUB"",""[05] Tra-La-La - An American in Paris, Public Domain Lyrics - SHOWsutra Indie Jazz DUB""",10,G-10,L-17
Curious Like A Kiss • FLOWsutra Cheeky Duende EPx11,https://soundcloud.com/bananasutra/sets/curious-like-a-kiss-flowsutra-epx11,0.800%,5.7%,7873,63,34:05,FLOWsutra,"BURLESQUE,DUB,INDIE,LOFI","BURLESQUE,DUB,FLAMENCO,GIPSY,INDIE,LOFI",11,11,https://i1.sndcdn.com/artworks-zbyI4lbDpbvjrsBi-cszDDA-t500x500.png,2026-03-11 18:25,"BURLESQUEsutra,FLOWsutra where time is space,INDIEsutra,LOFIsutra","[09] Curious Like A Kiss • FLOWsutra Cheeky Duende Arabesk Dub LOFI,[05] Curious Like A Kiss • FLOWsutra La Poesita Flamenco Duende Dub INDIE,[07] Curious Like A Kiss • FLOWsutra Cheeky Duende Gipsy Fusion LOFI,[10] Curious Like A Kiss • FLOWsutra Cheeky Duende Arabesk Dub LOFI,[02] Curious Like A Kiss • FLOWsutra Oh Boy Piano Waltz BURLESQUE",33,G-33,L-54
Mind the Felon EP X5 | JAZZ LOFI : Psychedelic Paradox Soul Chanson,https://soundcloud.com/bananasutra/sets/mind-the-felon-bananasutra-jazz-lofi,0.881%,5.6%,3178,28,15:38,BLOWsutra,"JAZZ,LOFI","JAZZ,LOFI,PSYCHEDELIC,SOUL",5,5,https://i1.sndcdn.com/artworks-JhmQUJamnQmJaWeu-4kvdTA-t500x500.png,,"BLOWsutra,FOLKsutra,JAZZsutra,QUACKsutra : DUCK (shady),QUACKsutra where we sing FU","Mind the Felon (two) • FOLKsutra,Mind the Felon (one) • JAZZsutra,Mind the Felon (three) • JAZZsutra",117,G-117,L-161
Darling EP,https://soundcloud.com/bananasutra/sets/arthur-darling,1.421%,5.5%,1548,22,13:47,BOWsutra,INDIE,INDIE,4,4,https://i1.sndcdn.com/artworks-sm0RyWK8U9ogWbAR-vvmBLg-t500x500.png,2024-11-20 21:30,"BOWsutra : DEATH (is nothing),BOWsutra the last of 7 sutras · it's divine <3,JAZZsutra",#2 Darling - JAZZsutra,35,G-35,L-57
La Force Douce EPx7 ✪ French GROWsutra World Peace Duende LoFi Indie Fusion,https://soundcloud.com/bananasutra/sets/la-force-douce-epx7-french-growsutra-world-peace-duende-lofi-indie-fusion,0.723%,5.4%,5259,38,23:54,GROWsutra,"INDIE,LOFI","FLAMENCO,GIPSY,INDIE,LOFI,SOUL",7,7,https://i1.sndcdn.com/artworks-oqgzYZ3lzrGih5hj-WJ2hFQ-t500x500.png,,"FRENCHsutra oui oui · sacrebleu,GROWsutra : KIND(ness),GROWsutra where we be brave,INDIEsutra,LOFIsutra,OUI OUI : Pardon (my French)","[02] La Force Douce - French GROWsutra Gipsy Flamenco Duende Chanson INDIE,[03] La Force Douce - French GROWsutra Gipsy Flamenco Duende Chanson INDIE,[01] La Force Douce ✪ French GROWsutra Gipsy Flamenco Duende Chanson INDIE,[06] La Force Douce - French GROWsutra Tzigane Peace Soul Fusion LoFi INDIE",97,G-97,L-132
