ep_title,ep_url,sutra,genres,genres_full,ep_total_tracks,total_plays,total_likes,duration_total,artwork_url,lyrics_id,created_at,playlist_names_clean,TRACKs
Fluye (como el mar) FLOWsutra,https://soundcloud.com/bananasutra/sets/fluye-como-el-mar-flowsutra,FLOWsutra,"DUB,INDIE","DUB,FADO,INDIE,RAGGA",11,4206,41,0:00:00,https://i1.sndcdn.com/artworks-JJ4nzGR7Kbx7XkxH-xkazNQ-t500x500.png,L-71,2025-05-19 11:17,"DUBsutra, FLOWsutra : FLY (like water), INDIEsutra","[07] Fluye • Miss Cheeky DUB (1), [05] Fluye • Queen (of Authentic) DUB (1), [09] Fluye • Muse Prima DUB (1), [04] Fluye • Ordo Arabesk Amoris INDIE, [06] Fluye • Queen (of Authentic) DUB (2), [02] Fluye • La Poesita Fado (1), [11] Fluye • Feel Di (Ragga) Riddim DUB, [10] Fluye • Muse Prima DUB (2), [01] Fluye • Oh My (Socrates) Cello INDIE, [03] Fluye • La Poesita Fado INDIE (1), [08] Fluye • Miss Cheeky DUB (2)"
Foolish EPx5,https://soundcloud.com/bananasutra/sets/foolish-epx5,FLOWsutra,"INDIE,FOLK","INDIE,FOLK",5,1317,26,0:00:00,https://i1.sndcdn.com/artworks-ce9hM1VBBXA95Gge-sqzp2g-t500x500.png,L-73,,"BURLESQUEsutra, DUBsutra, FLOWsutra : WET (my friend), FLOWsutra where time is space, FOLKsutra, INDIEsutra, JAZZsutra","Dripping in Whispers • JAZZsutra, There is a Fool (that never loves you) • FOLKsutra, Absinthe Bliss (Kiss Me Slow) • DUBsutra, Dark (Lace) Rhythms • TANGOsutra, Ah Foolish Me • CIRCUSsutra"
Foolish Goldfish (Forever) ❃ Vol. 02 EPx15 ❃ KNOWsutra Peace (Not War),https://soundcloud.com/bananasutra/sets/foolish-goldfish-forever-vol-02-epx15-knowsutra-peace-not-war,KNOWsutra,"BLUES,DUB,FOLK,INDIE,LOFI","BLUES,DUB,FOLK,INDIE,LOFI,PSYCHEDELIC,SOUL",15,8859,66,0:00:00,https://i1.sndcdn.com/artworks-0YzGiltzEidfTrxR-osiLXg-t500x500.png,L-74,,"BLUESsutra, DUBsutra, FOLKsutra, INDIEsutra, KNOWsutra : PEACE (not War), LOFIsutra","[12] Foolish Goldfish (Forever) • KNOWsutra Peace (Not War) Kindness is in the Depth Bluesy Dub FOLK, [15] Foolish Goldfish (Forever) • KNOWsutra Peace (Not War) Classic Weary True BLUES, [10] Foolish Goldfish (Forever) • KNOWsutra Peace (Not War) Kindness Understands Bluesy Dub FOLK, [13] Foolish Goldfish (Forever) • KNOWsutra Peace (Not War) Kindness is in the Depth Bluesy Dub FOLK, [09] Foolish Goldfish (Forever) • KNOWsutra Peace (Not War) Psychedelic Tzigane Soul Fusion LOFI, [04] Foolish Goldfish (Forever) • KNOWsutra Peace (Not War) Psychedelic Poetry Dubs The Bridge DUB, [06] Foolish Goldfish (Forever) • KNOWsutra Peace (Not War) Psychedelic Tzigane Soul Fusion LOFI, [02] Foolish Goldfish (Forever) • KNOWsutra Peace (Not War) La Poesita Psychedelic Cello Dub INDIE, [05] Foolish Goldfish (Forever) • KNOWsutra Peace (Not War) Psychedelic Poetry Dubs The Bridge DUB, [01] Foolish Goldfish (Forever) • KNOWsutra Peace (Not War) Mama-b-c Psychedelic Cello Dream INDIE, [11] Foolish Goldfish (Forever) • KNOWsutra Peace (Not War) Kindness Understands Bluesy Dub FOLK, [14] Foolish Goldfish (Forever) • KNOWsutra Peace (Not War) Psychedelic Destiny BLUES, [08] Foolish Goldfish (Forever) • KNOWsutra Peace (Not War) Psychedelic Tzigane Soul Fusion LOFI, [07] Foolish Goldfish (Forever) • KNOWsutra Peace (Not War) Psychedelic Tzigane Soul Fusion LOFI, [03] Foolish Goldfish (Forever) • KNOWsutra Peace (Not War) Psychedelic Poetry Dubs The Bridge DUB"
FOTUS CIRCUS ★ VOL.2 EPx10 ★ BURLESQUEsutra,https://soundcloud.com/bananasutra/sets/fotus-circus-vol2-epx10-burlesquesutra,BLOWsutra,"BANJO,BURLESQUE,FOLK,JAZZ,LOFI,ROCK","BANJO,BURLESQUE,FOLK,JAZZ,LOFI,ROCK",10,1697,11,0:00:00,https://i1.sndcdn.com/artworks-44IaWyIDQ4KPbMKz-LMbmBg-t500x500.png,L-82,,"BANJOsutra, FOTUS CIRCUS Playlist An American Freaks Show, LOFIsutra, QUACKsutra : FOTUS Circus","[08] FOTUS Circus VOL. 02 • Step Right In, Don't be Shy • Burlesque QUACKsutra, [10] FOTUS Circus VOL. 02 • Liberty's in Chain • ROCK QUACKsutra, [07] FOTUS Circus Vol. 02 • Ego Lore Galore • QUACKsutra, [09] FOTUS Circus VOL. 02 • It's FOTUS Horror Show Tonight • banjo folk QUACKsutra, [05] FOTUS Circus Vol. 02 • Monkey Dance • QUACKsutra, [03] FOTUS Circus VOL. 02 • Liberty's in Chains • JAZZ LOFI QUACKsutra, [04] FOTUS Circus Vol. 02  • Monkey Dance • QUACKsutra, [01] FOTUS Circus VOL. 02 • This ain't no hollow show • QUACKsutra, [06] FOTUS Circus VOL. 02 • This ain't no hollow show • QUACKsutra, [02] FOTUS Circus VOL. 02 • This ain't no hollow show • QUACKsutra"
FOTUS CIRCUS ★ VOL.3 EPx9 ★ BURLESQUEsutra,https://soundcloud.com/bananasutra/sets/fotus-circus-vol3-epx9-burlesquesutra,BLOWsutra,"BANJO,BURLESQUE,DUB,FOLK,MANTRA","BANJO,BURLESQUE,DUB,FOLK,MANTRA,RAGGA",9,2415,16,0:00:00,https://i1.sndcdn.com/artworks-TISJ7mgoFUnIyF3o-Nc2YDg-t500x500.png,L-82,,"BANJOsutra, FOTUS CIRCUS Playlist An American Freaks Show, MANTRAsutra, QUACKsutra : FOTUS Circus","[07] FOTUS Circus VOL. 03 • When will you be angelic • BURLESQUE QUACKsutra, [04] FOTUS Circus VOL. 03 • Angel Eyes, Devil Lies • Banjo QUACKsutra, [08] FOTUS Circus VOL. 03 • Angel Eyes, Devil Lies • Ragga DUB QUACKsutra, [09] FOTUS Circus  VOL. 03 • Angel Eyes, Devil Lies • MANTRA QUACKsutra, [06] FOTUS Circus VOL. 03 • When will you be angelic (Ginzberg’s Horror Show) • BURLESQUE QUACKsutra, [02] FOTUS Circus VOL. 03 • Angel Eyes, Devil Lies • Folky BANJO QUACKsutra, [03] FOTUS Circus VOL. 03 • Angel Eyes, Devil Lies • Dub QUACKsutra, [05] FOTUS Circus VOL. 03 • Murica, when will you be angelic  • Accordion QUACKsutra, [01] FOTUS Circus VOL. 03 • Angel Eyes, Devil Lies • Folk Banjo QUACKsutra"
FOTUS CIRCUS ★ VOL.4 EPx9 ★ BURLESQUEsutra,https://soundcloud.com/bananasutra/sets/fotus-circus-vol4-epx9-burlesquesutra,BLOWsutra,"BANJO,BURLESQUE,DUB,JAZZ","BANJO,BURLESQUE,DUB,JAZZ",9,3951,22,0:00:00,https://i1.sndcdn.com/artworks-hEoexhjMEJaTLs2Y-y53BjQ-t500x500.png,L-81,,"BANJOsutra, DUBsutra, FOTUS CIRCUS Playlist An American Freaks Show, JAZZsutra, QUACKsutra : FOTUS Circus","[08] FOTUS Circus VOL. 04 • Step Right Up, Murica Freaks (paper staws) • DUB QUACKsutra, [03] FOTUS Circus VOL. 04 • Come On in You Wretched Fools  Plastic Straw Shit Show • Burlesque QUACKsutra, [09] FOTUS Circus VOL. 04 • Step Right Up, My Dearest Souls • DUB QUACKsutra, [04] FOTUS Circus VOL. 04 • Come On in You Wretched Fools - Oh Boy Burlesque QUACKsutra, [02] FOTUS Circus VOL. 04 • Com'on in You Wretched Fools • Burlesque QUACKsutra, [06] FOTUS Circus VOL. 04 • Step Right Up, for Plastic Straws • Banjo QUACKsutra, [07] FOTUS Circus VOL. 04 • Step Right Up my Dearest Souls (Peacock Bling Show) • Burlesque JAZZ QUACKsutra, [01] FOTUS Circus VOL. 04 • Step Right Up my Dearest Souls • Burlesque QUACKsutra, [05] FOTUS Circus VOL. 04 • Com'on in You Wretched Fools • Oh boy Burkesque QUACKsutra"
Freee · La Fille • French SHOWsutra Psychedelic EPx10,https://soundcloud.com/bananasutra/sets/freee-la-fille-french-showsutra-psychedelic-epx10,SHOWsutra,"BURLESQUE,DUB,LOFI","BURLESQUE,DUB,HIP HOP,LOFI,PSYCHEDELIC,RAGGA",10,6698,53,0:00:00,https://i1.sndcdn.com/artworks-RJT0le0yFOpGmfuI-gfY2hw-t500x500.png,L-84,,"BLUESsutra, BURLESQUEsutra, DUBsutra, FRENCHsutra oui oui · sacrebleu, LOFIsutra, OUI OUI : Pardon (my French), SHOWsutra where bananas play","[09] Freee, La Fille • French SHOWsutra Psychedelic Ragga DUB, [07] Freee, La Fille • French SHOWsutra Psychedelic Hip Hop LOFI, [06] Freee, La Fille • French SHOWsutra Psychedelic Hip Hop LOFI, [03] Freee, la fille (remastered) • French SHOWsutra Circus Accordion BURLESQUE, [02] Freee, la fille (remastered) • French SHOWsutra Circus Accordion BURLESQUE, [05] Freee, La Fille • French SHOWsutra Psychedelic Hip Hop LOFI, [04] For Freee, La Fille • French SHOWsutra Psychedelic Xylophone Bruh LOFI, [10] Freee, La Fille • French SHOWsutra Psychedelic Ragga DUB, [08] Freee, La Fille • French SHOWsutra Psychedelic Ragga DUB, [01] Freee, La Fille • French SHOWsutra Psychedelic Accordion Circus BURLESQUE"
Genius EP,https://soundcloud.com/bananasutra/sets/genius,GROWsutra,"FOLK,INDIE,JAZZ","FOLK,INDIE,JAZZ",3,676,9,0:00:00,https://i1.sndcdn.com/artworks-VkDI20lCoNvB6yuu-kEiBRg-t500x500.jpg,L-80,2024-10-28 21:12,"FOLKsutra, GROWsutra : KIND(ness), INDIEsutra, KNOWsutra where questions matter","Genius, You See V.3 • Indie Jazz Folk Lullaby  • sutraKNOW inspired by Albert Einstein, Genius, You See V.2 • Indie Jazzz Folk Lullaby  • sutraKNOW inspired by Albert Einstein, Genius, You See V.1 • Indie Jazz Folk Lullaby  • sutraKNOW inspired by Albert Einstein"
Gladys in Sonderland EPx14 • SHOWsutra Psychedelic Gipsy Dream,https://soundcloud.com/bananasutra/sets/gladys-in-sonderland-epx14-showsutra-psychedelic-gipsy-dream,SHOWsutra,"BANJO,BLUES,BURLESQUE,INDIE,LOFI","BANJO,BLUES,BURLESQUE,GIPSY,INDIE,LOFI,PSYCHEDELIC",14,7679,68,0:00:00,https://i1.sndcdn.com/artworks-6hfJ7MQsBYyjyhKs-VO8orw-t500x500.png,L-83,,"BANJOsutra, BLUESsutra, BURLESQUEsutra, INDIEsutra, SHOWsutra : FANANA Club, SHOWsutra where bananas play","[12] Gladys in Sonderland • SHOWsutra Psychedelic Gipsy Cello Waltz BURLESQUE, [13] Gladys In Sonderland • SHOWsutra Psychedelic Booya Banger Blues BANJO, [14] Gladys In Sonderland • SHOWsutra Weary Psychedelic Mama BLUES, [10] Gladys in Sonderland • SHOWsutra Psychedelic Gipsy Cello Waltz INDIE BURLESQUE, [01] Gladys in Sonderland • SHOWsutra Psychedelic Gipsy Arabesk LoFi Waltz Fool Moon INDIE, [07] Gladys in Sonderland • SHOWsutra Psychedelic Gipsy Cello Waltz Indie BURLESQUE, [03] Gladys in Sonderland • SHOWsutra Psychedelic Gipsy Piano Cello Banjo Waltz Ballad BURLESQUE, [08] Gladys in Sonderland • SHOWsutra Psychedelic Gipsy Cello Waltz Tuba BURLESQUE, [06] Gladys in Sonderland • SHOWsutra Psychedelic Gipsy Cello Waltz Breathing BURLESQUE, [02] Gladys in Sonderland • SHOWsutra Psychedelic Gipsy Tango TaTata Meow Hop LOFI BURLESQUE, [09] Gladys in Sonderland • SHOWsutra Psychedelic Gipsy Cello Waltz Chanson BURLESQUE, [11] Gladys in Sonderland • SHOWsutra Psychedelic Gipsy Accordion Circus Waltz BURLESQUE, [05] Gladys in Sonderland • SHOWsutra Psychedelic Gipsy Piano Piano Waltz Swoon BURLESQUE, [04] Gladys in Sonderland • SHOWsutra Psychedelic Gentle Gipsy Piano Cello Accordion Waltz Cameo BURLESQUE"
Glitter on a Turd ❯ GROWsutra Banana Cabaret EPx5,https://soundcloud.com/bananasutra/sets/glitter-on-a-turd-epx5,GROWsutra,"BURLESQUE,INDIE","BURLESQUE,CABARET,INDIE",5,2491,25,0:00:00,https://i1.sndcdn.com/artworks-XYwpBnKZkAc8nA2R-sfypIw-t500x500.png,L-89,2025-05-23 11:53,"BURLESQUEsutra, GROWsutra : KIND(ness), GROWsutra where we be brave, JAZZsutra, LOFIsutra","[03] Glitter and Guts - Arabesk Indie JAZZsutra, [01] Glitter and Guts - Circus BURLESQUEsutra, [05] Glitter and Guts - Bass Revolution LOFIsutra, [04] Glitter and Guts - oh lordy DUBsutra, [02] Glitter and Guts - (oh boy) Circus BURLESQUE"
Grifters • BLOWsutra (Apes Gone Wrong) EPx14,https://soundcloud.com/bananasutra/sets/grifters-blowsutra-epx14,BLOWsutra,"BANJO,BLUES,BURLESQUE,DUB,FOLK,INDIE,LOFI,ROCK","BANJO,BLUES,BURLESQUE,COUNTRY,DUB,FADO,FLAMENCO,FOLK,GIPSY,HIP HOP,INDIE,LOFI,PSYCHEDELIC,PUNK,ROCK",14,2904,27,0:00:00,https://i1.sndcdn.com/artworks-iPtXxjIVQyjzpElZ-rzZZyw-t500x500.png,L-90,,"BANJOsutra, BLOWsutra, BLUESsutra, BURLESQUEsutra, DUBsutra, INDIEsutra, LOFIsutra","[08] Grifters • BLOWsutra Psychedelic Poetry Folk the Bridge DUB, [06] Grifters • BLOWsutra Psychedelic Post-Punk Country Blues BANJO, [03] Grifters • BLOWsutra IBYN Psychedelic Punk Rock BURLESQUE, [04] Grifters • BLOWsutra Psychedelic Post-Punk Country Burlesque Banjo BLUES, [10] Grifters • BLOWsutra Psychedelic F-Bomb Hip Hop LOFI, [11] Grifters • BLOWsutra Psychedelic F-Bomb Hip Hop LOFI, [13] Grifters • BLOWsutra Psychedelic Gipsy Flamenco Fado Techno World INDIE, [14] Grifters • BLOWsutra Psychedelic Gipsy Flamenco Fado Techno World INDIE, [12] Grifters • BLOWsutra Psychedelic Gipsy Flamenco Fado Techno World INDIE, [01] Grifters • BLOWsutra PBGal Psychedelic Punk Rock BURLESQUE, [05] Grifters • BLOWsutra Psychedelic Post-Punk Country Burlesque Banjo BLUES, [02] Grifters • BLOWsutra PBGal Psychedelic Punk Rock BURLESQUE, [09] Grifters • BLOWsutra Psychedelic Poetry Folk the Bridge DUB, [07] Grifters • BLOWsutra Queen of Authentic Country Banjo Folk Dub BLUES"
Hammy On Clyde ✪ SHOWsutra EPx8,https://soundcloud.com/bananasutra/sets/hammy-on-clyde-showsutra-epx8,SHOWsutra,"BLUES,DUB,FOLK,JAZZ,LOFI","BLUES,DUB,FOLK,GIPSY,JAZZ,LOFI",8,1571,11,0:00:00,https://i1.sndcdn.com/artworks-safSzuvAHiwvn0LF-0u5a3Q-t500x500.png,L-86,,"BANJOsutra, BLUESsutra, BOWsutra : (Thank) Dogs, DUBsutra, JAZZsutra, LOFIsutra, SHOWsutra where bananas play","[05] Hammy on Clyde - SHOWsutra Cello JAZZ LOFI, [03] Hammy on Clyde - SHOWsutra Psy Gipsy Blues JAZZ, [06] Hammy on Clyde - SHOWsutra Cello JAZZ LOFI, [01] Hammy on Clyde - Destiny BLUES, [04] Hammy on Clyde - SHOWsutra Psy Gipsy Blues JAZZ, [02] Hammy on Clyde - Queen of Authentic FOLK, [08] Hammy on Clyde - SHOWsutra Cheeky DUB, [07] Hammy on Clyde - SHOWsutra Cheeky DUB"
Hard Core (Questions that Matter) X5,https://soundcloud.com/bananasutra/sets/hard-core-x5,KNOWsutra,BURLESQUE,BURLESQUE,5,4657,44,0:00:00,https://i1.sndcdn.com/artworks-TawBy2TG82lsrzx3-SEV7yw-t500x500.png,L-93,,"BANJOsutra, BLUESsutra, BURLESQUEsutra, FOTUS CIRCUS Playlist An American Freaks Show, JAZZsutra, KNOWsutra : (naked) TRUTH, KNOWsutra where questions matter, QUACKsutra where we sing FU, Questions for the (kind) POPE in the Sky","#5 Hard Core : Honey BLUESutra, #4 Hard Core : Burlesque Honeysutra, #3 Hard Core : Honey BLUESutra, #2 Hard Core : Honey JAZZsutra, #1 Hard Core : Honey JAZZsutra"
HashtagWHY (to be ctd...),https://soundcloud.com/bananasutra/sets/hashtagwhy-to-be-ctd,KNOWsutra,ROCK,PUNK ROCK,2,529,5,0:00:00,https://i1.sndcdn.com/artworks-0LTSLaDkEUo21nzx-OHpjRw-t500x500.jpg,L-94,,"BANJOsutra, KNOWsutra : but(t) WHY, KNOWsutra where questions matter, MANTRAsutra","What makes your spirit alive • BANJOsutra (Dreamer’s Hunger), What makes your spirit alive • CELLOsutra (Dreamer’s Hunger)"
Hello · Oh No • EPx16 • GROWsutra Psychedelic Logic Harmonics,https://soundcloud.com/bananasutra/sets/hello-oh-no-growsutra-psychedelic-epx16,GROWsutra,"BANJO,BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI","BANJO,BLUES,BURLESQUE,CABARET,DUB,FLAMENCO,FOLK,GIPSY,INDIE,JAZZ,LOFI,PSYCHEDELIC,PUNK",16,10998,120,0:00:00,https://i1.sndcdn.com/artworks-X8yzz8V1uH0GpZZw-fED3yQ-t500x500.png,L-89,2026-02-26 22:16,"DUBsutra, GROWsutra where we be brave","[15] Hello, Oh No • GROWsutra Post-Punk Piano Bar Gal Cabaret BURLESQUE, [13] Hello, Oh No • GROWsutra Psychedelic Booya Folk Bluegrass BANJO, [01] Hello, Oh No • GROWsutra Psychedelic Folk Poetry Bridges the DUB, [05] Hello, Oh No • GROWsutra La Poesita Gipsy Flamenco DUB, [06] Hello, Oh No • GROWsutra La Poesita Gipsy Flamenco DUB, [08] Hello, Oh No • GROWsutra Psychedelic Gipsy Fusion LOFI, [16] Hello, Oh No • GROWsutra Post-Punk Piano Bar Gal Cabaret BURLESQUE, [03] Hello, Oh No • GROWsutra Psychedelic Folk Poetry Bridges the DUB, [12] Hello, Oh No • GROWsutra Psychedelic Queen of Authentic Dubby Folk Banjo BLUES, [02] Hello, Oh No • GROWsutra Psychedelic Folk Poetry Bridges the DUB, [10] Hello, Oh No • GROWsutra Ethicaly Gipsy Psychedelic JAZZ, [04] Hello, Oh No • GROWsutra What Shall We Hope For PsyRagga DUB, [14] Hello, Oh No • GROWsutra Psychedelic Booya Folk Bluegrass BANJO, [09] Hello, Oh No • GROWsutra Psychedelic Circus Indie Tango JAZZ, [11] Hello, Oh No • GROWsutra Psychedelic Queen of Authentic Dubby Folk Banjo BLUES"
Hereby · I Cry ☠ BLOWsutra EPx5,https://soundcloud.com/bananasutra/sets/hereby-i-cry-blowsutra-epx5,BLOWsutra,"DUB,FOLK,JAZZ,MANTRA","DUB,FOLK,GIPSY,JAZZ,MANTRA",5,1531,22,0:00:00,https://i1.sndcdn.com/artworks-AJnyssyEpQIFaGYl-f1dxCg-t500x500.png,L-90,,"BLOWsutra, DUBsutra, FOLKsutra, FOTUS CIRCUS Playlist An American Freaks Show, GROWsutra : DARE (to care), JAZZsutra, MANTRAsutra, QUACKsutra where we sing FU","[04] Hereby, I Cry • We Sing mo' DUB, [05] Hereby, I Cry • Arabesk Drum MANTRA, [02] Hereby, I Cry - Gipsy Dubstep JAZZ, [03] Hereby, I Cry • We Sing DUB, [01] Hereby, I Cry - Gipsy Cello FOLK"
Hey · Creeps • EPx20 • BLOWsutra Ego Gone Loco,https://soundcloud.com/bananasutra/sets/hey-creeps-epx20-blowsutra-ego-gone-loco,BLOWsutra,"BURLESQUE,DUB,INDIE,JAZZ,LOFI,ROCK","BURLESQUE,DUB,GIPSY,HIP HOP,INDIE,JAZZ,LOFI,PSYCHEDELIC,PUNK,ROCK",20,10957,87,0:00:00,https://i1.sndcdn.com/artworks-D95jhvq945VUHBlk-M2mkVQ-t500x500.png,L-91,2025-11-23 19:48,"BLOWsutra, BLOWsutra : EGO (gone loco), DUBsutra, LOFIsutra, ROCKsutra","[18] Hey, Creeps • BLOWsutra Ego Gone Loco I Burlesque You Not Psychedelic ROCK, [20] Hey, Creeps • BLOWsutra Ego Gone Loco I Burlesque You Not Psychedelic ROCK, [19] Hey, Creeps • BLOWsutra Ego Gone Loco I Burlesque You Not Psychedelic ROCK, [17] Hey, Creeps • BLOWsutra Ego Gone She Wanna Know Psychedelic LoFi Jazz DUB, [03] Hey, Creeps • BLOWsutra Ego Gone à la Psychedelic Gipsy Grouchy Cosmic Punk LOFI, [11] Hey, Creeps • BLOWsutra Ego Gone Loco Tzigane Fusion LOFI, [16] Hey, Creeps • BLOWsutra Ego Gone She Wanna Know Psychedelic LoFi Jazz DUB, [10] Hey, Creeps • BLOWsutra Ego Gone Bamboozlers Indie CelLOFI, [15] Hey, Creeps • BLOWsutra Ego Gone Psychedelic Hip Hop Storyteller LOFI, [12] Hey, Creeps • BLOWsutra Ego Gone Loco Tzigane Fusion LOFI, [02] Hey, Creeps • BLOWsutra Ego Gone à la Psychedelic Gipsy Grouchy Cosmic Punk LOFI, [14] Hey, Creeps • BLOWsutra Ego Gone Psychedelic Hip Hop Storyteller LOFI, [04] Hey, Creeps • BLOWsutra Ego Gone à la Psychedelic Gipsy Grouchy Cosmic Punk LOFI, [01] Hey, Creeps • BLOWsutra Ego Gone à la Psychedelic Gipsy Bonobo Cosmic Punk LOFI, [09] Hey, Creeps • BLOWsutra Ego Gone Bamboozlers Indie CelLOFI, [07] Hey, Creeps • BLOWsutra Ego Gone Bamboozlers Indie CelLOFI, [08] Hey, Creeps • BLOWsutra Ego Gone Bamboozlers Indie CelLOFI, [06] Hey, Creeps • BLOWsutra Ego Gone Bamboozlers Indie CelLOFI, [05] Hey, Creeps • BLOWsutra Ego Gone Bamboozlers Indie CelLOFI, [13] Hey, Creeps • BLOWsutra Ego Gone Psychedelic Hip Hop Storyteller LOFI"
Hey · You ✖ EPx8 ✖ BLOWsutra Indie Punk ROCK,https://soundcloud.com/bananasutra/sets/hey-you-blowsutra-jazz-punk-rock,BLOWsutra,"BURLESQUE,INDIE,ROCK","BURLESQUE,INDIE,PUNK,ROCK",7,1468,8,0:00:00,https://i1.sndcdn.com/artworks-8zXPkONAqcbxOwwP-p3Wifg-t500x500.png,L-98,,"BLOWsutra, BLOWsutra : EGO (gone loco), BURLESQUEsutra, INDIEsutra, ROCKsutra","[03] Hey, You - BLOWsutra psyPunk ROCK, [05] Hey, You - BLOWsutra psyPunk ROCK, [01] Hey, You - BLOWsutra psyPunk ROCK, [07] Hey, You - BLOWsutra psyPunk BURLESQUE, [06] Hey, You - BLOWsutra rawPunk ROCK, [02] Hey, You - BLOWsutra psyPunk ROCK, [04] Hey, You - BLOWsutra psyPunk ROCK"
Hi · My Name Is (Not Celine Dion) - Vol02 EPx11 - SHOWsutra Dubby Grass Burlesque Edition,https://soundcloud.com/bananasutra/sets/hi-my-name-is-not-celine-dion-vol02-epx11-showsutra-dubby-grass-burlesque-edition,SHOWsutra,"BANJO,BURLESQUE,DUB,FOLK,JAZZ","BANJO,BURLESQUE,COUNTRY,DUB,FOLK,JAZZ,PSYCHEDELIC",11,2070,13,0:00:00,https://i1.sndcdn.com/artworks-8AeGeNBuRUKrnybC-5NKduw-t500x500.png,L-93,2025-10-17 10:17,"BANJOsutra, BURLESQUEsutra, DUBsutra, FOLKsutra, JAZZsutra, SHOWsutra : FANANA Club, SHOWsutra where bananas play","[07] Hi, My Name Is (Not Celine Dion) • SHOWsutra Psychedelic Circus BURLESQUE, [09] Hi, My Name Is (Not Celine Dion) • SHOWsutra Cello Circus Waltz BURLESQUE, [10] Hi, My Name Is (Not Celine Dion) • SHOWsutra Cello Circus Waltz BURLESQUE, [08] Hi, My Name Is (Not Celine Dion) • SHOWsutra Cello Circus Waltz BURLESQUE, [02] Hi, My Name Is (Not Celine Dion) - SHOWsutra Burlesque Country Fiddle BANJO, [06] Hi, My Name Is (Not Celine Dion) - SHOWsutra Circus Accordion Jazz BURLESQUE, [03] Hi, My Name Is (Not Celine Dion) - SHOWsutra Burlesque Banjo FOLK, [04] Hi, My Name Is (Not Celine Dion) - SHOWsutra PBGal Burlesque Piano Bar FOLK, [11] Hi, My Name Is (Not Celine Dion) • SHOWsutra Cello Circus Waltz BURLESQUE, [01] Hi, My Name Is (Not Celine Dion) - SHOWsutra Bluesy Burlesque DUB, [05] Hi, My Name Is (Not Celine Dion) - SHOWsutra I Burlesque You Not JAZZ"
Hi · My Name Is (Not Celine Dion) - Vol03 EPx11 - SHOWsutra Gipsy Trip Hop World LoFi Edition,https://soundcloud.com/bananasutra/sets/hi-my-name-is-not-celine-dion-vol03-epx11-showsutra-gipsy-trip-hop-world-lofi-edition,SHOWsutra,LOFI,"GIPSY,LOFI,TRIP HOP",11,2360,32,0:00:00,https://i1.sndcdn.com/artworks-F6v264OYqZyCDfpy-bKUKiA-t500x500.png,L-93,2025-10-17 10:24,"LOFIsutra, SHOWsutra : FANANA Club, SHOWsutra where bananas play","[10] Hi, My Name Is (Not Céline Dion) - SHOWsutra Gipsy Fusion Trip Hop World LOFI, [11] Hi, My Name Is (Not Céline Dion) - SHOWsutra Gipsy Fusion Trip Hop World LOFI, [04] Hi, My Name Is (Not Céline Dion) - SHOWsutea Gipsy Fusion Trip Hop World LOFI, [08] Hi, My Name Is (Not Céline Dion) - SHOWsutra Gipsy Fusion Trip Hop World LOFI, [03] Hi, My Name Is (Not Céline Dion) - SHOWsutra Gipsy Fusion Trip Hop World LOFI, [09] Hi, My Name Is (Not Céline Dion) - SHOWsutra Gipsy Fusion Trip Hop World LOFI, [02] Hi, My Name Is (Not Céline Dion) - SHOWsutra Gipsy Fusion Trip Hop World LOFI, [05] Hi, My Name Is (Not Céline Dion) - SHOWsutra Gipsy Fusion Trip Hop World LOFI, [01] Hi, My Name Is (Not Céline Dion) - SHOWsutra Gipsy Fusion Trip Hop World LOFI, [06] Hi, My Name Is (Not Céline Dion) - SHOWsutra Gipsy Fusion Trip Hop World LOFI, [07] Hi, My Name Is (Not Céline Dion) - SHOWsutea Gipsy Fusion Trip Hop World LOFI"
Hold the Mic · Babe  EP X7 | Soul Prayer Lullabies,https://soundcloud.com/bananasutra/sets/hold-the-mic-babe-soul,GROWsutra,"BLUES,FOLK,MANTRA",SOUL,7,5083,23,0:00:00,https://i1.sndcdn.com/artworks-ZzVNwSHzbhNq9mzn-vHyL4w-t500x500.png,L-96,,"BANJOsutra, BOWsutra the last of 7 sutras · it's divine <3, DUBsutra, GROWsutra : KIND(ness), GROWsutra where we be brave, JAZZsutra, MANTRAsutra","#6 Hold the Mic, Babe ☰ DRUMsutra Vocal Hug, #5 Hold the Mic, Babe ☰ DUBsutra Hug for Ya, Babe, #1 Hold the Mic, Babe ☰ BANJOsutra Vocal Hug, #4 Hold the Mic, Babe ☰ JAZZsutra Hug for Ya, Babe, #7 Hold the Mic, Babe ☰ DRUMsutra Vocal Hug, #3 Hold the Mic, Babe ☰ BANJOsutra Hug for Ya, Babe, #2 Hold the Mic, Babe ☰ DUBsutra Vocal Hug"
