ep_title,ep_url,sutra,genres,genres_full,track_count,ep_total_tracks,total_plays,total_likes,duration_total,artwork_url,lyrics_id,lyrics_title,lyrics_match_conf,created_at
Foolish Goldfish (Forever) ❃ Vol. 02 EPx15 ❃ KNOWsutra Peace (Not War),https://soundcloud.com/bananasutra/sets/foolish-goldfish-forever-vol-02-epx15-knowsutra-peace-not-war,KNOWsutra,"BLUES, DUB, FOLK, INDIE, LOFI","BLUES, DUB, FOLK, INDIE, LOFI, PSYCHEDELIC, SOUL",15,15,8860,66,1:03:59,https://i1.sndcdn.com/artworks-0YzGiltzEidfTrxR-osiLXg-t500x500.png,L-074,Foolish Goldfish (Forever),EXACT,2025-11-26 4:04:07
Genius EP,https://soundcloud.com/bananasutra/sets/genius,GROWsutra,"FOLK, INDIE, JAZZ","FOLK, INDIE, JAZZ",3,3,676,9,0:07:35,https://i1.sndcdn.com/artworks-VkDI20lCoNvB6yuu-kEiBRg-t500x500.jpg,L-080,Genius EP,EXACT,2024-10-28 21:12:05
Gladys in Sonderland EPx14 • SHOWsutra Psychedelic Gipsy Dream,https://soundcloud.com/bananasutra/sets/gladys-in-sonderland-epx14-showsutra-psychedelic-gipsy-dream,SHOWsutra,"BANJO, BLUES, BURLESQUE, INDIE, LOFI","BANJO, BLUES, BURLESQUE, GIPSY, INDIE, LOFI, PSYCHEDELIC",14,14,7679,68,1:06:19,https://i1.sndcdn.com/artworks-6hfJ7MQsBYyjyhKs-VO8orw-t500x500.png,L-083,Gladys in Sonderland,EXACT,2025-10-30 8:21:06
Hammy On Clyde ✪ SHOWsutra EPx8,https://soundcloud.com/bananasutra/sets/hammy-on-clyde-showsutra-epx8,SHOWsutra,"BLUES, DUB, FOLK, JAZZ, LOFI","BLUES, DUB, FOLK, GIPSY, JAZZ, LOFI",8,8,1571,11,0:35:38,https://i1.sndcdn.com/artworks-safSzuvAHiwvn0LF-0u5a3Q-t500x500.png,L-086,Hammy On Clyde,EXACT,2025-10-17 6:25:59
"Hello, Oh No • EPx16 • GROWsutra Psychedelic Logic Harmonics",https://soundcloud.com/bananasutra/sets/hello-oh-no-growsutra-psychedelic-epx16,GROWsutra,"BANJO, BLUES, BURLESQUE, DUB, FOLK, INDIE, JAZZ, LOFI","BANJO, BLUES, BURLESQUE, CABARET, DUB, FLAMENCO, FOLK, GIPSY, INDIE, JAZZ, LOFI, PSYCHEDELIC, PUNK",15,16,11004,120,0:48:03,https://i1.sndcdn.com/artworks-X8yzz8V1uH0GpZZw-fED3yQ-t500x500.png,L-089,"Hello, Oh No",EXACT,2026-02-26 22:16:03
"Hereby, I Cry ☠ BLOWsutra EPx5",https://soundcloud.com/bananasutra/sets/hereby-i-cry-blowsutra-epx5,BLOWsutra,"DUB, FOLK, JAZZ, MANTRA","DUB, FOLK, GIPSY, JAZZ, MANTRA",5,5,1531,22,0:18:15,https://i1.sndcdn.com/artworks-AJnyssyEpQIFaGYl-f1dxCg-t500x500.png,L-090,"Hereby, I Cry",EXACT,2025-07-03 8:16:21
"Hey, Creeps • EPx20 • BLOWsutra Ego Gone Loco",https://soundcloud.com/bananasutra/sets/hey-creeps-epx20-blowsutra-ego-gone-loco,BLOWsutra,"BURLESQUE, DUB, INDIE, JAZZ, LOFI, ROCK","BURLESQUE, DUB, GIPSY, HIP HOP, INDIE, JAZZ, LOFI, PSYCHEDELIC, PUNK, ROCK",20,20,10957,87,1:08:23,https://i1.sndcdn.com/artworks-D95jhvq945VUHBlk-M2mkVQ-t500x500.png,L-091,"Hey, Creeps",EXACT,2025-11-23 19:48:47
"Hi, My Name Is (Not Celine Dion) - Vol02 EPx11 - SHOWsutra Dubby Grass Burlesque Edition",https://soundcloud.com/bananasutra/sets/hi-my-name-is-not-celine-dion-vol02-epx11-showsutra-dubby-grass-burlesque-edition,SHOWsutra,"BANJO, BURLESQUE, DUB, FOLK, JAZZ","BANJO, BURLESQUE, COUNTRY, DUB, FOLK, JAZZ, PSYCHEDELIC",11,11,2070,13,0:38:21,https://i1.sndcdn.com/artworks-8AeGeNBuRUKrnybC-5NKduw-t500x500.png,L-093,"Hi, My Name Is (Not Celine Dion)",EXACT,2025-10-17 10:17:12
"Hi, My Name Is (Not Celine Dion) - Vol03 EPx11 - SHOWsutra Gipsy Trip Hop World LoFi Edition",https://soundcloud.com/bananasutra/sets/hi-my-name-is-not-celine-dion-vol03-epx11-showsutra-gipsy-trip-hop-world-lofi-edition,SHOWsutra,LOFI,"GIPSY, LOFI, TRIP HOP",11,11,2360,32,0:40:18,https://i1.sndcdn.com/artworks-F6v264OYqZyCDfpy-bKUKiA-t500x500.png,L-093,"Hi, My Name Is (Not Celine Dion)",EXACT,2025-10-17 10:24:43
"Hold the Mic, Babe  EP X7 | Soul Prayer Lullabies",https://soundcloud.com/bananasutra/sets/hold-the-mic-babe-soul,GROWsutra,"BLUES, FOLK, MANTRA",SOUL,7,7,5083,23,0:19:47,https://i1.sndcdn.com/artworks-ZzVNwSHzbhNq9mzn-vHyL4w-t500x500.png,L-096,"Hold The Mic, Babe",EXACT,2024-11-12 8:38:59
I Think I Need a Good Spank!ng (in Madrid) ⚯ SHOWsutra EPx9,https://soundcloud.com/bananasutra/sets/i-think-i-need-a-good-spankng-in-madrid-showsutra-epx9,SHOWsutra,"BURLESQUE, DUB, INDIE, JAZZ","BURLESQUE, DUB, FADO, HIP HOP, INDIE, JAZZ",9,9,1593,13,0:26:59,https://i1.sndcdn.com/artworks-PfxPRXz3WMhUPWjS-5CSzRQ-t500x500.png,L-106,I Think I Need a Good Spank!ng (in Madrid),EXACT,2025-07-02 23:26:38
Idiocracy Now ✪ QUACKsutra EPx10,https://soundcloud.com/bananasutra/sets/idiocracy-now-quacksutra-epx10,BLOWsutra,"BANJO, BURLESQUE, FOLK, INDIE, LOFI, ROCK","BANJO, BURLESQUE, COUNTRY, FOLK, INDIE, LOFI, PUNK, ROCK",10,10,1771,16,0:36:19,https://i1.sndcdn.com/artworks-PbQdusXHHfL2vzQG-PVycmg-t500x500.png,L-107,Idiocracy Now,EXACT,2025-09-10 2:31:49
If We Had But(t) The Truth • Vol. 2 EPx22 • BLOWsutra (Censored) Epstein Etcetera Soundtrack,https://soundcloud.com/bananasutra/sets/if-we-had-butt-the-truth-vol-2-epx22-blowsutra-censored-epstein-etcetera-soundtrack,BLOWsutra,"BLUES, BURLESQUE, DUB, FOLK, INDIE, JAZZ, LOFI, ROCK","BLUES, BURLESQUE, CABARET, DUB, FOLK, GIPSY, INDIE, JAZZ, LOFI, PSYCHEDELIC, RAGGA, ROCK, TRIP HOP",22,22,13528,100,1:18:17,https://i1.sndcdn.com/artworks-1InxeLQ1c3LnQwmz-u75GhQ-t500x500.png,L-108,If We Had But(t) The Truth,EXACT,2026-01-25 23:52:03
"It's War, My Friend ☳ QUACKsutra EPx15",https://soundcloud.com/bananasutra/sets/its-war-my-friend-quacksutra-epx15,BLOWsutra,"BLUES, DUB, FOLK, INDIE, LOFI, ROCK","BLUES, DUB, FOLK, INDIE, LOFI, PSYCHEDELIC, PUNK, ROCK",15,15,3115,40,0:50:17,https://i1.sndcdn.com/artworks-yjDwmBzrh9rcYKwR-u7wlPw-t500x500.png,L-111,"It's War, My Friend",EXACT,2025-09-10 2:01:47
It's an Ethical Paradox • Vol. 2 EPx15 • KNOWsutra (Bertrand Knows) Gipsy Burlesque Jazz,https://soundcloud.com/bananasutra/sets/its-an-ethical-paradox-an-oxymoron-maze-vol-2-epx15-knowsutra-bertrand-knows-gipsy-burlesque-jazz,KNOWsutra,"BURLESQUE, DUB, JAZZ, LOFI","BURLESQUE, DUB, GIPSY, JAZZ, LOFI, TRIP HOP",15,15,21251,271,0:54:51,https://i1.sndcdn.com/artworks-dpot7zmJbp98Q8za-Swn1Rg-t500x500.png,L-110,It's An Ethical Paradox,EXACT,2026-01-04 5:49:03
Jealousy (not for me) ♡ GROWsutra EPx22,https://soundcloud.com/bananasutra/sets/jealousy-not-for-me-growsutra-epx22,GROWsutra,"BLUES, BURLESQUE, DUB, INDIE, JAZZ, LOFI","BLUES, BURLESQUE, DUB, HIP HOP, INDIE, JAZZ, LOFI, RAGGA",22,22,5321,43,1:02:36,https://i1.sndcdn.com/artworks-NrFEJYn5QiBNXnw5-RFTkHQ-t500x500.png,L-113,Jealousy (Not For Me),EXACT,2025-06-26 10:26:09
Jolly Poo - EPx15 VOL. 01 - Banjo Blues BLOWsutra,https://soundcloud.com/bananasutra/sets/jolly-poo-epx15-vol-01-banjo-blues-blowsutra,BLOWsutra,"BANJO, BLUES","BANJO, BLUES, RAGGA",15,15,4255,24,0:49:08,https://i1.sndcdn.com/artworks-KLgAMRClt5uPFoax-dDF6zQ-t500x500.png,L-114,Jolly Poo,EXACT,2025-05-26 9:49:40
Just Be EP X7 | Vocal Honey Audio Ideals,https://soundcloud.com/bananasutra/sets/just-be-vocal-jazz-honey-x7,FLOWsutra,"BLUES, DUB, JAZZ, LOFI","BLUES, DUB, JAZZ, LOFI",7,7,5669,46,0:23:21,https://i1.sndcdn.com/artworks-IDfjsYaZOumrtQ1L-jseSkw-t500x500.png,L-115,Just Be,EXACT,2024-11-05 3:05:12
L'Accordéon de l'Ignorance EP X9,https://soundcloud.com/bananasutra/sets/laccordeon-de-lignorance-ep-x9,BLOWsutra,BURLESQUE,,9,9,1734,14,0:26:40,https://i1.sndcdn.com/artworks-otyCSuVjsJ2YL8G1-qQb1mw-t500x500.png,L-124,L'Accordéon De l'Ignorance,EXACT,2024-12-11 21:31:44
La Force Douce EPx7 ✪ French GROWsutra World Peace Duende LoFi Indie Fusion,https://soundcloud.com/bananasutra/sets/la-force-douce-epx7-french-growsutra-world-peace-duende-lofi-indie-fusion,GROWsutra,"INDIE, LOFI","FLAMENCO, GIPSY, INDIE, LOFI, SOUL",7,7,5259,38,0:23:54,https://i1.sndcdn.com/artworks-oqgzYZ3lzrGih5hj-WJ2hFQ-t500x500.png,L-126,La Force Douce,EXACT,2025-10-08 0:29:02
La Poesia Importa ♕ EPx7 VOL.01 ♕ Bananasutra En Español,https://soundcloud.com/bananasutra/sets/la-poesia-importa-epx7-vol01-bananasutra-en-espanol,GLOWsutra,LOFI,"FADO, LOFI",7,7,2501,26,0:22:29,https://i1.sndcdn.com/artworks-DQAHMhBcDTcoVFfl-BTKWAA-t500x500.png,L-127,La Poesia Importa,EXACT,2025-05-27 13:16:03
Le Système EP MIX X16 | Bluesy French Jazz,https://soundcloud.com/bananasutra/sets/le-systeme-de-macron-le-ptit-con,BLOWsutra,"BURLESQUE, DUB, JAZZ, LOFI","BURLESQUE, CABARET, DUB, JAZZ, LOFI, PUNK, SOUL",17,17,5877,80,0:46:58,https://i1.sndcdn.com/artworks-Jz9sGDEqD1gTTB5H-sILJIA-t500x500.jpg,L-131,Le Système,EXACT,2024-11-03 2:33:16
Linguistic Weaponry EPx4 (Vol 2) DUBsutra,https://soundcloud.com/bananasutra/sets/linguistic-weaponry-epx4-vol-2-dubsutra,KNOWsutra,DUB,"DUB, HIP HOP",1,1,163,1,0:03:19,https://i1.sndcdn.com/artworks-gk645DrsmcEOxAyn-PRMvkA-t500x500.png,L-141,Linguistic Weaponry,EXACT,2025-03-06 0:24:29
Linguistic Weaponry EPx7 Burlesque DUBsutra,https://soundcloud.com/bananasutra/sets/linguistic-weaponry-epx7-burlesque-dubsutra,SHOWsutra,"BURLESQUE, DUB","BURLESQUE, DUB, GIPSY",3,3,611,5,0:08:25,https://i1.sndcdn.com/artworks-gk645DrsmcEOxAyn-PRMvkA-t500x500.png,L-141,Linguistic Weaponry,EXACT,2025-03-06 0:05:09
MAHA (Make America Humane Again) ☆ VOL.2 EPx6 ☆ BLOWsutra (MAxA Series) Psychedelic Trip Hop,https://soundcloud.com/bananasutra/sets/maha-make-america-humane-again-vol2-epx6-blowsutra-psy-trip-hop,BLOWsutra,"BLUES, DUB, LOFI","BLUES, DUB, GIPSY, LOFI, PSYCHEDELIC, TRIP HOP",6,6,8593,56,0:16:57,https://i1.sndcdn.com/artworks-JGT1OnfOXKJX40oI-WLwAYA-t500x500.png,L-143,MAHA (Make America Humane Again),EXACT,2026-02-11 23:37:06
Make your Own Bible EP x6 VOL. 1 ℧ A Jazzy Burlesque Folk Trip Hop LOFI Venture (oui oui),https://soundcloud.com/bananasutra/sets/make-your-own-bible-ep-x6-vol-1-a-jazzy-burlesque-folk-trip-hop-lofi-venture-oui-oui,GROWsutra,"BURLESQUE, FOLK, JAZZ, LOFI","BURLESQUE, FOLK, JAZZ, LOFI, TRIP HOP",6,6,1214,4,0:18:34,https://i1.sndcdn.com/artworks-7xjmVBpcmAIlWBfO-5Ebr4Q-t500x500.png,L-146,Make your Own Bible,EXACT,2025-04-06 4:23:43
Male Fantasies - bananasutra EPx2 Vol. 03,https://soundcloud.com/bananasutra/sets/male-fantasies-bananasutra-epx2-vol-03,KNOWsutra,INDIE,,2,2,1650,12,0:07:19,https://i1.sndcdn.com/artworks-xSBf70BkIjbkDGPA-9368AQ-t500x500.png,L-148,Male Fantasies,EXACT,2025-05-02 3:14:53
Male Fantasies • CheekySUTRA EPx6 VOL. 02,https://soundcloud.com/bananasutra/sets/male-fantasies-cheekysutra-epx6-vol-02,SHOWsutra,INDIE,,6,6,999,6,0:20:32,https://i1.sndcdn.com/artworks-VQwphayyp6Az5g1b-6E63wg-t500x500.png,L-148,Male Fantasies,EXACT,2025-04-20 1:19:08
Mass Media Freakshow EPx13 VOL.02 ⭐︎ Terrence MCKenna KNOWs ⭐︎ Burlesque or Snooze?,https://soundcloud.com/bananasutra/sets/mass-media-freakshow-epx13-vol02-terrence-mckenna-knows-burlesque-or-snooze,BLOWsutra,"BURLESQUE, FOLK, JAZZ","BURLESQUE, FOLK, JAZZ",13,13,3268,19,0:44:35,https://i1.sndcdn.com/artworks-Xranl6ikDYKoluYT-FdIOxQ-t500x500.png,L-151,Mass Media Freakshow,EXACT,2025-04-15 20:39:21
Mind the Felon EP X5 | JAZZ LOFI : Psychedelic Paradox Soul Chanson,https://soundcloud.com/bananasutra/sets/mind-the-felon-bananasutra-jazz-lofi,BLOWsutra,"JAZZ, LOFI","JAZZ, LOFI, PSYCHEDELIC, SOUL",5,5,3178,28,0:15:38,https://i1.sndcdn.com/artworks-JhmQUJamnQmJaWeu-4kvdTA-t500x500.png,L-154,Mind the Felon,EXACT,2024-11-12 2:31:01
New Normalcy (Planet Earth to Higher Grounds) EP x7,https://soundcloud.com/bananasutra/sets/new-normalcy-planet-earth-to-higher-grounds-ep-x7,KNOWsutra,FOLK,FOLK,7,7,1847,19,0:25:21,https://i1.sndcdn.com/artworks-ud5KKsf2ftHwkxwZ-emOxEw-t500x500.jpg,L-156,New Normalcy (Planet Earth to Higher Grounds),EXACT,2024-12-20 2:29:50
Nous Sommes Le Feu EPx4 ☲ GROWsutra French Peace Indie,https://soundcloud.com/bananasutra/sets/nous-sommes-le-feu-epx4-growsutra-french-peace-indie,GROWsutra,"DUB, INDIE, MANTRA","DUB, INDIE, MANTRA",4,4,858,10,0:12:40,https://i1.sndcdn.com/artworks-LI16piMdqgOBh7oK-so3Vwg-t500x500.png,L-162,Nous Sommes Le Feu,EXACT,2025-09-15 8:03:06
"Oh My, Oh Why (Socrates Song) - GROWsutra EPx7",https://soundcloud.com/bananasutra/sets/oh-my-oh-why-socrates-song-growsutra-epx7,GROWsutra,"DUB, FOLK, INDIE","DUB, FOLK, INDIE",7,7,1243,12,0:26:35,https://i1.sndcdn.com/artworks-u4xWThnzlboyzPPM-yy5lxA-t500x500.png,L-163,"Oh My, Oh Why (Socrates Song)",EXACT,2025-08-08 1:24:26
"Oh, Freedom EP x10 ♛ BLUESsutra (Public Domain Lyrics)",https://soundcloud.com/bananasutra/sets/oh-freedom-bluessutra-public-domain-lyrics,BOWsutra,,SOUL,10,10,1852,24,0:28:24,https://i1.sndcdn.com/artworks-P78u62myC8kQzJcZ-qk1VzQ-t500x500.png,L-164,"Oh, Freedom",EXACT,2025-01-14 9:27:30
Ordo Amoris in Decay ♡ GROWsutra EPx6,https://soundcloud.com/bananasutra/sets/ordo-amoris-in-decay-growsutra-epx6,GROWsutra,"INDIE, JAZZ","FADO, INDIE, JAZZ",6,6,4837,42,0:19:10,https://i1.sndcdn.com/artworks-opR2DJpgXbteguGo-J7W1sA-t500x500.png,L-170,Ordo Amoris (in Decay),EXACT,2025-06-19 10:35:08
Pedo Nation ★ Felon Nation Redux ★ BLOWsutra EPx14,https://soundcloud.com/bananasutra/sets/pedo-nation-felon-nation-redux-blowsutra-epx14,BLOWsutra,"BANJO, BLUES, DUB, LOFI, MANTRA","BANJO, BLUES, COUNTRY, DUB, LOFI, MANTRA, TRIP HOP",14,14,3222,24,0:50:51,https://i1.sndcdn.com/artworks-LhTksDdMzsR3b0mE-zpGPhA-t500x500.png,L-176,Pedo Nation (Felon Nation Redux),EXACT,2025-06-23 3:11:56
"Poem (I wanted to be, basically) ℘ EPx14 VOL.01",https://soundcloud.com/bananasutra/sets/poem-i-wanted-to-be-basically-epx14-vol01,GLOWsutra,"BANJO, BLUES, BURLESQUE, DUB, FOLK, INDIE, JAZZ, LOFI","BANJO, BLUES, BURLESQUE, DUB, FOLK, INDIE, JAZZ, LOFI, PSYCHEDELIC",14,14,2385,20,0:46:15,https://i1.sndcdn.com/artworks-z3oqCWriMGQ0OJPD-bZzyHg-t500x500.png,L-180,"Poem (I wanted to be, basically)",EXACT,2025-04-21 18:32:17
Poetry Matters EP vol.3,https://soundcloud.com/bananasutra/sets/poetry-matters-ep-vol3,BOWsutra,"FOLK, LOFI, MANTRA","FOLK, LOFI, MANTRA",3,3,539,8,0:10:10,https://i1.sndcdn.com/artworks-2YAEhVqYbh7DwilS-Nd8dqg-t500x500.jpg,L-181,Poetry Matters,EXACT,2025-01-19 5:28:44
Poetry Matters ☰ BANJOsutra EPx2,https://soundcloud.com/bananasutra/sets/poetry-matters-banjosutra-ep,GLOWsutra,"BANJO, BLUES",,3,5,766,9,0:11:40,https://i1.sndcdn.com/artworks-2YAEhVqYbh7DwilS-Nd8dqg-t500x500.jpg,L-181,Poetry Matters,EXACT,2025-01-10 9:33:54
Poetry Matters ☲ EPx3 Vol.05 ☲ DUBsutra,https://soundcloud.com/bananasutra/sets/poetry-matters-epx3-vol05-dubsutra,GLOWsutra,DUB,DUB,3,3,2245,22,0:12:21,https://i1.sndcdn.com/artworks-abyBryFxsG9vVsON-VYqfCQ-t500x500.png,L-181,Poetry Matters,EXACT,2025-05-29 3:53:24
Poetry Nah Lie ☲ EPx6 Vol.01 ☲ DUBsutra,https://soundcloud.com/bananasutra/sets/poetry-nah-lie-epx6-vol01-dubsutra,GLOWsutra,DUB,RAGGA,6,6,3403,39,0:21:43,https://i1.sndcdn.com/artworks-XirUpSPl2GiR23bD-IUcZyA-t500x500.png,L-182,Poetry Nah Lie,EXACT,2025-05-29 4:13:56
Poetry Slow Burns ☲ EPx5 Vol.01 ☲ DUBsutra,https://soundcloud.com/bananasutra/sets/poetry-slow-burns-epx5-vol01-dubsutra,GLOWsutra,DUB,DUB,5,5,4049,37,0:19:17,https://i1.sndcdn.com/artworks-kFKsDMSXWH3Vpk1z-DJlmNw-t500x500.png,L-183,Poetry Slow Burns,EXACT,2025-05-29 3:59:24
Predators (why war) EP x11 vol.2,https://soundcloud.com/bananasutra/sets/predators-why-war-ep-vol2,BLOWsutra,MANTRA,MANTRA,11,11,2152,23,0:38:38,https://i1.sndcdn.com/artworks-OWRInG4UzoJJhhFd-ho8qyg-t500x500.jpg,L-186,Predators (Why War),EXACT,2025-01-08 0:47:18
"Pro-life means what, honey?",https://soundcloud.com/bananasutra/sets/pro-life-means-what-honey,KNOWsutra,"BANJO, MANTRA","BANJO, MANTRA",6,6,1210,18,0:20:15,https://i1.sndcdn.com/artworks-6n9qPQKkYrr2fiIl-Ru83aw-t500x500.jpg,L-188,"Pro-life Means What, Honey?",EXACT,2025-02-11 3:29:33
Question Di Kingdom EPx4 VOL.02,https://soundcloud.com/bananasutra/sets/question-di-kingdom-epx4-vol02,KNOWsutra,DUB,"DUB, RAGGA",4,4,4769,48,0:11:40,https://i1.sndcdn.com/artworks-di7zASJGwZPfXRsD-DluSHw-t500x500.png,L-191,Question Di Kingdom,EXACT,2025-04-27 2:47:38
Question the Nation • EPx10 • BLOWsutra Psychedelic Dub Revolution,https://soundcloud.com/bananasutra/sets/question-the-nation-blowsutra-psychedelic-revolution-epx10,BLOWsutra,"BLUES, DUB, INDIE, JAZZ, LOFI","ACOUSTIC, BLUES, DUB, GIPSY, INDIE, JAZZ, LOFI, PSYCHEDELIC, RAGGA, TRIP HOP",10,10,3981,44,0:35:59,https://i1.sndcdn.com/artworks-kMicgGnKLarUxkiZ-jURgUg-t500x500.png,L-192,Question The Nation,EXACT,2026-02-15 4:08:14
RHINOCEROSS ♦ EPx7 ♦ BLOWsutra Surreal Real Poetry,https://soundcloud.com/bananasutra/sets/rhinoceross-epx7-blowsutra-surreal-real-poetry,BLOWsutra,"BLUES, BURLESQUE, DUB, FOLK, INDIE, LOFI, ROCK","BLUES, BURLESQUE, DUB, FOLK, INDIE, LOFI, PSYCHEDELIC, ROCK",7,7,1751,22,0:33:21,https://i1.sndcdn.com/artworks-WaElY6xZh0PPyRbQ-4p9Ziw-t500x500.png,L-200,Rhinoceross,EXACT,2025-09-24 17:55:18
"RUN (now, if you can)",https://soundcloud.com/bananasutra/sets/run-now-if-you-can,BLOWsutra,"BLUES, DUB, FOLK","BLUES, DUB, FOLK",22,22,9592,84,1:17:34,https://i1.sndcdn.com/artworks-5ysLQg1Z7QHERkaa-XU5K0Q-t500x500.jpg,L-202,RUN (Now If You Can),EXACT,2025-05-19 5:33:21
SS Means Sacred Sp3rm ☠ BLOWsutra EPx19,https://soundcloud.com/bananasutra/sets/ss-means-sacred-sp3rm-blowsutra-epx19,BLOWsutra,"BURLESQUE, FOLK, INDIE, JAZZ, ROCK","BURLESQUE, FOLK, INDIE, JAZZ, ROCK",19,19,3997,38,1:02:31,https://i1.sndcdn.com/artworks-Ewv6TYyznUIgQm3O-4hTy5Q-t500x500.png,L-225,SS Means Sacred Sp3rm,EXACT,2025-06-28 21:33:37
Segggsting • SHOWsutra EPx6 • French Burlesque Jazz Cabaret,https://soundcloud.com/bananasutra/sets/segggsting-showsutra-epx6-burlesque-jazz-cabaret,SHOWsutra,"BANJO, BURLESQUE, JAZZ","BANJO, BURLESQUE, CABARET, JAZZ",6,6,1239,6,0:21:22,https://i1.sndcdn.com/artworks-ysjQ1M8gFBitUZAA-QR72zg-t500x500.png,L-205,Segggsting,EXACT,2025-07-22 5:12:27
Sidération - The Sky Stood Still - EPx6 VOL. 2 of 4,https://soundcloud.com/bananasutra/sets/sideration-the-sky-stood-still-epx6-vol-2-of-4,BLOWsutra,JAZZ,JAZZ,6,6,2022,21,0:18:19,https://i1.sndcdn.com/artworks-gwDy1gyG7fsttlqv-odJ2KA-t500x500.png,L-216,Sidération (The Sky Stood Still),EXACT,2025-05-26 0:39:25
"Sing Your Own Gospel • Vol. 2 EPx7 • GROWsutra (God, Etc) Revolutionary Gipsy JAZZ",https://soundcloud.com/bananasutra/sets/sing-your-own-gospel-vol-2-epx7-growsutra-god-etc-revolutionary-gipsy-jazz,GROWsutra,"BLUES, FOLK, INDIE, JAZZ","BLUES, FOLK, GIPSY, INDIE, JAZZ",7,7,6259,93,0:21:46,https://i1.sndcdn.com/artworks-kWzeemU5Sy6IEyqW-Ipy4sA-t500x500.png,L-219,Sing Your Own Gospel,EXACT,2026-01-04 5:10:22
"So, What Is Racism • EPx9 Vol. 2 • KNOWsutra Gipsy Jazz + LoFi",https://soundcloud.com/bananasutra/sets/so-what-is-racism-knowsutra-jazz-lofi-epx9-vol2,KNOWsutra,"JAZZ, LOFI","GIPSY, JAZZ, LOFI",9,9,3988,36,0:29:01,https://i1.sndcdn.com/artworks-NK0wy8xSKMBP4LSI-DlE3WA-t500x500.png,L-220,"So, What Is Racism?",EXACT,2026-03-27 4:14:45
Some Truths (Are Harder to Swallow) EPx7,https://soundcloud.com/bananasutra/sets/some-truths-are-harder-to-swallow-epx7,GROWsutra,,,7,7,1190,7,0:21:48,https://i1.sndcdn.com/artworks-SUUIsI7woB0IboJy-gnp3pA-t500x500.jpg,L-222,Some Truths Are Harder to Swallow,EXACT,2024-12-24 20:25:29
Tell the Truth EP x4 BLUESsutra,https://soundcloud.com/bananasutra/sets/tell-the-truth-ep-x4-bluessutra,GROWsutra,,,5,5,1291,21,0:18:54,https://i1.sndcdn.com/artworks-1orEckq5nx9HrqGz-OMASFw-t500x500.jpg,L-231,Tell The Truth,EXACT,2024-12-28 2:57:26
The Accordion of Ignorance EP X4,https://soundcloud.com/bananasutra/sets/the-accordion-of-ignorance-ep-x4,BLOWsutra,FOLK,FOLK,4,4,700,7,0:15:49,https://i1.sndcdn.com/artworks-ppd320RXiIyfcazy-2Vw1DA-t500x500.png,L-234,The Accordion of Ignorance,EXACT,2024-12-11 21:36:43
"The Atheist Tango • Vol. 2 EPx12  •  GROWsutra (God, Etc) Conscious Gipsy LoFi Burlesque Jazz",https://soundcloud.com/bananasutra/sets/the-atheist-tango-vol-2-epx12-growsutra-god-etc-conscious-gipsy-lofi-burlesque-jazz,GROWsutra,"BURLESQUE, JAZZ, LOFI","BURLESQUE, GIPSY, JAZZ, LOFI",12,12,13713,153,0:39:26,https://i1.sndcdn.com/artworks-eYKRlb3V6IdPR1u7-GGSyjw-t500x500.png,L-235,The Atheist Tango,EXACT,2026-01-09 6:56:24
The Dystopian Quiz Song ★ EPx15 ★ Acoustic SOULsutra,https://soundcloud.com/bananasutra/sets/the-dystopian-quiz-song-epx15-acoustic-soulsutra,GLOWsutra,"BLUES, BURLESQUE, JAZZ, MANTRA","ACOUSTIC, BLUES, BURLESQUE, JAZZ, MANTRA",15,15,2969,14,0:46:20,https://i1.sndcdn.com/artworks-jQRym0eZpol8JOvs-sUKVsw-t500x500.png,L-238,The Dystopian Quiz Song,EXACT,2025-04-18 20:27:24
The Love of a Dove ☩ EPx18 ☩ GROWsutra Peace Fusion Prayer,https://soundcloud.com/bananasutra/sets/the-love-of-a-dove-epx18-growsutra-peace-fusion-prayer,GROWsutra,"BLUES, DUB, FOLK, INDIE","BLUES, DUB, FADO, FOLK, INDIE, PSYCHEDELIC, RAGGA, SOUL",18,18,13382,162,0:55:13,https://i1.sndcdn.com/artworks-JAgkPz4F7h0eq74Z-njbS5Q-t500x500.png,L-244,The Love of A Dove,EXACT,2025-10-06 8:08:00
Time for Rebel Romance ☆ EPx6 ☆ BLOWsutra (Revolt Now) Cabaret,https://soundcloud.com/bananasutra/sets/time-for-rebel-romance-epx6-blowsutra-revolt-now-cabaret,BLOWsutra,"BURLESQUE, DUB, INDIE, JAZZ, MANTRA, ROCK","BURLESQUE, CABARET, DUB, INDIE, JAZZ, MANTRA, PSYCHEDELIC, RAGGA, ROCK, TRIP HOP",6,6,10146,88,0:18:05,https://i1.sndcdn.com/artworks-FCpNyoKfIRn6bNzD-59cLWg-t500x500.png,L-257,Time For Rebel Romance,EXACT,2026-02-19 8:00:15
Trump Derangement Syndrome ™ EPx7,https://soundcloud.com/bananasutra/sets/trump-derangement-syndrome-epx7,BLOWsutra,"BANJO, BURLESQUE, DUB, JAZZ, MANTRA","BANJO, BURLESQUE, DUB, JAZZ, MANTRA",7,7,1393,16,0:22:00,https://i1.sndcdn.com/artworks-Ys4zGlSmXhrD1HsT-Kvzuxg-t500x500.png,L-260,Trump Derangement Syndrome ™,EXACT,2025-06-18 17:12:26
