playlist_name,playlist_url,sutra,genres,track_count,total_plays,total_likes,duration_total,artwork_url,sc_playlist_type,scplaylist_in_app,songbook_id,sc_eps_link
GLOWsutra where gratitude feeds,https://soundcloud.com/bananasutra/sets/sutraglow,GLOWsutra,"BANJO,BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI,MANTRA,ROCK",136,73838,780,7:27:08,https://i1.sndcdn.com/artworks-RvPg90tJzDpSlPKh-ns1cUw-t500x500.png,sutra (all),,,"Awe Is Mighty (Maybe Even Holy) - GLOWsutra Conscious Indie LoFi Lullaby EPx2,Blessed Are the Cracked EP X3,Creo (La Poesia) ☘ EPx10 VOL.01 ☘ Bananasutra En Español,En Vrai · On Est Tous Frères ䷁ FRENCH BLUESsutra EPx5,Jacques Brel : French EPx9 : GLOWsutra Burlesque Indie Blues Gratitude POET(ry),Kiss A Pulse • GLOWsutra (Lucille Clifton Poetry) EPx16,La Poesia Importa ♕ EPx7 VOL.01 ♕ Bananasutra En Español,My Quest • EPx6 Vol. 2 • GLOWsutra Jacques Brel Dream,Poem (I wanted to be · basically) ℘ EPx14 VOL.01,Poetry Matters EP vol.3,Poetry Matters ☰ BANJOsutra EPx2,Poetry Matters ☲ EPx3 Vol.05 ☲ DUBsutra,Poetry Nah Lie ☲ EPx6 Vol.01 ☲ DUBsutra,Poetry Slow Burns ☲ EPx5 Vol.01 ☲ DUBsutra,Rainbows in the Clouds • GLOWsutra Dub LoFi Blues,To Dream EP X8 | Jacques Brel Chanson Reimagined : Psychedelic French Poetry JAZZsutra X5,Tune in the Tender ☲ #GROWsutra EPx9,Up a San Francisco Hill EP(x4) VOL.2,Up a San Francisco Hill • Bananasutra Heart Beats,What the Mirror Said (Reste Lucide) - GLOWsutra JAZZ"
GROWsutra : DARE (to care),https://soundcloud.com/bananasutra/sets/growsutra-dare-to-care,GROWsutra,"BANJO,BLUES,DUB,FOLK,INDIE,LOFI,MANTRA",9,5459,54,28:33,https://i1.sndcdn.com/artworks-qhqHRqMMeCjATzsp-RQ8fQQ-t500x500.png,sutra,checked,G-04-DARE,"Double Standards EPx4 VOL. 2 ★ BLOWsutra LOFI,Hereby · I Cry ☠ BLOWsutra EPx5,This Is My Quest • GROWsutra (Dare to Care) Dream EPx19,We Remember What (We Remember What) We Feel☉EPx5 INDIE GROWsutra,What It's About - Blues Dub Murica Mantra EPx7"
GROWsutra : GOD (etc),https://soundcloud.com/bananasutra/sets/growsutra-god-etc,GROWsutra,"BANJO,BLUES,BURLESQUE,DUB,FOLK,JAZZ,LOFI,MANTRA,ROCK",27,23882,280,1:24:51,https://i1.sndcdn.com/artworks-eYKRlb3V6IdPR1u7-GGSyjw-t500x500.png,sutra,checked,G-04-GOD,"Atheist Tango EP x9 VOL. 1 ☰ Waldo's Burlesque Tales of Truth,El Papito Leo Es No MAGA Show ☰ KNOWsutra EPx6,How to Help a Bible Bro Grow Up · In the name of Religious Freedom,Make your Own Bible EP x6 VOL. 1 ℧ A Jazzy Burlesque Folk Trip Hop LOFI Venture (oui oui),Pro-life means what · honey?,Queer Almighty (Holy Questions Matter) - EPx16 VOL. 02,Reason over Reverence (No need for God) ☷ KNOWsutra EPx6,Seminal Bollocks - Merry Psychedelic GROWsutra (God Etc.) EPx10,Seminal Bollocks EP,Sing Your Own Gospel • Vol. 2 EPx7 • GROWsutra (God · Etc) Revolutionary Gipsy JAZZ,The Atheist Tango • Vol. 2 EPx12  •  GROWsutra (God · Etc) Conscious Gipsy LoFi Burlesque Jazz,The Invisible Man in the Sky (a song inspired by George Carlin) EPx8 VOL.01,Untamed EP X3,Why Trust an Old · Mean Religion? EPx9 VOL. 01"
GROWsutra : KIND(ness),https://soundcloud.com/bananasutra/sets/growsutra-kind-ness,GROWsutra,"BLUES,BURLESQUE,FOLK,INDIE,JAZZ,LOFI",17,13398,114,55:24,https://i1.sndcdn.com/artworks-FCpNyoKfIRn6bNzD-59cLWg-t500x500.png,sutra,checked,G-04-KIND,"ABCs of Kindness - KNOWsutra,Courage · Care · and Coconuts © GROWsutra EPx4,Genius EP,Glitter on a Turd ❯ GROWsutra Banana Cabaret EPx5,Hold the Mic · Babe  EP X7 | Soul Prayer Lullabies,Kindness Matters - Human Life Soundtrack EP,La Force Douce EPx7 ✪ French GROWsutra World Peace Duende LoFi Indie Fusion,Time for Rebel Romance ☆ EPx6 ☆ BLOWsutra (Revolt Now) Cabaret"
GROWsutra where we be brave,https://soundcloud.com/bananasutra/sets/sutragrow,GROWsutra,"BANJO,BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI,MANTRA,ROCK",296,179294,1732,16:09:25,https://i1.sndcdn.com/artworks-EIMomqQ3VHc9dl93-DvcAsA-t500x500.png,sutra (all),,,"A Letter to My Friend (Never Again) EPx44 ☮ GROWsutra World Peace Mantra,But(t) How Can You? GROWsutra (Dare to Care) EPx10,But(t) How you Kids Learn Now? EPx9 VOL. 01,Courage · Care · and Coconuts © GROWsutra EPx4,Double Standards EPx4 VOL. 2 ★ BLOWsutra LOFI,Ego Ain't Your Amigo ⭐︎ EPx14 VOL. 01 ⭐︎ True Tales of BLUESsutra,Glitter on a Turd ❯ GROWsutra Banana Cabaret EPx5,Hello · Oh No • EPx16 • GROWsutra Psychedelic Logic Harmonics,Hold the Mic · Babe  EP X7 | Soul Prayer Lullabies,How to Help a Bible Bro Grow Up · In the name of Religious Freedom,L'Embobinage (d'après Carl Sagan) • French GROWsutra EPx17,La Force Douce EPx7 ✪ French GROWsutra World Peace Duende LoFi Indie Fusion,MAWA MAWA EPx2 (if Soundcloud allows) ⭐︎ MAxA Series · Vol. 2,MAxA Alphabet Series Compilation - Make America Humane · Kind · Safe · Smart · etcetera Alright?!,Men-Oh-Pause 🩸 KNOWsutra EPx14,Nous Sommes Le Feu EPx4 ☲ GROWsutra French Peace Indie,Oh My · Oh Why (Socrates Song) - GROWsutra EPx7,Oh · Freedom EP x10 ♛ BLUESsutra (Public Domain Lyrics),One Percent Rising • GROWsutra (Dare to Care) Psychedelic Indie EPx6,Peace Matters More (The Only Wish Worth Making) 🪽 GROWsutra Birthday Wish Song,Poetry Matters ☰ BANJOsutra EPx2,Seminal Bollocks - Merry Psychedelic GROWsutra (God Etc.) EPx10,Shades of Fools EPx9,Sing Your Own Gospel • Vol. 2 EPx7 • GROWsutra (God · Etc) Revolutionary Gipsy JAZZ,Some Truths (Are Harder to Swallow) EPx7,Tell the Truth EP x4 BLUESsutra,The Atheist Tango • Vol. 2 EPx12  •  GROWsutra (God · Etc) Conscious Gipsy LoFi Burlesque Jazz,The Conquest of Happiness (according to Bertrand Russel) ☰ 2 Songs EPx10 ☰ KNOWsutra,The Dystopian Quiz Song ★ EPx15 ★ Acoustic SOULsutra,The Invisible Man in the Sky (a song inspired by George Carlin) EPx8 VOL.01,The Love of a Dove ☩ EPx18 ☩ GROWsutra Peace Fusion Prayer,This Is My Quest • GROWsutra (Dare to Care) Dream EPx19,We Live Not By Lies ⚬ EPx12 ⚬ GROWsutra Revolution Ring,We Remember What (We Remember What) We Feel☉EPx5 INDIE GROWsutra,What's F-A-S-C-I-S-T? EPx8 VOL. 1 ☆ BLOWsutra JAZZ FOLK Fusion,Why Trust an Old · Mean Religion? EPx9 VOL. 01,Why We Can't Be Brave? ☷ GROWsutra (Censored) Cello EPx8,WIN-WIN DUB EPx3 ⚭ French-English GROWsutra Fusion Soul,Zero Sum (Zero Sean) • GROWsutra (Dare to Care) EPx22"
INDIEsutra,https://soundcloud.com/bananasutra/sets/indiesutra-2,,"BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI,MANTRA,ROCK",254,116407,1110,14:41:32,https://i1.sndcdn.com/artworks-iPtXxjIVQyjzpElZ-rzZZyw-t500x500.png,genre (all),,G-00-INDI,"A Letter to My Friend (Never Again) EPx44 ☮ GROWsutra World Peace Mantra,A Man's a Man and A' That (à la bananasutra) EPx3 - VOL. 02 - Revolution Forever,A stroll down history’s lane ☆ KNOWsutra ☆ EPx6 Vol. 1,ABCs of Kindness - KNOWsutra,All I Know • Shades of Fools (It's the Why) • KNOWsutra EPx5 Vol. 02,An American in Paris (Public Domain Lyrics) 🎙️ SHOWsutra Classic Retro Musical REMAKE,Because the Light ☉ EPx4 VOL.01,Best Teacher Award · in Love & Death : Indie Bliss EPx3 VOL. 1 : BOWsutra,Bloom Past Doom (Apes Gone Wrong Series) EPx5 - BLOWsutra (Revolt Now)  Grassroots Hope Song,Bloom Past Doom - Vol. 2 · 2 songs EPx7 - BLOWsutra (Revolution Ring Series) Fusion Jazz,Bo Burnham Gone Bananas 🍌 COVERsutra Vaudeville Indie JAZZ EPx11,But(t) How Can You? GROWsutra (Dare to Care) EPx10,Cassandra’s Lullaby • KNOWsutra EPx11 World,CREEPYPASTA (what the hella) ♅ SHOWsutra ♅ EPx23 Side A+B,Curious Like A Kiss • FLOWsutra Cheeky Duende EPx11,Darling EP,Do Panic Now ✝ GROWsutra EPx13,Donkeys Years - SHOWsutra Fanana Club Gratitude EPx20,Easy (Death Is Nothing At All) ❣ BOWsutra EPx9,El Papito Leo Es No MAGA Show ☰ KNOWsutra EPx6,Everybody Knows EP x6 : INDIEsutra,Everybody Knows ✔ Vol. 03 - EPx7 ✔ KNOWsutra Gipsy Trip Hop Truth Prayer Dream,Fluye (como el mar) FLOWsutra,Foolish EPx5,Foolish Goldfish (Forever) ❃ Vol. 02 EPx15 ❃ KNOWsutra Peace (Not War),Genius EP,Gladys in Sonderland EPx14 • SHOWsutra Psychedelic Gipsy Dream,Grifters • BLOWsutra (Apes Gone Wrong) EPx14,Hey · You ✖ EPx8 ✖ BLOWsutra Indie Punk ROCK,Hope is So Do-Do-Dope 🎪🦤 SHOWsutra Surreal Soul Circus EPx9,I Ain't No Christian (No Holy Fool) ♥ EPx4 VOL.02,I Did the Math · and Everything is Stupid • SHOWsutra Snoopy Fanana Club EPx11,I Think I Need a Good Spank!ng (in Madrid) ⚯ SHOWsutra EPx9,Idiocracy Now ✪ QUACKsutra EPx10,If We Had But(t) The Truth • Vol. 2 EPx22 • BLOWsutra (Censored) Epstein Etcetera Soundtrack,If We Had But(t) The Truth ☲ Easterican Profanities EPx5 ☲ QUACKsutra,It's War · My Friend ☳ QUACKsutra EPx15,Jacques Brel : French EPx9 : GLOWsutra Burlesque Indie Blues Gratitude POET(ry),Jealousy (not for me) ♡ GROWsutra EPx22,Joseph Campbell's Truth Metaphors ☷ KNOWsutra EPx12,Just Be EP X7 | Vocal Honey Audio Ideals,Kindness - Psychedelic INDIEsutra,L'Accordéon de l'Ignorance EP X9,L'Embobinage (d'après Carl Sagan) • French GROWsutra EPx17,La Force Douce EPx7 ✪ French GROWsutra World Peace Duende LoFi Indie Fusion,Le Système EP MIX X16 | Bluesy French Jazz,Linguistic Weaponry EPx7 Burlesque DUBsutra,Male Fantasies • CheekySUTRA EPx6 VOL. 02,MAMA-B-C (Make America Mine Achtung Encore) • BLOWsutra MAxA Series EPx3,MAMA-B-C (Make America Mine Achtung) • BLOWsutra MAxA Series EPx8,MAxA Alphabet Series Compilation - Make America Humane · Kind · Safe · Smart · etcetera Alright?!,Men-Oh-Pause 🩸 KNOWsutra EPx14,My Quest • EPx6 Vol. 2 • GLOWsutra Jacques Brel Dream,Nietzsche's Gift (They Muddy the Water to Make it Look Deep) - KNOWsutra EPx13 Vol. 5,No Fear · My Dear ❢ BLOWsutra Revolution Ring Jazz EPx19,Nous Sommes Le Feu EPx4 ☲ GROWsutra French Peace Indie,Oh My · Oh Why (Socrates Song) - GROWsutra EPx7,Oh · Martine ❃ French GLOW+BOWsutra ❃ Side A+B EPx28,Ordo Amoris in Decay ♡ GROWsutra EPx6,Peace Matters More (The Only Wish Worth Making) 🪽 GROWsutra Birthday Wish Song,Poem (I wanted to be · basically) ℘ EPx14 VOL.01,Predators (why war) EP x11 vol.2,Project 2-0-2-5 (Explicit Fascism Advisory) • Pray for Murica SOULsutra EPx7,Rainbows in the Clouds • GLOWsutra Dub LoFi Blues,Reason over Reverence (No need for God) ☷ KNOWsutra EPx6,RHINOCEROSS ♦ EPx7 ♦ BLOWsutra Surreal Real Poetry,Segggsting • SHOWsutra EPx6 • French Burlesque Jazz Cabaret,Seminal Bollocks - Merry Psychedelic GROWsutra (God Etc.) EPx10,Seminal Bollocks EP,Shades of Fools EPx9,Shady Fools (Oh Can’t You See?) • Vol. 2 EPx9 • BLOWsutra Ego Gone Loco LoFi Burlesque,Spit Back The Lies • BLOWsutra (Revolution Ring) EPx20,SS Means Sacred Sp3rm ☠ BLOWsutra EPx19,SynthemaSutra ♆ SHOWsutra Banana EPx8,Tell the Truth EP x4 BLUESsutra,The Conquest of Happiness (according to Bertrand Russel) ☰ 2 Songs EPx10 ☰ KNOWsutra,The Dystopian Quiz Song ★ EPx15 ★ Acoustic SOULsutra,The Echo Song Song ☭ Vladimir Vysotsky - EPx6  English Cover ☭ BLOWsutra Gipsy Trip Hop Trip,The Great Naked King • SHOWsutra Psychedelick Fools Cabaret EPx30,The Love of a Dove ☩ EPx18 ☩ GROWsutra Peace Fusion Prayer,They Muddy the Waters (aka Nietzsche's Gift) EPx5 VOL. 04,This Is My Quest • GROWsutra (Dare to Care) Dream EPx19,This Is What Dissent Looks Like Now - BLOWsutra (Revolution Ring) Jazz Indie LoFi Dream,Trump Derangement Syndrome ™ EPx7,Trust No One EP x3 VOL.1 ☆ BLOWsutra Alternative Indie ROCK,Tune in the Tender ☲ #GROWsutra EPx9,Two Things · Darling • EPx11 • KNOWsutra (Bertrand) Conscious Gipsy LoFi Blues INDIE,Up a San Francisco Hill EP(x4) VOL.2,Up a San Francisco Hill • Bananasutra Heart Beats,We Live Not By Lies ⚬ EPx12 ⚬ GROWsutra Revolution Ring,We Remember What (We Remember What) We Feel☉EPx5 INDIE GROWsutra,We're Tiny Specks · Right • BOWsutra,Wet (Prickly) Peaches vol.2,What It's About - Blues Dub Murica Mantra EPx7,Where Hope Expires ℧ EPx8 VOL.02,Where We Begin (Preakly Peaches) EPx4,Who Knows Where How Happiness Truly Grows ☰ GROWsutra EPx29,Who's Your Vladdy? EPx10 ☿ BLOWsutra World Peace Fusion Indie,Why Trust an Old · Mean Religion? EPx9 VOL. 01,Why We Can't Be Brave? ☷ GROWsutra (Censored) Cello EPx8,Woke 'em Whacks EPx4 : BLUES & DUBsutra (Music Therapy),Zero Sum (Zero Sean) • GROWsutra (Dare to Care) EPx22"
JAZZsutra,https://soundcloud.com/bananasutra/sets/jazzsutra,,"BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI",222,132165,1455,12:37:02,https://i1.sndcdn.com/artworks-QRaUbtlHanDIuOON-8Hr9pg-t500x500.png,genre (all),,G-00-JAZZ,"Ain't Doing Bad Doing Nothing ⭐︎ Public Domain Vol. 02 EPx10 ⭐︎ FLOWsutra Wet JAZZ,All I Know • Shades of Fools (It's the Why) • KNOWsutra EPx5 Vol. 02,All the -Isms | BLOWsutra EPx7,An American in Paris (Public Domain Lyrics) 🎙️ SHOWsutra Classic Retro Musical REMAKE,Atheist Tango EP x9 VOL. 1 ☰ Waldo's Burlesque Tales of Truth,Blessed Are the Cracked EP X3,Bloom Past Doom - Vol. 2 · 2 songs EPx7 - BLOWsutra (Revolution Ring Series) Fusion Jazz,Bo Burnham Gone Bananas 🍌 COVERsutra Vaudeville Indie JAZZ EPx11,But(t) How you Kids Learn Now? EPx9 VOL. 01,Darling EP,DEFY (Vol 2) - 3 Songs EPx6 - BLOWsutra Revolution Ring LoFi Jazz Fusion,Do Panic Now ✝ GROWsutra EPx13,Donkeys Years - SHOWsutra Fanana Club Gratitude EPx20,Double Standards EPx3 VOL. 1 • BURLESQUEsutra,Double Standards EPx4 VOL. 2 ★ BLOWsutra LOFI,Ego Ain't Your Amigo ⭐︎ EPx14 VOL. 01 ⭐︎ True Tales of BLUESsutra,El Papito Leo Es No MAGA Show ☰ KNOWsutra EPx6,Ethical Paradox (Bertrand Undone),Foolish EPx5,FOTUS CIRCUS ★ VOL.4 EPx9 ★ BURLESQUEsutra,Glitter on a Turd ❯ GROWsutra Banana Cabaret EPx5,Hammy On Clyde ✪ SHOWsutra EPx8,Hard Core (Questions that Matter) X5,Hello · Oh No • EPx16 • GROWsutra Psychedelic Logic Harmonics,Hereby · I Cry ☠ BLOWsutra EPx5,Hi · My Name Is (Not Celine Dion) - Vol02 EPx11 - SHOWsutra Dubby Grass Burlesque Edition,Hold the Mic · Babe  EP X7 | Soul Prayer Lullabies,How to Help a Bible Bro Grow Up · In the name of Religious Freedom,I Think I Need a Good Spank!ng (in Madrid) ⚯ SHOWsutra EPx9,Ironic Moronic Eugenics ☤ What Happens When KNOWsutra & BLOWsutra Make a Baby,It's an Ethical Paradox • Vol. 2 EPx15 • KNOWsutra (Bertrand Knows) Gipsy Burlesque Jazz,Jealousy (not for me) ♡ GROWsutra EPx22,Just Be EP X7 | Vocal Honey Audio Ideals,Kiss A Pulse • GLOWsutra (Lucille Clifton Poetry) EPx16,L'Accordéon de l'Ignorance EP X9,La Poesia Importa ♕ EPx7 VOL.01 ♕ Bananasutra En Español,Le Système EP MIX X16 | Bluesy French Jazz,Let’s Do It (Let's Fall in Love) EP • Public Domain Lyrics • JAZZsutra,MAKA MAKA EPx7 ⭐︎ MAxA Series · Vol. 4,Male Fantasies • CheekySUTRA EPx6 VOL. 02,Mass Media Freakshow EPx13 VOL.02 ⭐︎ Terrence MCKenna KNOWs ⭐︎ Burlesque or Snooze?,MAWA MAWA EPx2 (if Soundcloud allows) ⭐︎ MAxA Series · Vol. 2,MAxA Alphabet Series Compilation - Make America Humane · Kind · Safe · Smart · etcetera Alright?!,Mind the Felon EP X5 | JAZZ LOFI : Psychedelic Paradox Soul Chanson,My Quest • EPx6 Vol. 2 • GLOWsutra Jacques Brel Dream,New Normalcy (Planet Earth to Higher Grounds) EP x7,Nietzsche's Gift (They Muddy the Water to Make it Look Deep) - KNOWsutra EPx13 Vol. 5,No Fear · My Dear ❢ BLOWsutra Revolution Ring Jazz EPx19,Oh · Freedom EP x10 ♛ BLUESsutra (Public Domain Lyrics),Oh · Martine ❃ French GLOW+BOWsutra ❃ Side A+B EPx28,Peace Matters More (The Only Wish Worth Making) 🪽 GROWsutra Birthday Wish Song,Peel Me Kindly 🍌 SHOWsutra Gone Banana à la Gipsy JAZZ EPx7,Poem (I wanted to be · basically) ℘ EPx14 VOL.01,Poetry Matters ☰ BANJOsutra EPx2,Predators (why war) EP x11 vol.2,Reason over Reverence (No need for God) ☷ KNOWsutra EPx6,Segggsting • SHOWsutra EPx6 • French Burlesque Jazz Cabaret,Sidération - The Sky Stood Still - EPx6 VOL. 2 of 4,Sing Your Own Gospel • Vol. 2 EPx7 • GROWsutra (God · Etc) Revolutionary Gipsy JAZZ,So · What Is Racism • EPx9 Vol. 2 • KNOWsutra Gipsy Jazz + LoFi,So · What Is Racism? KNOWsutra Gone Banana EPx17,some songs are more fun than others EP x8 ∞,Some Truths (Are Harder to Swallow) EPx7,SS Means Sacred Sp3rm ☠ BLOWsutra EPx19,Sutra of Immanence - FLOWsutra Dog Poetry - Jazz & Dub EPx3,Tell the Truth EP x4 BLUESsutra,The Atheist Tango • Vol. 2 EPx12  •  GROWsutra (God · Etc) Conscious Gipsy LoFi Burlesque Jazz,The Conquest of Happiness (according to Bertrand Russel) ☰ 2 Songs EPx10 ☰ KNOWsutra,The Dystopian Quiz Song ★ EPx15 ★ Acoustic SOULsutra,The Great Naked King • SHOWsutra Psychedelick Fools Cabaret EPx30,This Is My Quest • GROWsutra (Dare to Care) Dream EPx19,This Is What Dissent Looks Like Now - BLOWsutra (Revolution Ring) Jazz Indie LoFi Dream,To Dream EP X8 | Jacques Brel Chanson Reimagined : Psychedelic French Poetry JAZZsutra X5,Too Hard · My Friend • FLOWsutra (Fly Like Water) Lullabies EPx2,Truth Don't Care ✗ EPx2 ✗ KNOWsutra Psychedelic Muse Cabaret,Tune in the Tender ☲ #GROWsutra EPx9,Wet (Prickly) Peaches vol.2,What the Mirror Said (Reste Lucide) - GLOWsutra JAZZ,What's F-A-S-C-I-S-T? EPx8 VOL. 1 ☆ BLOWsutra JAZZ FOLK Fusion,When We Duende (All Night) EPx9 ☯ DUB + BURLESQUEsutra,Where Hope Expires ℧ EPx8 VOL.02,Who Knows Where How Happiness Truly Grows ☰ GROWsutra EPx29,Who Needs a Big D? EP x8 VOL. 1 - JAZZ 'n DUB,Win-Win After Midnight ⭐︎ FLOWsutra (Wet My Friend) Indie Folk EPx4,Woke 'em Whacks EPx4 : BLUES & DUBsutra (Music Therapy)"
KNOWsutra : (naked) TRUTH,https://soundcloud.com/bananasutra/sets/knowsura-naked-truth,KNOWsutra,"BLUES,BURLESQUE,DUB,INDIE,LOFI",20,18869,360,1:10:17,https://i1.sndcdn.com/artworks-aUUxzKo6oEXsOIfq-vtqUJA-t500x500.png,sutra,checked,G-01-TRUT,"But(t) How you Kids Learn Now? EPx9 VOL. 01,Everybody Knows ✔ Vol. 03 - EPx7 ✔ KNOWsutra Gipsy Trip Hop Truth Prayer Dream,Hard Core (Questions that Matter) X5,Joseph Campbell's Truth Metaphors ☷ KNOWsutra EPx12,Relative Steve - KNOWsutra Hip de la HoP EPx2 Bass Interlude,Tell The Truth (encore) KNOWsutra EPx9 Vol. 04,Tell the Truth EP x4 BLUESsutra,Truth Don't Care ✗ EPx2 ✗ KNOWsutra Psychedelic Muse Cabaret,We Live Not By Lies ⚬ EPx12 ⚬ GROWsutra Revolution Ring,When Did Seduction Become so Untrue? EPx16 Vol. 02 ䷶ KNOWsutra Flamenco Techno"
KNOWsutra : BERTRAND (mon chéri),https://soundcloud.com/bananasutra/sets/knowsutra-bertrand-mon-cheri,KNOWsutra,"BANJO,BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI",15,20519,269,51:39,https://i1.sndcdn.com/artworks-dpot7zmJbp98Q8za-Swn1Rg-t500x500.png,sutra,checked,G-01-BERT,"Ethical Paradox (Bertrand Undone),It's an Ethical Paradox • Vol. 2 EPx15 • KNOWsutra (Bertrand Knows) Gipsy Burlesque Jazz,Question Di Kingdom EPx4 VOL.02,Question di Kingdom ✰ Ragga DUBsutra EPx10,Reason over Reverence (No need for God) ☷ KNOWsutra EPx6,The Conquest of Happiness (according to Bertrand Russel) ☰ 2 Songs EPx10 ☰ KNOWsutra,Two Things · Darling • EPx11 • KNOWsutra (Bertrand) Conscious Gipsy LoFi Blues INDIE"
KNOWsutra : PEACE (not War),https://soundcloud.com/bananasutra/sets/knowsutra-peace-not-war,KNOWsutra,"BANJO,BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI,MANTRA",36,44036,448,2:08:12,https://i1.sndcdn.com/artworks-0YzGiltzEidfTrxR-osiLXg-t500x500.png,sutra,checked,G-01-PEAC,"A Letter to My Friend (Never Again) EPx44 ☮ GROWsutra World Peace Mantra,A stroll down history’s lane ☆ KNOWsutra ☆ EPx6 Vol. 1,Cassandra’s Lullaby • KNOWsutra EPx11 World,Foolish Goldfish (Forever) ❃ Vol. 02 EPx15 ❃ KNOWsutra Peace (Not War),Peace Matters More (The Only Wish Worth Making) 🪽 GROWsutra Birthday Wish Song,Predators (why war) EP x11 vol.2,The Love of a Dove ☩ EPx18 ☩ GROWsutra Peace Fusion Prayer,Trauma Begets Trauma - KNOWsutra Peace (not War) Piano Kitten Truth EPx5"
KNOWsutra : but(t) WHY,https://soundcloud.com/bananasutra/sets/knowsutra-but-t-why,KNOWsutra,"BANJO,BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI,ROCK",24,18364,200,1:21:20,https://i1.sndcdn.com/artworks-L6uXyHUyGsqH0ZAv-cvmeZg-t500x500.png,sutra,checked,G-01-WHY,"AI Fair Use Manifesto EPx3 VOL.1 : LOFI BURLESQUE BLUES,Blaise's Tale ⭐︎ EPx3 ⭐︎ KNOWsutra Folk Cabaret,HashtagWHY (to be ctd...),Kids Are Asking ✪ KNOWsutra But(t) Why EPx3,Men-Oh-Pause 🩸 KNOWsutra EPx14,Oh My · Oh Why (Socrates Song) - GROWsutra EPx7,So · What Is Racism? KNOWsutra Gone Banana EPx17,Who Knows Where How Happiness Truly Grows ☰ GROWsutra EPx29,Why Trust an Old · Mean Religion? EPx9 VOL. 01"
